sequence,update_id,memory_id,version,operation,backend,event_persisted_at,backend_committed_at,rawerk_committed_at,checkpoint_committed_at,first_searchable,first_searchable_at,processing_attempt,status,is_duplicate
947,p53a_evt_000947,p53a_000947,947,replace_relation,neo4j,28540.823,28547.359,28551.793,28552.21,True,28553.61,1,ok,False
948,p53a_evt_000948,p53a_000948,948,update_relation,neo4j,28553.619,28560.386,28564.073,28564.471,True,28565.774,1,ok,False
949,p53a_evt_000949,p53a_000949,949,replace_relation,neo4j,28565.783,28572.138,28576.649,28577.074,True,28580.084,1,ok,False
950,p53a_evt_000950,p53a_000950,950,insert_memory,neo4j,28580.094,28587.553,28592.619,28593.151,True,28597.599,1,ok,False
951,p53a_evt_000951,p53a_000951,951,insert_memory,neo4j,28597.609,28605.278,28609.724,28610.206,True,28613.423,1,ok,False
952,p53a_evt_000952,p53a_000952,952,insert_memory,neo4j,28613.432,28627.665,28632.272,28632.729,True,28634.686,1,ok,False
953,p53a_evt_000953,p53a_000953,953,insert_memory,neo4j,28634.695,28641.07,28645.062,28645.525,True,28647.428,1,ok,False
954,p53a_evt_000954,p53a_000954,954,update_relation,neo4j,28647.439,28654.137,28658.171,28658.706,True,28660.407,1,ok,False
955,p53a_evt_000955,p53a_000955,955,update_relation,neo4j,28660.418,28671.181,28676.348,28676.792,True,28678.643,1,ok,False
956,p53a_evt_000956,p53a_000956,956,update_relation,neo4j,28678.653,28685.481,28690.031,28690.487,True,28691.944,1,ok,False
957,p53a_evt_000957,p53a_000957,957,insert_memory,neo4j,28691.954,28698.957,28702.411,28702.85,True,28704.342,1,ok,False
958,p53a_evt_000958,p53a_000958,958,update_relation,neo4j,28704.352,28710.475,28714.88,28715.357,True,28717.641,1,ok,False
959,p53a_evt_000959,p53a_000959,959,insert_memory,neo4j,28717.65,28724.376,28728.507,28729.07,True,28731.654,1,ok,False
960,p53a_evt_000960,p53a_000960,960,replace_relation,neo4j,28731.664,28737.595,28741.382,28741.819,True,28744.578,1,ok,False
961,p53a_evt_000961,p53a_000961,961,insert_memory,neo4j,28744.587,28751.993,28755.934,28756.355,True,28757.654,1,ok,False
962,p53a_evt_000962,p53a_000962,962,update_relation,neo4j,28757.663,28762.824,28768.065,28768.535,True,28770.18,1,ok,False
963,p53a_evt_000963,p53a_000963,963,update_relation,neo4j,28770.189,28779.658,28787.497,28787.896,True,28790.458,1,ok,False
964,p53a_evt_000964,p53a_000964,964,insert_memory,neo4j,28790.467,28799.345,28808.3,28808.707,True,28811.172,1,ok,False
965,p53a_evt_000965,p53a_000965,965,replace_relation,neo4j,28811.18,28822.799,28830.852,28831.322,True,28833.652,1,ok,False
966,p53a_evt_000966,p53a_000966,966,insert_memory,neo4j,28833.662,28841.662,28846.254,28846.727,True,28848.367,1,ok,False
967,p53a_evt_000967,p53a_000967,967,insert_memory,neo4j,28848.376,28855.15,28863.208,28863.698,True,28865.952,1,ok,False
968,p53a_evt_000968,p53a_000968,968,update_relation,neo4j,28865.962,28874.194,28878.332,28878.821,True,28881.949,1,ok,False
969,p53a_evt_000969,p53a_000969,969,replace_relation,neo4j,28881.959,28888.444,28892.882,28893.337,True,28895.055,1,ok,False
970,p53a_evt_000970,p53a_000970,970,insert_memory,neo4j,28895.066,28902.944,28908.483,28908.948,True,28911.231,1,ok,False
971,p53a_evt_000971,p53a_000971,971,update_relation,neo4j,28911.244,28920.028,28924.315,28924.853,True,28926.856,1,ok,False
972,p53a_evt_000972,p53a_000972,972,update_relation,neo4j,28926.872,28934.589,28939.353,28939.859,True,28941.674,1,ok,False
973,p53a_evt_000973,p53a_000973,973,insert_memory,neo4j,28941.696,28948.465,28952.9,28953.404,True,28955.124,1,ok,False
974,p53a_evt_000974,p53a_000974,974,replace_relation,neo4j,28955.134,28962.017,28966.658,28967.16,True,28970.178,1,ok,False
975,p53a_evt_000975,p53a_000975,975,update_relation,neo4j,28970.19,28976.467,28980.746,28981.312,True,28983.141,1,ok,False
976,p53a_evt_000976,p53a_000976,976,insert_memory,neo4j,28983.152,28990.441,28994.806,28995.303,True,28997.701,1,ok,False
977,p53a_evt_000977,p53a_000977,977,replace_relation,neo4j,28997.712,29004.421,29008.786,29009.334,True,29010.965,1,ok,False
978,p53a_evt_000978,p53a_000978,978,insert_memory,neo4j,29010.974,29018.082,29022.577,29023.024,True,29026.268,1,ok,False
979,p53a_evt_000979,p53a_000979,979,insert_memory,neo4j,29026.278,29032.567,29036.516,29036.975,True,29038.925,1,ok,False
980,p53a_evt_000980,p53a_000980,980,insert_memory,neo4j,29038.935,29046.188,29050.834,29051.323,True,29053.064,1,ok,False
981,p53a_evt_000981,p53a_000981,981,update_relation,neo4j,29053.074,29059.33,29063.508,29063.992,True,29066.801,1,ok,False
982,p53a_evt_000982,p53a_000982,982,update_relation,neo4j,29066.813,29074.998,29079.846,29080.353,True,29082.703,1,ok,False
983,p53a_evt_000983,p53a_000983,983,replace_relation,neo4j,29082.714,29088.835,29093.073,29093.559,True,29095.483,1,ok,False
984,p53a_evt_000984,p53a_000984,984,update_relation,neo4j,29095.495,29102.718,29107.537,29108.019,True,29109.708,1,ok,False
985,p53a_evt_000985,p53a_000985,985,update_relation,neo4j,29109.718,29116.043,29120.184,29120.598,True,29122.254,1,ok,False
986,p53a_evt_000986,p53a_000986,986,insert_memory,neo4j,29122.264,29128.775,29133.252,29133.712,True,29135.469,1,ok,False
987,p53a_evt_000987,p53a_000987,987,update_relation,neo4j,29135.478,29141.151,29145.193,29145.713,True,29147.46,1,ok,False
988,p53a_evt_000988,p53a_000988,988,update_relation,neo4j,29147.471,29156.02,29160.043,29160.493,True,29163.128,1,ok,False
989,p53a_evt_000989,p53a_000989,989,insert_memory,neo4j,29163.139,29169.09,29174.002,29174.551,True,29176.832,1,ok,False
990,p53a_evt_000990,p53a_000990,990,insert_memory,neo4j,29176.843,29182.795,29186.994,29187.446,True,29189.344,1,ok,False
991,p53a_evt_000991,p53a_000991,991,update_relation,neo4j,29189.353,29195.616,29201.243,29201.709,True,29205.234,1,ok,False
992,p53a_evt_000992,p53a_000992,992,insert_memory,neo4j,29205.245,29211.722,29216.296,29216.742,True,29218.356,1,ok,False
993,p53a_evt_000993,p53a_000993,993,replace_relation,neo4j,29218.365,29224.182,29228.616,29229.104,True,29231.428,1,ok,False
994,p53a_evt_000994,p53a_000994,994,insert_memory,neo4j,29231.439,29238.732,29244.268,29244.705,True,29247.639,1,ok,False
995,p53a_evt_000995,p53a_000995,995,replace_relation,neo4j,29247.65,29253.629,29257.227,29257.679,True,29259.402,1,ok,False
996,p53a_evt_000996,p53a_000996,996,update_relation,neo4j,29259.411,29266.94,29271.43,29271.821,True,29273.272,1,ok,False
997,p53a_evt_000997,p53a_000997,997,update_relation,neo4j,29273.281,29278.894,29283.895,29284.303,True,29286.638,1,ok,False
998,p53a_evt_000998,p53a_000998,998,insert_memory,neo4j,29286.646,29296.151,29303.572,29304.051,True,29305.862,1,ok,False
999,p53a_evt_000999,p53a_000999,999,insert_memory,neo4j,29305.872,29311.53,29315.298,29315.751,True,29318.239,1,ok,False
1000,p53a_evt_001000,p53a_001000,1000,insert_memory,neo4j,29318.249,29325.439,29329.882,29330.353,True,29334.113,1,ok,False
1001,p53a_evt_001001,p53a_001001,1001,update_relation,neo4j,29339.831,29349.384,29353.566,29354.011,True,29356.185,1,ok,False
1002,p53a_evt_001002,p53a_001002,1002,replace_relation,neo4j,29356.193,29362.777,29366.837,29367.278,True,29368.685,1,ok,False
1003,p53a_evt_001003,p53a_001003,1003,insert_memory,neo4j,29368.695,29374.737,29378.127,29378.536,True,29380.627,1,ok,False
1004,p53a_evt_001004,p53a_001004,1004,insert_memory,neo4j,29380.637,29387.031,29390.656,29391.053,True,29392.475,1,ok,False
1005,p53a_evt_001005,p53a_001005,1005,replace_relation,neo4j,29392.484,29398.23,29401.925,29402.409,True,29405.329,1,ok,False
1006,p53a_evt_001006,p53a_001006,1006,update_relation,neo4j,29405.34,29412.711,29417.561,29418.063,True,29419.949,1,ok,False
1007,p53a_evt_001007,p53a_001007,1007,insert_memory,neo4j,29419.963,29426.694,29430.93,29431.4,True,29432.788,1,ok,False
1008,p53a_evt_001008,p53a_001008,1008,replace_relation,neo4j,29432.798,29439.591,29443.72,29444.143,True,29445.479,1,ok,False
1009,p53a_evt_001009,p53a_001009,1009,update_relation,neo4j,29445.488,29451.034,29457.284,29457.716,True,29459.368,1,ok,False
1010,p53a_evt_001010,p53a_001010,1010,update_relation,neo4j,29459.376,29467.111,29471.093,29471.478,True,29472.73,1,ok,False
1011,p53a_evt_001011,p53a_001011,1011,insert_memory,neo4j,29472.739,29480.205,29485.672,29486.079,True,29488.042,1,ok,False
1012,p53a_evt_001012,p53a_001012,1012,insert_memory,neo4j,29488.052,29494.485,29503.699,29504.166,True,29507.23,1,ok,False
1013,p53a_evt_001013,p53a_001013,1013,update_relation,neo4j,29507.24,29516.383,29521.458,29521.891,True,29524.764,1,ok,False
1014,p53a_evt_001014,p53a_001014,1014,insert_memory,neo4j,29524.773,29531.954,29536.204,29536.623,True,29538.174,1,ok,False
1015,p53a_evt_001015,p53a_001015,1015,update_relation,neo4j,29538.183,29543.806,29547.92,29548.414,True,29550.321,1,ok,False
1016,p53a_evt_001016,p53a_001016,1016,update_relation,neo4j,29550.332,29556.158,29561.516,29562.012,True,29563.97,1,ok,False
1017,p53a_evt_001017,p53a_001017,1017,insert_memory,neo4j,29563.98,29570.603,29574.954,29575.406,True,29576.897,1,ok,False
1018,p53a_evt_001018,p53a_001018,1018,update_relation,neo4j,29576.906,29582.755,29586.769,29587.169,True,29588.536,1,ok,False
1019,p53a_evt_001019,p53a_001019,1019,update_relation,neo4j,29588.545,29596.077,29602.76,29603.172,True,29606.697,1,ok,False
1020,p53a_evt_001020,p53a_001020,1020,replace_relation,neo4j,29606.707,29614.866,29619.304,29619.778,True,29622.412,1,ok,False
1021,p53a_evt_001021,p53a_001021,1021,insert_memory,neo4j,29622.422,29631.769,29639.07,29639.502,True,29641.567,1,ok,False
1022,p53a_evt_001022,p53a_001022,1022,replace_relation,neo4j,29641.576,29647.116,29653.149,29653.604,True,29655.407,1,ok,False
1023,p53a_evt_001023,p53a_001023,1023,replace_relation,neo4j,29655.417,29663.745,29669.605,29670.083,True,29672.277,1,ok,False
1024,p53a_evt_001024,p53a_001024,1024,insert_memory,neo4j,29672.287,29680.722,29685.536,29686.035,True,29688.806,1,ok,False
1025,p53a_evt_001025,p53a_001025,1025,update_relation,neo4j,29688.815,29697.958,29701.949,29702.415,True,29703.985,1,ok,False
1026,p53a_evt_001026,p53a_001026,1026,update_relation,neo4j,29703.994,29710.286,29713.938,29714.382,True,29716.073,1,ok,False
1027,p53a_evt_001027,p53a_001027,1027,insert_memory,neo4j,29716.083,29723.34,29728.255,29728.711,True,29731.634,1,ok,False
1028,p53a_evt_001028,p53a_001028,1028,insert_memory,neo4j,29731.644,29738.131,29742.112,29742.525,True,29744.736,1,ok,False
1029,p53a_evt_001029,p53a_001029,1029,insert_memory,neo4j,29744.747,29753.293,29758.37,29758.861,True,29760.323,1,ok,False
1030,p53a_evt_001030,p53a_001030,1030,insert_memory,neo4j,29760.332,29766.593,29771.041,29771.532,True,29773.149,1,ok,False
1031,p53a_evt_001031,p53a_001031,1031,update_relation,neo4j,29773.159,29782.009,29786.174,29786.615,True,29788.023,1,ok,False
1032,p53a_evt_001032,p53a_001032,1032,insert_memory,neo4j,29788.032,29793.282,29797.221,29797.683,True,29799.193,1,ok,False
1033,p53a_evt_001033,p53a_001033,1033,insert_memory,neo4j,29799.203,29806.041,29809.554,29809.972,True,29811.576,1,ok,False
1034,p53a_evt_001034,p53a_001034,1034,insert_memory,neo4j,29811.586,29818.645,29822.325,29822.749,True,29825.377,1,ok,False
1035,p53a_evt_001035,p53a_001035,1035,update_relation,neo4j,29825.387,29834.734,29838.33,29838.789,True,29840.801,1,ok,False
1036,p53a_evt_001036,p53a_001036,1036,insert_memory,neo4j,29840.81,29846.483,29850.814,29851.32,True,29852.837,1,ok,False
1037,p53a_evt_001037,p53a_001037,1037,update_relation,neo4j,29852.846,29859.395,29863.028,29863.529,True,29865.169,1,ok,False
1038,p53a_evt_001038,p53a_001038,1038,insert_memory,neo4j,29865.178,29870.574,29874.356,29874.78,True,29876.377,1,ok,False
1039,p53a_evt_001039,p53a_001039,1039,update_relation,neo4j,29876.386,29882.823,29887.006,29887.409,True,29888.872,1,ok,False
1040,p53a_evt_001040,p53a_001040,1040,insert_memory,neo4j,29888.88,29894.342,29898.673,29899.166,True,29900.726,1,ok,False
1041,p53a_evt_001041,p53a_001041,1041,update_relation,neo4j,29900.737,29906.536,29911.525,29912.031,True,29914.071,1,ok,False
1042,p53a_evt_001042,p53a_001042,1042,update_relation,neo4j,29914.081,29920.529,29924.608,29925.079,True,29927.015,1,ok,False
1043,p53a_evt_001043,p53a_001043,1043,insert_memory,neo4j,29927.025,29933.661,29937.716,29938.144,True,29940.857,1,ok,False
1044,p53a_evt_001044,p53a_001044,1044,update_relation,neo4j,29940.867,29948.488,29953.043,29953.483,True,29955.538,1,ok,False
1045,p53a_evt_001045,p53a_001045,1045,insert_memory,neo4j,29955.547,29966.361,29972.783,29973.227,True,29976.256,1,ok,False
1046,p53a_evt_001046,p53a_001046,1046,update_relation,neo4j,29976.266,29984.705,29990.994,29991.428,True,29996.297,1,ok,False
1047,p53a_evt_001047,p53a_001047,1047,insert_memory,neo4j,29996.316,30013.678,30020.093,30020.665,True,30022.987,1,ok,False
1048,p53a_evt_001048,p53a_001048,1048,update_relation,neo4j,30022.999,30031.74,30039.993,30040.828,True,30044.036,1,ok,False
1049,p53a_evt_001049,p53a_001049,1049,insert_memory,neo4j,30044.05,30055.214,30061.728,30062.635,True,30065.907,1,ok,False
1050,p53a_evt_001050,p53a_001050,1050,update_relation,neo4j,30065.92,30074.118,30079.876,30080.426,True,30083.59,1,ok,False
1051,p53a_evt_001051,p53a_001051,1051,replace_relation,neo4j,30083.609,30098.884,30105.555,30106.109,True,30108.166,1,ok,False
1052,p53a_evt_001052,p53a_001052,1052,update_relation,neo4j,30108.177,30115.744,30120.374,30120.849,True,30123.795,1,ok,False
1053,p53a_evt_001053,p53a_001053,1053,insert_memory,neo4j,30123.805,30131.843,30136.887,30137.398,True,30139.23,1,ok,False
1054,p53a_evt_001054,p53a_001054,1054,insert_memory,neo4j,30139.241,30145.852,30150.793,30151.279,True,30154.218,1,ok,False
1055,p53a_evt_001055,p53a_001055,1055,insert_memory,neo4j,30154.228,30161.968,30165.944,30166.424,True,30167.749,1,ok,False
1056,p53a_evt_001056,p53a_001056,1056,insert_memory,neo4j,30167.759,30173.543,30177.181,30177.593,True,30179.699,1,ok,False
1057,p53a_evt_001057,p53a_001057,1057,insert_memory,neo4j,30179.709,30186.428,30190.698,30191.152,True,30192.611,1,ok,False
1058,p53a_evt_001058,p53a_001058,1058,insert_memory,neo4j,30192.62,30198.547,30202.447,30202.852,True,30204.41,1,ok,False
1059,p53a_evt_001059,p53a_001059,1059,update_relation,neo4j,30204.418,30210.295,30214.333,30214.757,True,30216.181,1,ok,False
1060,p53a_evt_001060,p53a_001060,1060,insert_memory,neo4j,30216.19,30221.25,30225.263,30225.659,True,30227.778,1,ok,False
1061,p53a_evt_001061,p53a_001061,1061,insert_memory,neo4j,30227.786,30236.33,30241.332,30241.788,True,30243.84,1,ok,False
1062,p53a_evt_001062,p53a_001062,1062,update_relation,neo4j,30243.85,30250.65,30255.784,30256.203,True,30257.993,1,ok,False
1063,p53a_evt_001063,p53a_001063,1063,update_relation,neo4j,30258.003,30269.491,30277.007,30277.579,True,30280.108,1,ok,False
1064,p53a_evt_001064,p53a_001064,1064,insert_memory,neo4j,30280.12,30287.611,30293.757,30294.299,True,30296.336,1,ok,False
1065,p53a_evt_001065,p53a_001065,1065,insert_memory,neo4j,30296.347,30303.974,30309.266,30309.709,True,30312.019,1,ok,False
1066,p53a_evt_001066,p53a_001066,1066,insert_memory,neo4j,30312.029,30319.411,30325.445,30325.871,True,30327.284,1,ok,False
1067,p53a_evt_001067,p53a_001067,1067,update_relation,neo4j,30327.293,30336.536,30343.188,30343.659,True,30345.298,1,ok,False
1068,p53a_evt_001068,p53a_001068,1068,update_relation,neo4j,30345.308,30354.71,30361.853,30362.362,True,30367.174,1,ok,False
1069,p53a_evt_001069,p53a_001069,1069,insert_memory,neo4j,30367.185,30381.349,30387.503,30387.924,True,30389.788,1,ok,False
1070,p53a_evt_001070,p53a_001070,1070,update_relation,neo4j,30389.796,30397.459,30404.86,30405.327,True,30406.928,1,ok,False
1071,p53a_evt_001071,p53a_001071,1071,insert_memory,neo4j,30406.938,30413.967,30418.982,30419.455,True,30421.63,1,ok,False
1072,p53a_evt_001072,p53a_001072,1072,insert_memory,neo4j,30421.639,30428.173,30433.806,30434.257,True,30436.211,1,ok,False
1073,p53a_evt_001073,p53a_001073,1073,insert_memory,neo4j,30436.22,30442.626,30446.767,30447.176,True,30448.587,1,ok,False
1074,p53a_evt_001074,p53a_001074,1074,insert_memory,neo4j,30448.596,30454.276,30458.081,30458.498,True,30460.171,1,ok,False
1075,p53a_evt_001075,p53a_001075,1075,insert_memory,neo4j,30460.18,30466.545,30469.857,30470.265,True,30473.977,1,ok,False
1076,p53a_evt_001076,p53a_001076,1076,insert_memory,neo4j,30473.986,30480.501,30485.403,30485.836,True,30488.773,1,ok,False
1077,p53a_evt_001077,p53a_001077,1077,insert_memory,neo4j,30488.783,30495.247,30499.463,30499.941,True,30502.081,1,ok,False
1078,p53a_evt_001078,p53a_001078,1078,update_relation,neo4j,30502.091,30509.677,30516.262,30516.776,True,30519.461,1,ok,False
1079,p53a_evt_001079,p53a_001079,1079,update_relation,neo4j,30519.472,30528.915,30535.861,30536.299,True,30538.176,1,ok,False
1080,p53a_evt_001080,p53a_001080,1080,replace_relation,neo4j,30538.185,30544.693,30548.856,30549.262,True,30551.215,1,ok,False
1081,p53a_evt_001081,p53a_001081,1081,update_relation,neo4j,30551.224,30556.619,30560.838,30561.226,True,30563.775,1,ok,False
1082,p53a_evt_001082,p53a_001082,1082,insert_memory,neo4j,30563.784,30570.512,30574.178,30574.58,True,30576.628,1,ok,False
1083,p53a_evt_001083,p53a_001083,1083,insert_memory,neo4j,30576.637,30581.799,30584.919,30585.318,True,30587.194,1,ok,False
1084,p53a_evt_001084,p53a_001084,1084,update_relation,neo4j,30587.202,30591.994,30596.146,30596.566,True,30598.13,1,ok,False
1085,p53a_evt_001085,p53a_001085,1085,replace_relation,neo4j,30598.142,30605.712,30609.714,30610.304,True,30611.936,1,ok,False
1086,p53a_evt_001086,p53a_001086,1086,replace_relation,neo4j,30611.946,30618.515,30625.799,30626.244,True,30628.784,1,ok,False
1087,p53a_evt_001087,p53a_001087,1087,update_relation,neo4j,30628.794,30639.148,30643.249,30643.697,True,30645.369,1,ok,False
1088,p53a_evt_001088,p53a_001088,1088,insert_memory,neo4j,30645.378,30652.216,30658.794,30659.268,True,30660.665,1,ok,False
1089,p53a_evt_001089,p53a_001089,1089,insert_memory,neo4j,30660.674,30666.13,30672.633,30673.064,True,30674.889,1,ok,False
1090,p53a_evt_001090,p53a_001090,1090,insert_memory,neo4j,30674.899,30688.081,30693.974,30694.428,True,30697.243,1,ok,False
1091,p53a_evt_001091,p53a_001091,1091,update_relation,neo4j,30697.254,30704.976,30709.902,30710.296,True,30711.794,1,ok,False
1092,p53a_evt_001092,p53a_001092,1092,insert_memory,neo4j,30711.803,30718.467,30724.604,30725.033,True,30728.825,1,ok,False
1093,p53a_evt_001093,p53a_001093,1093,update_relation,neo4j,30728.834,30738.263,30744.252,30744.643,True,30747.338,1,ok,False
1094,p53a_evt_001094,p53a_001094,1094,update_relation,neo4j,30747.348,30755.093,30762.32,30762.793,True,30764.825,1,ok,False
1095,p53a_evt_001095,p53a_001095,1095,update_relation,neo4j,30764.836,30773.313,30780.133,30780.561,True,30783.246,1,ok,False
1096,p53a_evt_001096,p53a_001096,1096,update_relation,neo4j,30783.256,30794.897,30808.553,30809.012,True,30811.548,1,ok,False
1097,p53a_evt_001097,p53a_001097,1097,update_relation,neo4j,30811.559,30818.992,30825.965,30826.408,True,30828.792,1,ok,False
1098,p53a_evt_001098,p53a_001098,1098,update_relation,neo4j,30828.802,30836.102,30840.795,30841.534,True,30843.234,1,ok,False
1099,p53a_evt_001099,p53a_001099,1099,insert_memory,neo4j,30843.244,30850.239,30854.703,30855.158,True,30856.546,1,ok,False
1100,p53a_evt_001100,p53a_001100,1100,insert_memory,neo4j,30856.556,30863.338,30867.724,30868.22,True,30869.669,1,ok,False
1101,p53a_evt_001101,p53a_001101,1101,insert_memory,neo4j,30869.687,30876.926,30881.548,30881.976,True,30883.591,1,ok,False
1102,p53a_evt_001102,p53a_001102,1102,insert_memory,neo4j,30883.599,30889.334,30895.175,30895.606,True,30897.213,1,ok,False
1103,p53a_evt_001103,p53a_001103,1103,insert_memory,neo4j,30897.223,30903.812,30907.769,30908.182,True,30909.502,1,ok,False
1104,p53a_evt_001104,p53a_001104,1104,update_relation,neo4j,30909.511,30916.272,30919.994,30920.41,True,30921.668,1,ok,False
1105,p53a_evt_001105,p53a_001105,1105,insert_memory,neo4j,30921.677,30929.212,30933.445,30933.873,True,30935.516,1,ok,False
1106,p53a_evt_001106,p53a_001106,1106,update_relation,neo4j,30935.525,30941.718,30948.488,30948.908,True,30950.573,1,ok,False
1107,p53a_evt_001107,p53a_001107,1107,insert_memory,neo4j,30950.581,30959.485,30964.923,30965.378,True,30967.333,1,ok,False
1108,p53a_evt_001108,p53a_001108,1108,update_relation,neo4j,30967.341,30975.464,30981.448,30981.913,True,30983.607,1,ok,False
1109,p53a_evt_001109,p53a_001109,1109,update_relation,neo4j,30983.616,30990.992,30994.663,30995.137,True,30996.898,1,ok,False
1110,p53a_evt_001110,p53a_001110,1110,update_relation,neo4j,30996.909,31003.197,31008.926,31009.361,True,31010.959,1,ok,False
1111,p53a_evt_001111,p53a_001111,1111,update_relation,neo4j,31010.968,31025.744,31032.394,31032.792,True,31035.061,1,ok,False
1112,p53a_evt_001112,p53a_001112,1112,update_relation,neo4j,31035.069,31041.684,31048.184,31048.607,True,31051.147,1,ok,False
1113,p53a_evt_001113,p53a_001113,1113,insert_memory,neo4j,31051.157,31058.797,31064.606,31065.03,True,31067.195,1,ok,False
1114,p53a_evt_001114,p53a_001114,1114,insert_memory,neo4j,31067.204,31076.383,31081.566,31082.049,True,31083.593,1,ok,False
1115,p53a_evt_001115,p53a_001115,1115,insert_memory,neo4j,31083.603,31091.572,31096.52,31097.008,True,31099.912,1,ok,False
1116,p53a_evt_001116,p53a_001116,1116,insert_memory,neo4j,31099.922,31106.865,31111.659,31112.106,True,31114.378,1,ok,False
1117,p53a_evt_001117,p53a_001117,1117,insert_memory,neo4j,31114.387,31123.575,31128.392,31128.793,True,31130.598,1,ok,False
1118,p53a_evt_001118,p53a_001118,1118,replace_relation,neo4j,31130.607,31136.655,31142.214,31142.695,True,31145.152,1,ok,False
1119,p53a_evt_001119,p53a_001119,1119,insert_memory,neo4j,31145.161,31152.836,31156.985,31157.452,True,31159.945,1,ok,False
1120,p53a_evt_001120,p53a_001120,1120,insert_memory,neo4j,31159.954,31167.272,31175.787,31176.297,True,31179.108,1,ok,False
1121,p53a_evt_001121,p53a_001121,1121,insert_memory,neo4j,31179.12,31190.969,31199.59,31200.02,True,31202.216,1,ok,False
1122,p53a_evt_001122,p53a_001122,1122,insert_memory,neo4j,31202.225,31208.463,31212.96,31213.44,True,31215.347,1,ok,False
1123,p53a_evt_001123,p53a_001123,1123,replace_relation,neo4j,31215.356,31221.127,31224.79,31225.196,True,31226.808,1,ok,False
1124,p53a_evt_001124,p53a_001124,1124,insert_memory,neo4j,31226.817,31234.459,31238.258,31238.676,True,31240.353,1,ok,False
1125,p53a_evt_001125,p53a_001125,1125,insert_memory,neo4j,31240.362,31245.047,31248.737,31249.138,True,31250.607,1,ok,False
1126,p53a_evt_001126,p53a_001126,1126,insert_memory,neo4j,31250.615,31256.197,31259.351,31259.752,True,31261.506,1,ok,False
1127,p53a_evt_001127,p53a_001127,1127,insert_memory,neo4j,31261.515,31267.227,31271.105,31271.513,True,31272.684,1,ok,False
1128,p53a_evt_001128,p53a_001128,1128,insert_memory,neo4j,31272.692,31279.073,31286.015,31286.456,True,31288.651,1,ok,False
1129,p53a_evt_001129,p53a_001129,1129,update_relation,neo4j,31288.659,31297.609,31303.03,31303.471,True,31306.501,1,ok,False
1130,p53a_evt_001130,p53a_001130,1130,update_relation,neo4j,31306.512,31315.148,31319.472,31319.924,True,31321.517,1,ok,False
1131,p53a_evt_001131,p53a_001131,1131,insert_memory,neo4j,31321.526,31331.361,31335.882,31336.329,True,31342.075,1,ok,False
1132,p53a_evt_001132,p53a_001132,1132,insert_memory,neo4j,31342.086,31350.341,31358.676,31359.074,True,31361.828,1,ok,False
1133,p53a_evt_001133,p53a_001133,1133,insert_memory,neo4j,31361.838,31373.57,31377.706,31378.097,True,31381.578,1,ok,False
1134,p53a_evt_001134,p53a_001134,1134,insert_memory,neo4j,31381.587,31392.599,31398.013,31398.504,True,31400.632,1,ok,False
1135,p53a_evt_001135,p53a_001135,1135,insert_memory,neo4j,31400.641,31406.114,31409.572,31410.002,True,31412.06,1,ok,False
1136,p53a_evt_001136,p53a_001136,1136,insert_memory,neo4j,31412.069,31420.37,31425.127,31425.637,True,31427.993,1,ok,False
1137,p53a_evt_001137,p53a_001137,1137,insert_memory,neo4j,31428.004,31435.94,31441.134,31441.57,True,31443.488,1,ok,False
1138,p53a_evt_001138,p53a_001138,1138,insert_memory,neo4j,31443.498,31452.201,31455.899,31456.288,True,31457.576,1,ok,False
1139,p53a_evt_001139,p53a_001139,1139,insert_memory,neo4j,31457.585,31467.802,31479.678,31480.134,True,31482.955,1,ok,False
1140,p53a_evt_001140,p53a_001140,1140,insert_memory,neo4j,31482.964,31493.588,31507.803,31508.276,True,31510.195,1,ok,False
1141,p53a_evt_001141,p53a_001141,1141,update_relation,neo4j,31510.204,31526.002,31535.664,31536.065,True,31539.85,1,ok,False
1142,p53a_evt_001142,p53a_001142,1142,replace_relation,neo4j,31539.859,31550.474,31555.159,31555.603,True,31557.278,1,ok,False
1143,p53a_evt_001143,p53a_001143,1143,replace_relation,neo4j,31557.288,31566.32,31570.318,31570.735,True,31572.235,1,ok,False
1144,p53a_evt_001144,p53a_001144,1144,insert_memory,neo4j,31572.243,31579.957,31584.018,31584.444,True,31585.755,1,ok,False
1145,p53a_evt_001145,p53a_001145,1145,insert_memory,neo4j,31585.763,31592.381,31596.568,31597.003,True,31598.534,1,ok,False
1146,p53a_evt_001146,p53a_001146,1146,insert_memory,neo4j,31598.543,31606.798,31611.895,31612.378,True,31614.488,1,ok,False
1147,p53a_evt_001147,p53a_001147,1147,insert_memory,neo4j,31614.499,31623.884,31631.151,31631.628,True,31635.802,1,ok,False
1148,p53a_evt_001148,p53a_001148,1148,replace_relation,neo4j,31635.812,31642.132,31648.891,31649.349,True,31651.439,1,ok,False
1149,p53a_evt_001149,p53a_001149,1149,insert_memory,neo4j,31651.449,31658.579,31663.32,31663.741,True,31665.266,1,ok,False
1150,p53a_evt_001150,p53a_001150,1150,insert_memory,neo4j,31665.276,31674.91,31680.543,31681.035,True,31682.759,1,ok,False
1151,p53a_evt_001151,p53a_001151,1151,insert_memory,neo4j,31682.77,31688.244,31692.472,31692.956,True,31694.453,1,ok,False
1152,p53a_evt_001152,p53a_001152,1152,replace_relation,neo4j,31694.462,31701.793,31707.149,31707.605,True,31709.946,1,ok,False
1153,p53a_evt_001153,p53a_001153,1153,replace_relation,neo4j,31709.955,31715.183,31719.502,31719.933,True,31721.755,1,ok,False
