query_id,category,split,legacy_gold_memory_ids,canonical_gold_memory_ids,legacy_gold_count,canonical_gold_count,changed,status
conv-43_qa_42,1,test,conv-43_session_10_D10:4;conv-43_session_15_D15:30;conv-43_session_15_D15:31;conv-43_session_15_D15:32,conv-43_session_10_D10:4;conv-43_session_15_D15:30;conv-43_session_15_D15:31;conv-43_session_15_D15:32,4,4,False,mapped
conv-43_qa_43,1,test,conv-43_session_12_D12:20;conv-43_session_16_D16:12,conv-43_session_12_D12:20;conv-43_session_16_D16:12,2,2,False,mapped
conv-43_qa_44,2,test,conv-43_session_16_D16:14,conv-43_session_16_D16:14,1,1,False,mapped
conv-43_qa_45,2,test,conv-43_session_18_D18:1,conv-43_session_18_D18:1,1,1,False,mapped
conv-43_qa_46,2,test,conv-43_session_18_D18:1,conv-43_session_18_D18:1,1,1,False,mapped
conv-43_qa_47,2,test,conv-43_session_12_D12:2,conv-43_session_12_D12:2,1,1,False,mapped
conv-43_qa_48,1,test,conv-43_session_18_D18:2,conv-43_session_18_D18:2,1,1,False,mapped
conv-43_qa_49,1,test,conv-43_session_18_D18:2;conv-43_session_19_D19:6,conv-43_session_18_D18:2;conv-43_session_19_D19:6,2,2,False,mapped
conv-43_qa_50,1,test,conv-43_session_19_D19:20;conv-43_session_18_D18:2,conv-43_session_19_D19:20;conv-43_session_18_D18:2,2,2,False,mapped
conv-43_qa_51,3,test,conv-43_session_20_D20:2,conv-43_session_20_D20:2,1,1,False,mapped
conv-43_qa_52,1,test,conv-43_session_8_D8:5;conv-43_session_20_D20:2,conv-43_session_8_D8:5;conv-43_session_20_D20:2,2,2,False,mapped
conv-43_qa_53,3,test,conv-43_session_8_D8:5;conv-43_session_20_D20:2,conv-43_session_8_D8:5;conv-43_session_20_D20:2,2,2,False,mapped
conv-43_qa_54,2,test,conv-43_session_20_D20:40,conv-43_session_20_D20:40,1,1,False,mapped
conv-43_qa_55,2,test,conv-43_session_1_D1:3;conv-43_session_21_D21:4,conv-43_session_1_D1:3;conv-43_session_21_D21:4,2,2,False,mapped
conv-43_qa_56,2,test,conv-43_session_21_D21:13,conv-43_session_21_D21:13,1,1,False,mapped
conv-43_qa_57,1,test,conv-43_session_8_D8:12;conv-43_session_21_D21:11,conv-43_session_8_D8:12;conv-43_session_21_D21:11,2,2,False,mapped
conv-43_qa_58,2,test,conv-43_session_4_D4:8;conv-43_session_22_D22:2,conv-43_session_4_D4:8;conv-43_session_22_D22:2,2,2,False,mapped
conv-43_qa_59,1,test,conv-43_session_3_D3:1;conv-43_session_23_D23:2,conv-43_session_3_D3:1;conv-43_session_23_D23:2,2,2,False,mapped
conv-43_qa_60,2,test,conv-43_session_23_D23:2,conv-43_session_23_D23:2,1,1,False,mapped
conv-43_qa_61,1,test,conv-43_session_4_D4:10;conv-43_session_11_D11:26;conv-43_session_17_D17:9;conv-43_session_19_D19:16;conv-43_session_19_D19:20;conv-43_session_22_D22:12,conv-43_session_4_D4:10;conv-43_session_11_D11:26;conv-43_session_17_D17:9;conv-43_session_19_D19:16;conv-43_session_19_D19:20;conv-43_session_22_D22:12,6,6,False,mapped
conv-43_qa_62,1,test,conv-43_session_14_D14:3;conv-43_session_26_D26:1,conv-43_session_14_D14:3;conv-43_session_26_D26:1,2,2,False,mapped
conv-43_qa_63,2,test,conv-43_session_26_D26:23,conv-43_session_26_D26:23,1,1,False,mapped
conv-43_qa_64,2,test,conv-43_session_27_D27:2,conv-43_session_27_D27:2,1,1,False,mapped
conv-43_qa_65,1,test,conv-43_session_8_D8:16;conv-43_session_8_D8:18;conv-43_session_26_D26:28;conv-43_session_26_D26:32;conv-43_session_27_D27:21,conv-43_session_8_D8:16;conv-43_session_8_D8:18;conv-43_session_26_D26:28;conv-43_session_26_D26:32;conv-43_session_27_D27:21,5,5,False,mapped
conv-43_qa_66,3,test,conv-43_session_27_D27:19;conv-43_session_27_D27:21,conv-43_session_27_D27:19;conv-43_session_27_D27:21,2,2,False,mapped
conv-43_qa_67,3,test,conv-43_session_4_D4:1;conv-43_session_6_D6:6;conv-43_session_15_D15:3;conv-43_session_27_D27:37,conv-43_session_4_D4:1;conv-43_session_6_D6:6;conv-43_session_15_D15:3;conv-43_session_27_D27:37,4,4,False,mapped
conv-43_qa_68,2,test,conv-43_session_28_D28:1,conv-43_session_28_D28:1,1,1,False,mapped
conv-43_qa_69,2,test,conv-43_session_28_D28:1,conv-43_session_28_D28:1,1,1,False,mapped
conv-43_qa_70,3,test,conv-43_session_1_D1:18;conv-43_session_27_D27:21;conv-43_session_28_D28:1,conv-43_session_1_D1:18;conv-43_session_27_D27:21;conv-43_session_28_D28:1,3,3,False,mapped
conv-43_qa_71,4,test,conv-43_session_1_D1:5,conv-43_session_1_D1:5,1,1,False,mapped
conv-43_qa_72,4,test,conv-43_session_1_D1:7,conv-43_session_1_D1:7,1,1,False,mapped
conv-43_qa_73,4,test,conv-43_session_1_D1:11,conv-43_session_1_D1:11,1,1,False,mapped
conv-43_qa_74,4,test,conv-43_session_1_D1:16,conv-43_session_1_D1:16,1,1,False,mapped
conv-43_qa_75,4,test,conv-43_session_2_D2:1,conv-43_session_2_D2:1,1,1,False,mapped
conv-43_qa_76,4,test,conv-43_session_2_D2:9,conv-43_session_2_D2:9,1,1,False,mapped
conv-43_qa_77,4,test,conv-43_session_3_D3:1,conv-43_session_3_D3:1,1,1,False,mapped
conv-43_qa_78,4,test,conv-43_session_3_D3:5,conv-43_session_3_D3:5,1,1,False,mapped
conv-43_qa_79,4,test,conv-43_session_3_D3:13,conv-43_session_3_D3:13,1,1,False,mapped
conv-43_qa_80,4,test,conv-43_session_3_D3:19,conv-43_session_3_D3:19,1,1,False,mapped
conv-43_qa_81,4,test,conv-43_session_3_D3:27,conv-43_session_3_D3:27,1,1,False,mapped
conv-43_qa_82,4,test,conv-43_session_3_D3:29,conv-43_session_3_D3:29,1,1,False,mapped
conv-43_qa_83,4,test,conv-43_session_4_D4:5,conv-43_session_4_D4:5,1,1,False,mapped
conv-43_qa_84,4,test,conv-43_session_4_D4:7,conv-43_session_4_D4:7,1,1,False,mapped
conv-43_qa_85,4,test,conv-43_session_4_D4:8,conv-43_session_4_D4:8,1,1,False,mapped
conv-43_qa_86,4,test,conv-43_session_5_D5:1,conv-43_session_5_D5:1,1,1,False,mapped
conv-43_qa_87,4,test,conv-43_session_5_D5:6,conv-43_session_5_D5:6,1,1,False,mapped
conv-43_qa_88,4,test,conv-43_session_6_D6:13,conv-43_session_6_D6:13,1,1,False,mapped
conv-43_qa_89,4,test,conv-43_session_6_D6:15,conv-43_session_6_D6:15,1,1,False,mapped
conv-43_qa_90,4,test,conv-43_session_6_D6:17,conv-43_session_6_D6:17,1,1,False,mapped
conv-43_qa_91,4,test,conv-43_session_7_D7:1,conv-43_session_7_D7:1,1,1,False,mapped
conv-43_qa_92,4,test,conv-43_session_7_D7:7,conv-43_session_7_D7:7,1,1,False,mapped
conv-43_qa_93,4,test,conv-43_session_7_D7:9,conv-43_session_7_D7:9,1,1,False,mapped
conv-43_qa_94,4,test,conv-43_session_7_D7:6,conv-43_session_7_D7:6,1,1,False,mapped
conv-43_qa_95,4,test,conv-43_session_8_D8:12,conv-43_session_8_D8:12,1,1,False,mapped
conv-43_qa_96,4,test,conv-43_session_8_D8:14;conv-43_session_8_D8:16,conv-43_session_8_D8:14;conv-43_session_8_D8:16,2,2,False,mapped
conv-43_qa_97,4,test,conv-43_session_8_D8:16,conv-43_session_8_D8:16,1,1,False,mapped
conv-43_qa_98,4,test,conv-43_session_8_D8:24,conv-43_session_8_D8:24,1,1,False,mapped
conv-43_qa_99,4,test,conv-43_session_8_D8:22,conv-43_session_8_D8:22,1,1,False,mapped
conv-43_qa_100,4,test,conv-43_session_9_D9:4,conv-43_session_9_D9:4,1,1,False,mapped
conv-43_qa_101,4,test,conv-43_session_9_D9:8,conv-43_session_9_D9:8,1,1,False,mapped
conv-43_qa_102,4,test,conv-43_session_9_D9:10,conv-43_session_9_D9:10,1,1,False,mapped
conv-43_qa_103,4,test,conv-43_session_10_D10:4;conv-43_session_10_D10:8,conv-43_session_10_D10:4;conv-43_session_10_D10:8,2,2,False,mapped
conv-43_qa_104,4,test,conv-43_session_10_D10:8,conv-43_session_10_D10:8,1,1,False,mapped
conv-43_qa_105,4,test,conv-43_session_10_D10:11,conv-43_session_10_D10:11,1,1,False,mapped
conv-43_qa_106,4,test,conv-43_session_11_D11:7,conv-43_session_11_D11:7,1,1,False,mapped
conv-43_qa_107,4,test,conv-43_session_11_D11:10,conv-43_session_11_D11:10,1,1,False,mapped
conv-43_qa_108,4,test,conv-43_session_11_D11:19,conv-43_session_11_D11:19,1,1,False,mapped
conv-43_qa_109,4,test,conv-43_session_11_D11:22,conv-43_session_11_D11:22,1,1,False,mapped
conv-43_qa_110,4,test,conv-43_session_11_D11:24,conv-43_session_11_D11:24,1,1,False,mapped
conv-43_qa_111,4,test,conv-43_session_12_D12:4,conv-43_session_12_D12:4,1,1,False,mapped
conv-43_qa_112,4,test,conv-43_session_12_D12:10,conv-43_session_12_D12:10,1,1,False,mapped
conv-43_qa_113,4,test,conv-43_session_12_D12:21,conv-43_session_12_D12:21,1,1,False,mapped
conv-43_qa_114,4,test,conv-43_session_13_D13:1,conv-43_session_13_D13:1,1,1,False,mapped
conv-43_qa_115,4,test,conv-43_session_13_D13:4,conv-43_session_13_D13:4,1,1,False,mapped
conv-43_qa_116,4,test,conv-43_session_13_D13:6,conv-43_session_13_D13:6,1,1,False,mapped
conv-43_qa_117,4,test,conv-43_session_13_D13:6,conv-43_session_13_D13:6,1,1,False,mapped
conv-43_qa_118,4,test,conv-43_session_13_D13:8,conv-43_session_13_D13:8,1,1,False,mapped
conv-43_qa_119,4,test,conv-43_session_14_D14:16,conv-43_session_14_D14:16,1,1,False,mapped
conv-43_qa_120,4,test,conv-43_session_14_D14:11,conv-43_session_14_D14:11,1,1,False,mapped
conv-43_qa_121,4,test,conv-43_session_14_D14:7,conv-43_session_14_D14:7,1,1,False,mapped
conv-43_qa_122,4,test,conv-43_session_14_D14:5,conv-43_session_14_D14:5,1,1,False,mapped
conv-43_qa_123,4,test,conv-43_session_15_D15:3,conv-43_session_15_D15:3,1,1,False,mapped
conv-43_qa_124,4,test,conv-43_session_15_D15:7,conv-43_session_15_D15:7,1,1,False,mapped
conv-43_qa_125,4,test,conv-43_session_15_D15:11,conv-43_session_15_D15:11,1,1,False,mapped
conv-43_qa_126,4,test,conv-43_session_15_D15:14,conv-43_session_15_D15:14,1,1,False,mapped
conv-43_qa_127,4,test,conv-43_session_15_D15:30,conv-43_session_15_D15:30,1,1,False,mapped
conv-43_qa_128,4,test,conv-43_session_15_D15:32;conv-43_session_15_D15:33,conv-43_session_15_D15:32;conv-43_session_15_D15:33,2,2,False,mapped
conv-43_qa_129,4,test,conv-43_session_15_D15:34,conv-43_session_15_D15:34,1,1,False,mapped
conv-43_qa_130,4,test,conv-43_session_16_D16:1,conv-43_session_16_D16:1,1,1,False,mapped
conv-43_qa_131,4,test,conv-43_session_16_D16:7,conv-43_session_16_D16:7,1,1,False,mapped
conv-43_qa_132,4,test,conv-43_session_16_D16:9;conv-43_session_16_D16:10,conv-43_session_16_D16:9;conv-43_session_16_D16:10,2,2,False,mapped
conv-43_qa_133,4,test,conv-43_session_17_D17:3,conv-43_session_17_D17:3,1,1,False,mapped
conv-43_qa_134,4,test,conv-43_session_17_D17:10,conv-43_session_17_D17:10,1,1,False,mapped
conv-43_qa_135,4,test,conv-43_session_18_D18:6,conv-43_session_18_D18:6,1,1,False,mapped
conv-43_qa_136,4,test,conv-43_session_18_D18:10,conv-43_session_18_D18:10,1,1,False,mapped
conv-43_qa_137,4,test,conv-43_session_19_D19:3,conv-43_session_19_D19:3,1,1,False,mapped
conv-43_qa_138,4,test,conv-43_session_19_D19:6,conv-43_session_19_D19:6,1,1,False,mapped
conv-43_qa_139,4,test,conv-43_session_19_D19:9,conv-43_session_19_D19:9,1,1,False,mapped
conv-43_qa_140,4,test,conv-43_session_19_D19:10,conv-43_session_19_D19:10,1,1,False,mapped
conv-43_qa_141,4,test,conv-43_session_19_D19:20,conv-43_session_19_D19:20,1,1,False,mapped
conv-43_qa_142,4,test,conv-43_session_19_D19:20,conv-43_session_19_D19:20,1,1,False,mapped
conv-43_qa_143,4,test,conv-43_session_20_D20:2,conv-43_session_20_D20:2,1,1,False,mapped
conv-43_qa_144,4,test,conv-43_session_20_D20:10,conv-43_session_20_D20:10,1,1,False,mapped
conv-43_qa_145,4,test,conv-43_session_20_D20:28,conv-43_session_20_D20:28,1,1,False,mapped
conv-43_qa_146,4,test,conv-43_session_21_D21:9,conv-43_session_21_D21:9,1,1,False,mapped
conv-43_qa_147,4,test,conv-43_session_21_D21:11,conv-43_session_21_D21:11,1,1,False,mapped
conv-43_qa_148,4,test,conv-43_session_21_D21:13,conv-43_session_21_D21:13,1,1,False,mapped
conv-43_qa_149,4,test,conv-43_session_22_D22:13,conv-43_session_22_D22:13,1,1,False,mapped
conv-43_qa_150,4,test,conv-43_session_22_D22:13,conv-43_session_22_D22:13,1,1,False,mapped
conv-43_qa_151,4,test,conv-43_session_23_D23:1;conv-43_session_23_D23:2;conv-43_session_23_D23:3,conv-43_session_23_D23:1;conv-43_session_23_D23:2;conv-43_session_23_D23:3,3,3,False,mapped
conv-43_qa_152,4,test,conv-43_session_23_D23:3,conv-43_session_23_D23:3,1,1,False,mapped
conv-43_qa_153,4,test,conv-43_session_23_D23:9,conv-43_session_23_D23:9,1,1,False,mapped
conv-43_qa_154,4,test,conv-43_session_23_D23:5,conv-43_session_23_D23:5,1,1,False,mapped
conv-43_qa_155,4,test,conv-43_session_24_D24:16,conv-43_session_24_D24:16,1,1,False,mapped
conv-43_qa_156,4,test,conv-43_session_25_D25:2,conv-43_session_25_D25:2,1,1,False,mapped
conv-43_qa_157,4,test,conv-43_session_25_D25:4,conv-43_session_25_D25:4,1,1,False,mapped
conv-43_qa_158,4,test,conv-43_session_25_D25:14,conv-43_session_25_D25:14,1,1,False,mapped
conv-43_qa_159,4,test,conv-43_session_26_D26:1,conv-43_session_26_D26:1,1,1,False,mapped
conv-43_qa_160,4,test,conv-43_session_26_D26:12,conv-43_session_26_D26:12,1,1,False,mapped
conv-43_qa_161,4,test,conv-43_session_26_D26:21,conv-43_session_26_D26:21,1,1,False,mapped
conv-43_qa_162,4,test,conv-43_session_26_D26:36,conv-43_session_26_D26:36,1,1,False,mapped
conv-43_qa_163,4,test,conv-43_session_27_D27:5,conv-43_session_27_D27:5,1,1,False,mapped
conv-43_qa_164,4,test,conv-43_session_27_D27:6,conv-43_session_27_D27:6,1,1,False,mapped
conv-43_qa_165,4,test,conv-43_session_27_D27:4,conv-43_session_27_D27:4,1,1,False,mapped
conv-43_qa_166,4,test,conv-43_session_27_D27:19,conv-43_session_27_D27:19,1,1,False,mapped
conv-43_qa_167,4,test,conv-43_session_27_D27:24,conv-43_session_27_D27:24,1,1,False,mapped
conv-43_qa_168,4,test,conv-43_session_27_D27:30,conv-43_session_27_D27:30,1,1,False,mapped
conv-43_qa_169,4,test,conv-43_session_27_D27:28,conv-43_session_27_D27:28,1,1,False,mapped
conv-43_qa_170,4,test,conv-43_session_27_D27:28,conv-43_session_27_D27:28,1,1,False,mapped
conv-43_qa_171,4,test,conv-43_session_27_D27:33,conv-43_session_27_D27:33,1,1,False,mapped
conv-43_qa_172,4,test,conv-43_session_28_D28:1,conv-43_session_28_D28:1,1,1,False,mapped
conv-43_qa_173,4,test,conv-43_session_28_D28:3,conv-43_session_28_D28:3,1,1,False,mapped
conv-43_qa_174,4,test,conv-43_session_28_D28:10,conv-43_session_28_D28:10,1,1,False,mapped
conv-43_qa_175,4,test,conv-43_session_29_D29:4,conv-43_session_29_D29:4,1,1,False,mapped
conv-43_qa_176,4,test,conv-43_session_29_D29:6,conv-43_session_29_D29:6,1,1,False,mapped
conv-43_qa_177,4,test,conv-43_session_29_D29:12,conv-43_session_29_D29:12,1,1,False,mapped
conv-44_qa_0,2,test,conv-44_session_1_D1:7,conv-44_session_1_D1:7,1,1,False,mapped
conv-44_qa_1,2,test,conv-44_session_1_D1:2,conv-44_session_1_D1:2,1,1,False,mapped
conv-44_qa_2,1,test,conv-44_session_13_D13:1;conv-44_session_23_D23:1;conv-44_session_25_D25:1;conv-44_session_19_D19:15,conv-44_session_13_D13:1;conv-44_session_23_D23:1;conv-44_session_25_D25:1;conv-44_session_19_D19:15,4,4,False,mapped
conv-44_qa_3,1,test,conv-44_session_3_D3:1;conv-44_session_3_D3:11;conv-44_session_4_D4:2;conv-44_session_6_D6:1;conv-44_session_13_D13:1;conv-44_session_23_D23:3;conv-44_session_25_D25:1;conv-44_session_27_D27:1,conv-44_session_3_D3:1;conv-44_session_3_D3:11;conv-44_session_4_D4:2;conv-44_session_6_D6:1;conv-44_session_13_D13:1;conv-44_session_23_D23:3;conv-44_session_25_D25:1;conv-44_session_27_D27:1,8,8,False,mapped
conv-44_qa_4,2,test,conv-44_session_3_D3:18,conv-44_session_3_D3:18,1,1,False,mapped
conv-44_qa_5,2,test,conv-44_session_4_D4:1,conv-44_session_4_D4:1,1,1,False,mapped
conv-44_qa_6,2,test,conv-44_session_2_D2:1,conv-44_session_2_D2:1,1,1,False,mapped
conv-44_qa_7,2,test,conv-44_session_2_D2:1;conv-44_session_1_D1:7,conv-44_session_2_D2:1;conv-44_session_1_D1:7,2,2,False,mapped
conv-44_qa_8,2,test,conv-44_session_2_D2:8,conv-44_session_2_D2:8,1,1,False,mapped
conv-44_qa_9,1,test,conv-44_session_6_D6:2;conv-44_session_10_D10:1;conv-44_session_14_D14:2;conv-44_session_16_D16:6;conv-44_session_27_D27:2,conv-44_session_6_D6:2;conv-44_session_10_D10:1;conv-44_session_14_D14:2;conv-44_session_16_D16:6;conv-44_session_27_D27:2,5,5,False,mapped
conv-44_qa_10,2,test,conv-44_session_6_D6:2,conv-44_session_6_D6:2,1,1,False,mapped
conv-44_qa_11,2,test,conv-44_session_8_D8:1,conv-44_session_8_D8:1,1,1,False,mapped
conv-44_qa_12,1,test,conv-44_session_8_D8:1;conv-44_session_17_D17:1;conv-44_session_14_D14:1,conv-44_session_8_D8:1;conv-44_session_17_D17:1;conv-44_session_14_D14:1,3,3,False,mapped
conv-44_qa_13,2,test,conv-44_session_9_D9:1,conv-44_session_9_D9:1,1,1,False,mapped
conv-44_qa_14,1,test,conv-44_session_3_D3:7;conv-44_session_9_D9:20,conv-44_session_3_D3:7;conv-44_session_9_D9:20,2,2,False,mapped
conv-44_qa_15,1,test,conv-44_session_7_D7:8;conv-44_session_10_D10:5,conv-44_session_7_D7:8;conv-44_session_10_D10:5,2,2,False,mapped
conv-44_qa_16,2,test,conv-44_session_11_D11:7,conv-44_session_11_D11:7,1,1,False,mapped
conv-44_qa_17,1,test,conv-44_session_11_D11:7;conv-44_session_24_D24:13;conv-44_session_26_D26:20,conv-44_session_11_D11:7;conv-44_session_24_D24:13;conv-44_session_26_D26:20,3,3,False,mapped
conv-44_qa_18,1,test,conv-44_session_11_D11:4;conv-44_session_2_D2:1,conv-44_session_11_D11:4;conv-44_session_2_D2:1,2,2,False,mapped
conv-44_qa_19,3,test,conv-44_session_10_D10:12;conv-44_session_12_D12:1,conv-44_session_10_D10:12;conv-44_session_12_D12:1,2,2,False,mapped
conv-44_qa_20,3,test,conv-44_session_10_D10:13;conv-44_session_10_D10:23,conv-44_session_10_D10:13;conv-44_session_10_D10:23,2,2,False,mapped
conv-44_qa_21,1,test,conv-44_session_6_D6:4;conv-44_session_10_D10:1;conv-44_session_14_D14:2,conv-44_session_6_D6:4;conv-44_session_10_D10:1;conv-44_session_14_D14:2,3,3,False,mapped
conv-44_qa_22,2,test,conv-44_session_14_D14:1,conv-44_session_14_D14:1,1,1,False,mapped
conv-44_qa_23,1,test,conv-44_session_2_D2:12;conv-44_session_5_D5:3;conv-44_session_5_D5:5;conv-44_session_5_D5:7,conv-44_session_2_D2:12;conv-44_session_5_D5:3;conv-44_session_5_D5:5;conv-44_session_5_D5:7,4,4,False,mapped
conv-44_qa_24,1,test,conv-44_session_2_D2:16;conv-44_session_13_D13:10,conv-44_session_2_D2:16;conv-44_session_13_D13:10,2,2,False,mapped
conv-44_qa_25,2,test,conv-44_session_17_D17:1,conv-44_session_17_D17:1,1,1,False,mapped
conv-44_qa_26,1,test,conv-44_session_12_D12:3;conv-44_session_16_D16:1;conv-44_session_18_D18:1;conv-44_session_10_D10:16,conv-44_session_12_D12:3;conv-44_session_16_D16:1;conv-44_session_18_D18:1;conv-44_session_10_D10:16,4,4,False,mapped
conv-44_qa_27,1,test,conv-44_session_12_D12:3;conv-44_session_16_D16:1;conv-44_session_18_D18:1;conv-44_session_10_D10:16,conv-44_session_12_D12:3;conv-44_session_16_D16:1;conv-44_session_18_D18:1;conv-44_session_10_D10:16,4,4,False,mapped
conv-44_qa_28,1,test,conv-44_session_4_D4:23;conv-44_session_4_D4:25;conv-44_session_19_D19:6,conv-44_session_4_D4:23;conv-44_session_4_D4:25;conv-44_session_19_D19:6,3,3,False,mapped
conv-44_qa_29,1,test,conv-44_session_1_D1:7;conv-44_session_2_D2:1;conv-44_session_19_D19:12,conv-44_session_1_D1:7;conv-44_session_2_D2:1;conv-44_session_19_D19:12,3,3,False,mapped
conv-44_qa_30,2,test,conv-44_session_20_D20:1,conv-44_session_20_D20:1,1,1,False,mapped
conv-44_qa_31,1,test,conv-44_session_14_D14:27;conv-44_session_24_D24:8,conv-44_session_14_D14:27;conv-44_session_24_D24:8,2,2,False,mapped
conv-44_qa_32,1,test,conv-44_session_3_D3:26;conv-44_session_15_D15:1;conv-44_session_23_D23:20,conv-44_session_3_D3:26;conv-44_session_15_D15:1;conv-44_session_23_D23:20,3,3,False,mapped
conv-44_qa_33,3,test,conv-44_session_12_D12:3;conv-44_session_18_D18:1;conv-44_session_21_D21:5,conv-44_session_12_D12:3;conv-44_session_18_D18:1;conv-44_session_21_D21:5,3,3,False,mapped
conv-44_qa_34,2,test,conv-44_session_12_D12:1;conv-44_session_24_D24:2,conv-44_session_12_D12:1;conv-44_session_24_D24:2,2,2,False,mapped
conv-44_qa_35,1,test,conv-44_session_12_D12:1;conv-44_session_24_D24:6;conv-44_session_28_D28:8,conv-44_session_12_D12:1;conv-44_session_24_D24:6;conv-44_session_28_D28:8,3,3,False,mapped
conv-44_qa_36,1,test,conv-44_session_3_D3:18;conv-44_session_10_D10:13;conv-44_session_10_D10:23;conv-44_session_25_D25:6,conv-44_session_3_D3:18;conv-44_session_10_D10:13;conv-44_session_10_D10:23;conv-44_session_25_D25:6,4,4,False,mapped
conv-44_qa_37,2,test,conv-44_session_25_D25:2,conv-44_session_25_D25:2,1,1,False,mapped
conv-44_qa_38,2,test,conv-44_session_25_D25:1,conv-44_session_25_D25:1,1,1,False,mapped
conv-44_qa_39,1,test,conv-44_session_2_D2:15;conv-44_session_23_D23:18,conv-44_session_2_D2:15;conv-44_session_23_D23:18,2,2,False,mapped
conv-44_qa_40,1,test,conv-44_session_4_D4:25;conv-44_session_14_D14:2;conv-44_session_23_D23:10,conv-44_session_4_D4:25;conv-44_session_14_D14:2;conv-44_session_23_D23:10,3,3,False,mapped
conv-44_qa_41,1,test,conv-44_session_19_D19:12;conv-44_session_26_D26:13,conv-44_session_19_D19:12;conv-44_session_26_D26:13,2,2,False,mapped
conv-44_qa_42,1,test,conv-44_session_6_D6:4;conv-44_session_26_D26:5,conv-44_session_6_D6:4;conv-44_session_26_D26:5,2,2,False,mapped
conv-44_qa_43,3,test,conv-44_session_11_D11:9,conv-44_session_11_D11:9,1,1,False,mapped
conv-44_qa_44,3,test,conv-44_session_5_D5:8;conv-44_session_11_D11:9,conv-44_session_5_D5:8;conv-44_session_11_D11:9,2,2,False,mapped
conv-44_qa_45,2,test,conv-44_session_12_D12:1;conv-44_session_24_D24:2;conv-44_session_28_D28:6,conv-44_session_12_D12:1;conv-44_session_24_D24:2;conv-44_session_28_D28:6,3,3,False,mapped
conv-44_qa_46,2,test,conv-44_session_12_D12:1;conv-44_session_24_D24:2,conv-44_session_12_D12:1;conv-44_session_24_D24:2,2,2,False,mapped
conv-44_qa_47,2,test,conv-44_session_24_D24:2;conv-44_session_28_D28:6,conv-44_session_24_D24:2;conv-44_session_28_D28:6,2,2,False,mapped
conv-44_qa_48,1,test,conv-44_session_15_D15:14;conv-44_session_28_D28:18,conv-44_session_15_D15:14;conv-44_session_28_D28:18,2,2,False,mapped
conv-44_qa_49,1,test,conv-44_session_15_D15:15;conv-44_session_23_D23:18,conv-44_session_15_D15:15;conv-44_session_23_D23:18,2,2,False,mapped
conv-44_qa_50,1,test,conv-44_session_16_D16:2;conv-44_session_17_D17:4,conv-44_session_16_D16:2;conv-44_session_17_D17:4,2,2,False,mapped
conv-44_qa_51,1,test,conv-44_session_1_D1:2;conv-44_session_9_D9:5;conv-44_session_18_D18:10;conv-44_session_24_D24:1,conv-44_session_1_D1:2;conv-44_session_9_D9:5;conv-44_session_18_D18:10;conv-44_session_24_D24:1,4,4,False,mapped
conv-44_qa_52,3,test,conv-44_session_20_D20:5;conv-44_session_20_D20:21;conv-44_session_23_D23:1;conv-44_session_1_D1:14,conv-44_session_20_D20:5;conv-44_session_20_D20:21;conv-44_session_23_D23:1;conv-44_session_1_D1:14,4,4,False,mapped
conv-44_qa_53,3,test,conv-44_session_2_D2:18;conv-44_session_3_D3:1;conv-44_session_5_D5:7;conv-44_session_8_D8:27,conv-44_session_2_D2:18;conv-44_session_3_D3:1;conv-44_session_5_D5:7;conv-44_session_8_D8:27,4,4,False,mapped
conv-44_qa_54,1,test,conv-44_session_4_D4:21;conv-44_session_10_D10:7;conv-44_session_13_D13:8;conv-44_session_23_D23:14;conv-44_session_27_D27:12,conv-44_session_4_D4:21;conv-44_session_10_D10:7;conv-44_session_13_D13:8;conv-44_session_23_D23:14;conv-44_session_27_D27:12,5,5,False,mapped
conv-44_qa_55,2,test,conv-44_session_28_D28:12,conv-44_session_28_D28:12,1,1,False,mapped
conv-44_qa_56,1,test,conv-44_session_5_D5:5;conv-44_session_28_D28:12,conv-44_session_5_D5:5;conv-44_session_28_D28:12,2,2,False,mapped
conv-44_qa_57,2,test,conv-44_session_28_D28:6,conv-44_session_28_D28:6,1,1,False,mapped
conv-44_qa_58,2,test,conv-44_session_25_D25:14,conv-44_session_25_D25:14,1,1,False,mapped
conv-44_qa_59,2,test,conv-44_session_12_D12:1,conv-44_session_12_D12:1,1,1,False,mapped
conv-44_qa_60,1,test,conv-44_session_12_D12:1;conv-44_session_24_D24:2;conv-44_session_28_D28:6,conv-44_session_12_D12:1;conv-44_session_24_D24:2;conv-44_session_28_D28:6,3,3,False,mapped
conv-44_qa_61,4,test,conv-44_session_1_D1:16,conv-44_session_1_D1:16,1,1,False,mapped
conv-44_qa_62,4,test,conv-44_session_2_D2:18,conv-44_session_2_D2:18,1,1,False,mapped
conv-44_qa_63,4,test,conv-44_session_3_D3:17,conv-44_session_3_D3:17,1,1,False,mapped
conv-44_qa_64,4,test,conv-44_session_3_D3:26,conv-44_session_3_D3:26,1,1,False,mapped
conv-44_qa_65,4,test,conv-44_session_4_D4:21,conv-44_session_4_D4:21,1,1,False,mapped
conv-44_qa_66,4,test,conv-44_session_5_D5:3,conv-44_session_5_D5:3,1,1,False,mapped
conv-44_qa_67,4,test,conv-44_session_5_D5:7,conv-44_session_5_D5:7,1,1,False,mapped
conv-44_qa_68,4,test,conv-44_session_6_D6:2,conv-44_session_6_D6:2,1,1,False,mapped
conv-44_qa_69,4,test,conv-44_session_6_D6:4,conv-44_session_6_D6:4,1,1,False,mapped
