sequence,update_id,memory_id,version,operation,backend,phase,event_generated_at,backend_committed_at,first_searchable_at,update_to_searchable_ms,queue_wait_ms,backend_commit_ms,visibility_probe_ms,status
5064,p53b_evt_005064,p53b_005064,5064,insert_memory,cassandra,baseline,50640.543,50660.606,50667.708,27.165,0,20.063,7.102,ok
5065,p53b_evt_005065,p53b_005065,5065,update_relation,cassandra,baseline,50650.85,50666.195,50671.971,21.122,0,15.345,5.777,ok
5066,p53b_evt_005066,p53b_005066,5066,update_relation,cassandra,baseline,50660.824,50675.42,50691.137,30.314,0,14.596,15.718,ok
5067,p53b_evt_005067,p53b_005067,5067,insert_memory,cassandra,baseline,50670.697,50684.133,50691.807,21.109,0,13.436,7.674,ok
5068,p53b_evt_005068,p53b_005068,5068,insert_memory,cassandra,baseline,50680.667,50695.699,50710.074,29.408,0,15.033,14.375,ok
5069,p53b_evt_005069,p53b_005069,5069,insert_memory,cassandra,baseline,50690.819,50709.685,50714.013,23.194,0,18.866,4.328,ok
5070,p53b_evt_005070,p53b_005070,5070,insert_memory,cassandra,baseline,50700.525,50722.172,50731.5,30.975,0,21.647,9.328,ok
5071,p53b_evt_005071,p53b_005071,5071,insert_memory,cassandra,baseline,50710.964,50742.034,50744.504,33.54,0,31.07,2.47,ok
5072,p53b_evt_005072,p53b_005072,5072,insert_memory,cassandra,baseline,50721.023,50742.913,50744.906,23.883,0,21.889,1.993,ok
5073,p53b_evt_005073,p53b_005073,5073,update_relation,cassandra,baseline,50730.567,50743.693,50746.098,15.53,0,13.125,2.405,ok
5074,p53b_evt_005074,p53b_005074,5074,update_relation,cassandra,baseline,50740.833,50747.146,50754.161,13.328,0,6.313,7.015,ok
5075,p53b_evt_005075,p53b_005075,5075,insert_memory,cassandra,baseline,50750.921,50771.886,50775.498,24.577,0,20.965,3.612,ok
5076,p53b_evt_005076,p53b_005076,5076,update_relation,cassandra,baseline,50760.798,50775.798,50781.948,21.149,0,15.0,6.15,ok
5077,p53b_evt_005077,p53b_005077,5077,replace_relation,cassandra,baseline,50770.726,50776.815,50783.453,12.727,0,6.089,6.638,ok
5078,p53b_evt_005078,p53b_005078,5078,replace_relation,cassandra,baseline,50780.586,50793.404,50800.443,19.857,0,12.818,7.039,ok
5079,p53b_evt_005079,p53b_005079,5079,insert_memory,cassandra,baseline,50790.499,50809.738,50815.481,24.982,0,19.239,5.743,ok
5080,p53b_evt_005080,p53b_005080,5080,insert_memory,cassandra,baseline,50801.237,50813.888,50818.215,16.978,0,12.651,4.327,ok
5081,p53b_evt_005081,p53b_005081,5081,insert_memory,cassandra,baseline,50810.578,50819.319,50831.006,20.429,0,8.741,11.688,ok
5082,p53b_evt_005082,p53b_005082,5082,update_relation,cassandra,baseline,50820.534,50842.881,50847.601,27.067,0,22.347,4.72,ok
5083,p53b_evt_005083,p53b_005083,5083,insert_memory,cassandra,baseline,50830.511,50847.329,50851.288,20.778,0,16.818,3.96,ok
5084,p53b_evt_005084,p53b_005084,5084,insert_memory,cassandra,baseline,50840.871,50851.185,50865.339,24.468,0,10.313,14.154,ok
5085,p53b_evt_005085,p53b_005085,5085,insert_memory,cassandra,baseline,50850.785,50867.969,50876.8,26.015,0,17.184,8.831,ok
5086,p53b_evt_005086,p53b_005086,5086,replace_relation,cassandra,baseline,50860.811,50876.05,50878.714,17.903,0,15.239,2.664,ok
5087,p53b_evt_005087,p53b_005087,5087,insert_memory,cassandra,baseline,50870.724,50886.018,50893.535,22.811,0,15.294,7.518,ok
5088,p53b_evt_005088,p53b_005088,5088,replace_relation,cassandra,baseline,50880.555,50894.866,50897.894,17.339,0,14.31,3.028,ok
5089,p53b_evt_005089,p53b_005089,5089,replace_relation,cassandra,baseline,50890.668,50896.133,50900.429,9.761,0,5.465,4.296,ok
5090,p53b_evt_005090,p53b_005090,5090,insert_memory,cassandra,baseline,50900.657,50918.241,50926.864,26.207,0,17.584,8.624,ok
5091,p53b_evt_005091,p53b_005091,5091,insert_memory,cassandra,baseline,50910.586,50927.595,50936.642,26.056,0,17.009,9.047,ok
5092,p53b_evt_005092,p53b_005092,5092,update_relation,cassandra,baseline,50920.581,50936.202,50941.329,20.748,0,15.621,5.127,ok
5093,p53b_evt_005093,p53b_005093,5093,insert_memory,cassandra,baseline,50930.571,50940.84,50943.407,12.836,0,10.268,2.567,ok
5094,p53b_evt_005094,p53b_005094,5094,insert_memory,cassandra,baseline,50940.92,50953.209,50957.639,16.719,0,12.289,4.43,ok
5095,p53b_evt_005095,p53b_005095,5095,insert_memory,cassandra,baseline,50950.627,50958.643,50970.164,19.538,0,8.016,11.521,ok
5096,p53b_evt_005096,p53b_005096,5096,update_relation,cassandra,baseline,50960.905,50978.188,50987.359,26.454,0,17.283,9.171,ok
5097,p53b_evt_005097,p53b_005097,5097,update_relation,cassandra,baseline,50970.672,50987.301,50989.747,19.075,0,16.629,2.446,ok
5098,p53b_evt_005098,p53b_005098,5098,update_relation,cassandra,baseline,50980.545,50989.546,50993.246,12.7,0,9.001,3.699,ok
5099,p53b_evt_005099,p53b_005099,5099,update_relation,cassandra,baseline,50990.473,51010.673,51021.04,30.566,0,20.199,10.367,ok
5100,p53b_evt_005100,p53b_005100,5100,update_relation,cassandra,baseline,51000.826,51022.174,51024.494,23.669,0,21.348,2.321,ok
5101,p53b_evt_005101,p53b_005101,5101,insert_memory,cassandra,baseline,51010.906,51023.349,51025.668,14.762,0,12.443,2.319,ok
5102,p53b_evt_005102,p53b_005102,5102,insert_memory,cassandra,baseline,51020.71,51025.371,51037.708,16.998,0,4.661,12.337,ok
5103,p53b_evt_005103,p53b_005103,5103,insert_memory,cassandra,baseline,51031.013,51043.35,51053.941,22.929,0,12.337,10.591,ok
5104,p53b_evt_005104,p53b_005104,5104,insert_memory,cassandra,baseline,51041.013,51059.871,51070.631,29.618,0,18.858,10.76,ok
5105,p53b_evt_005105,p53b_005105,5105,insert_memory,cassandra,baseline,51050.572,51070.407,51076.399,25.828,0,19.835,5.992,ok
5106,p53b_evt_005106,p53b_005106,5106,insert_memory,cassandra,baseline,51060.763,51089.635,51093.869,33.106,0,28.872,4.234,ok
5107,p53b_evt_005107,p53b_005107,5107,insert_memory,cassandra,baseline,51071.124,51092.592,51097.375,26.251,0,21.468,4.783,ok
5109,p53b_evt_005109,p53b_005109,5109,replace_relation,cassandra,baseline,51090.543,51097.465,51112.122,21.579,0,6.922,14.657,ok
5108,p53b_evt_005108,p53b_005108,5108,insert_memory,cassandra,baseline,51081.02,51094.084,51112.314,31.294,0,13.064,18.23,ok
5110,p53b_evt_005110,p53b_005110,5110,replace_relation,cassandra,baseline,51100.944,51124.872,51133.374,32.43,0,23.927,8.503,ok
5111,p53b_evt_005111,p53b_005111,5111,update_relation,cassandra,baseline,51110.868,51132.438,51135.267,24.4,0,21.571,2.829,ok
5112,p53b_evt_005112,p53b_005112,5112,insert_memory,cassandra,baseline,51120.616,51134.372,51136.478,15.863,0,13.756,2.107,ok
5113,p53b_evt_005113,p53b_005113,5113,insert_memory,cassandra,baseline,51130.96,51136.202,51145.122,14.162,0,5.241,8.92,ok
5114,p53b_evt_005114,p53b_005114,5114,update_relation,cassandra,baseline,51140.79,51149.858,51159.617,18.827,0,9.068,9.758,ok
5115,p53b_evt_005115,p53b_005115,5115,update_relation,cassandra,baseline,51151.275,51171.773,51173.467,22.192,0,20.498,1.694,ok
5117,p53b_evt_005117,p53b_005117,5117,insert_memory,cassandra,baseline,51171.028,51174.492,51185.376,14.349,0,3.465,10.884,ok
5116,p53b_evt_005116,p53b_005116,5116,insert_memory,cassandra,baseline,51160.535,51174.454,51185.419,24.884,0,13.918,10.965,ok
5118,p53b_evt_005118,p53b_005118,5118,insert_memory,cassandra,baseline,51180.425,51193.924,51203.651,23.227,0,13.499,9.728,ok
5119,p53b_evt_005119,p53b_005119,5119,insert_memory,cassandra,baseline,51190.693,51203.122,51206.656,15.964,0,12.429,3.535,ok
5120,p53b_evt_005120,p53b_005120,5120,insert_memory,cassandra,baseline,51200.631,51205.3,51207.641,7.01,0,4.669,2.341,ok
5121,p53b_evt_005121,p53b_005121,5121,update_relation,cassandra,baseline,51210.436,51227.983,51231.471,21.035,0,17.547,3.488,ok
5122,p53b_evt_005122,p53b_005122,5122,replace_relation,cassandra,baseline,51220.76,51231.223,51233.683,12.924,0,10.463,2.46,ok
5123,p53b_evt_005123,p53b_005123,5123,insert_memory,cassandra,baseline,51230.533,51234.789,51240.92,10.387,0,4.256,6.131,ok
5124,p53b_evt_005124,p53b_005124,5124,update_relation,cassandra,baseline,51240.937,51261.061,51263.685,22.749,0,20.124,2.625,ok
5125,p53b_evt_005125,p53b_005125,5125,update_relation,cassandra,baseline,51250.941,51262.015,51264.123,13.182,0,11.074,2.107,ok
5126,p53b_evt_005126,p53b_005126,5126,update_relation,cassandra,baseline,51260.677,51264.084,51271.227,10.55,0,3.407,7.143,ok
5127,p53b_evt_005127,p53b_005127,5127,insert_memory,cassandra,baseline,51270.776,51284.686,51292.494,21.718,0,13.91,7.809,ok
5128,p53b_evt_005128,p53b_005128,5128,insert_memory,cassandra,baseline,51280.994,51293.394,51302.141,21.147,0,12.401,8.746,ok
5129,p53b_evt_005129,p53b_005129,5129,insert_memory,cassandra,baseline,51290.415,51302.181,51308.843,18.428,0,11.767,6.662,ok
5130,p53b_evt_005130,p53b_005130,5130,insert_memory,cassandra,baseline,51300.815,51309.685,51319.386,18.571,0,8.87,9.7,ok
5131,p53b_evt_005131,p53b_005131,5131,insert_memory,cassandra,baseline,51310.553,51324.376,51342.763,32.21,0,13.823,18.387,ok
5132,p53b_evt_005132,p53b_005132,5132,insert_memory,cassandra,baseline,51320.727,51345.158,51347.709,26.981,0,24.431,2.55,ok
5133,p53b_evt_005133,p53b_005133,5133,update_relation,cassandra,baseline,51330.472,51346.536,51348.982,18.509,0,16.064,2.446,ok
5134,p53b_evt_005134,p53b_005134,5134,insert_memory,cassandra,baseline,51341.06,51347.648,51350.138,9.078,0,6.588,2.49,ok
5135,p53b_evt_005135,p53b_005135,5135,insert_memory,cassandra,baseline,51350.738,51371.371,51373.255,22.517,0,20.632,1.885,ok
5136,p53b_evt_005136,p53b_005136,5136,insert_memory,cassandra,baseline,51360.678,51372.51,51382.653,21.975,0,11.831,10.143,ok
5137,p53b_evt_005137,p53b_005137,5137,insert_memory,cassandra,baseline,51370.944,51380.43,51383.922,12.978,0,9.486,3.492,ok
5138,p53b_evt_005138,p53b_005138,5138,insert_memory,cassandra,baseline,51380.674,51390.194,51400.453,19.779,0,9.52,10.259,ok
5139,p53b_evt_005139,p53b_005139,5139,insert_memory,cassandra,baseline,51390.662,51410.473,51412.367,21.705,0,19.812,1.894,ok
5140,p53b_evt_005140,p53b_005140,5140,insert_memory,cassandra,baseline,51400.854,51411.271,51414.244,13.39,0,10.417,2.973,ok
5141,p53b_evt_005141,p53b_005141,5141,update_relation,cassandra,baseline,51411.098,51414.939,51418.918,7.82,0,3.84,3.979,ok
5142,p53b_evt_005142,p53b_005142,5142,replace_relation,cassandra,baseline,51420.741,51442.558,51445.0,24.259,0,21.817,2.443,ok
5143,p53b_evt_005143,p53b_005143,5143,insert_memory,cassandra,baseline,51430.435,51443.51,51446.58,16.145,0,13.074,3.071,ok
5144,p53b_evt_005144,p53b_005144,5144,insert_memory,cassandra,baseline,51440.872,51446.033,51452.524,11.653,0,5.161,6.491,ok
5145,p53b_evt_005145,p53b_005145,5145,insert_memory,cassandra,baseline,51451.042,51472.012,51475.75,24.707,0,20.97,3.737,ok
5146,p53b_evt_005146,p53b_005146,5146,insert_memory,cassandra,baseline,51460.744,51475.884,51486.076,25.332,0,15.14,10.193,ok
5147,p53b_evt_005147,p53b_005147,5147,update_relation,cassandra,baseline,51471.036,51475.925,51486.512,15.475,0,4.889,10.587,ok
5148,p53b_evt_005148,p53b_005148,5148,insert_memory,cassandra,baseline,51480.471,51492.545,51502.641,22.17,0,12.074,10.096,ok
5149,p53b_evt_005149,p53b_005149,5149,replace_relation,cassandra,baseline,51490.934,51503.83,51509.795,18.861,0,12.896,5.965,ok
5150,p53b_evt_005150,p53b_005150,5150,insert_memory,cassandra,baseline,51500.741,51508.535,51511.351,10.61,0,7.794,2.816,ok
5151,p53b_evt_005151,p53b_005151,5151,replace_relation,cassandra,baseline,51514.66,51526.417,51535.188,20.528,0,11.756,8.771,ok
5152,p53b_evt_005152,p53b_005152,5152,insert_memory,cassandra,baseline,51520.533,51534.76,51541.512,20.98,0,14.227,6.752,ok
5153,p53b_evt_005153,p53b_005153,5153,insert_memory,cassandra,baseline,51530.457,51542.65,51545.288,14.832,0,12.194,2.638,ok
5154,p53b_evt_005154,p53b_005154,5154,insert_memory,cassandra,baseline,51540.766,51545.247,51549.521,8.755,0,4.481,4.274,ok
5155,p53b_evt_005155,p53b_005155,5155,update_relation,cassandra,baseline,51550.788,51574.386,51577.012,26.224,0,23.598,2.626,ok
5157,p53b_evt_005157,p53b_005157,5157,insert_memory,cassandra,baseline,51571.104,51575.888,51578.476,7.371,0,4.784,2.587,ok
5156,p53b_evt_005156,p53b_005156,5156,insert_memory,cassandra,baseline,51560.726,51575.642,51578.524,17.798,0,14.916,2.882,ok
5158,p53b_evt_005158,p53b_005158,5158,update_relation,cassandra,baseline,51580.932,51595.157,51603.887,22.955,0,14.225,8.729,ok
5159,p53b_evt_005159,p53b_005159,5159,replace_relation,cassandra,baseline,51591.019,51603.436,51610.27,19.251,0,12.416,6.835,ok
5160,p53b_evt_005160,p53b_005160,5160,insert_memory,cassandra,baseline,51600.912,51611.205,51613.238,12.326,0,10.293,2.033,ok
5161,p53b_evt_005161,p53b_005161,5161,insert_memory,cassandra,baseline,51610.885,51619.056,51626.404,15.519,0,8.171,7.348,ok
5162,p53b_evt_005162,p53b_005162,5162,update_relation,cassandra,baseline,51620.672,51637.227,51644.278,23.606,0,16.555,7.051,ok
5163,p53b_evt_005163,p53b_005163,5163,insert_memory,cassandra,baseline,51630.584,51643.231,51647.193,16.609,0,12.647,3.962,ok
5164,p53b_evt_005164,p53b_005164,5164,update_relation,cassandra,baseline,51640.838,51647.129,51650.295,9.458,0,6.291,3.166,ok
5165,p53b_evt_005165,p53b_005165,5165,update_relation,cassandra,baseline,51650.812,51667.788,51670.111,19.299,0,16.976,2.323,ok
5166,p53b_evt_005166,p53b_005166,5166,insert_memory,cassandra,baseline,51660.811,51668.959,51671.268,10.457,0,8.148,2.309,ok
5167,p53b_evt_005167,p53b_005167,5167,replace_relation,cassandra,baseline,51670.746,51682.51,51692.508,21.762,0,11.765,9.998,ok
5168,p53b_evt_005168,p53b_005168,5168,insert_memory,cassandra,baseline,51680.967,51701.102,51704.014,23.046,0,20.134,2.912,ok
5169,p53b_evt_005169,p53b_005169,5169,insert_memory,cassandra,baseline,51690.678,51702.936,51705.166,14.488,0,12.258,2.23,ok
5170,p53b_evt_005170,p53b_005170,5170,update_relation,cassandra,baseline,51700.7,51704.961,51708.604,7.903,0,4.26,3.643,ok
5171,p53b_evt_005171,p53b_005171,5171,update_relation,cassandra,baseline,51710.54,51726.351,51736.297,25.757,0,15.811,9.946,ok
5172,p53b_evt_005172,p53b_005172,5172,update_relation,cassandra,baseline,51720.479,51735.438,51738.967,18.488,0,14.96,3.528,ok
5173,p53b_evt_005173,p53b_005173,5173,insert_memory,cassandra,baseline,51730.534,51738.58,51742.121,11.587,0,8.046,3.541,ok
5174,p53b_evt_005174,p53b_005174,5174,update_relation,cassandra,baseline,51741.482,51752.436,51759.063,17.581,0,10.955,6.626,ok
5175,p53b_evt_005175,p53b_005175,5175,replace_relation,cassandra,baseline,51750.932,51759.998,51769.482,18.55,0,9.066,9.484,ok
5176,p53b_evt_005176,p53b_005176,5176,insert_memory,cassandra,baseline,51760.822,51793.399,51798.712,37.89,0,32.577,5.313,ok
5178,p53b_evt_005178,p53b_005178,5178,insert_memory,cassandra,baseline,51780.966,51797.866,51801.056,20.09,0,16.9,3.19,ok
5177,p53b_evt_005177,p53b_005177,5177,insert_memory,cassandra,baseline,51770.579,51797.552,51801.276,30.697,0,26.973,3.724,ok
5179,p53b_evt_005179,p53b_005179,5179,insert_memory,cassandra,baseline,51790.712,51798.981,51803.72,13.008,0,8.27,4.738,ok
5180,p53b_evt_005180,p53b_005180,5180,update_relation,cassandra,baseline,51800.509,51826.546,51830.707,30.198,0,26.036,4.162,ok
5181,p53b_evt_005181,p53b_005181,5181,replace_relation,cassandra,baseline,51810.675,51828.61,51831.93,21.256,0,17.936,3.32,ok
5182,p53b_evt_005182,p53b_005182,5182,update_relation,cassandra,baseline,51820.854,51830.447,51834.262,13.408,0,9.593,3.814,ok
5183,p53b_evt_005183,p53b_005183,5183,insert_memory,cassandra,baseline,51831.183,51854.538,51858.458,27.276,0,23.355,3.921,ok
5184,p53b_evt_005184,p53b_005184,5184,insert_memory,cassandra,baseline,51840.965,51856.875,51860.869,19.904,0,15.91,3.994,ok
5185,p53b_evt_005185,p53b_005185,5185,insert_memory,cassandra,baseline,51850.942,51858.752,51862.319,11.377,0,7.81,3.567,ok
5186,p53b_evt_005186,p53b_005186,5186,insert_memory,cassandra,baseline,51860.954,51875.875,51886.577,25.623,0,14.921,10.702,ok
5187,p53b_evt_005187,p53b_005187,5187,insert_memory,cassandra,baseline,51870.882,51889.627,51895.188,24.305,0,18.745,5.561,ok
5188,p53b_evt_005188,p53b_005188,5188,insert_memory,cassandra,baseline,51880.544,51894.937,51899.993,19.449,0,14.393,5.056,ok
5189,p53b_evt_005189,p53b_005189,5189,insert_memory,cassandra,baseline,51890.83,51897.776,51901.359,10.529,0,6.946,3.583,ok
5190,p53b_evt_005190,p53b_005190,5190,insert_memory,cassandra,baseline,51900.943,51916.907,51923.798,22.855,0,15.964,6.891,ok
5191,p53b_evt_005191,p53b_005191,5191,insert_memory,cassandra,baseline,51910.802,51923.416,51925.572,14.77,0,12.614,2.156,ok
5192,p53b_evt_005192,p53b_005192,5192,update_relation,cassandra,baseline,51920.658,51926.595,51934.933,14.274,0,5.937,8.337,ok
5193,p53b_evt_005193,p53b_005193,5193,update_relation,cassandra,baseline,51930.567,51944.462,51946.493,15.926,0,13.895,2.031,ok
5194,p53b_evt_005194,p53b_005194,5194,insert_memory,cassandra,baseline,51940.681,51945.502,51947.453,6.772,0,4.821,1.951,ok
5195,p53b_evt_005195,p53b_005195,5195,update_relation,cassandra,baseline,51950.712,51966.465,51985.884,35.172,0,15.753,19.419,ok
5196,p53b_evt_005196,p53b_005196,5196,insert_memory,cassandra,baseline,51960.482,51987.238,51990.405,29.924,0,26.757,3.167,ok
5198,p53b_evt_005198,p53b_005198,5198,replace_relation,cassandra,baseline,51980.557,51988.337,51991.692,11.135,0,7.78,3.355,ok
5197,p53b_evt_005197,p53b_005197,5197,insert_memory,cassandra,baseline,51971.001,51988.291,51991.728,20.728,0,17.29,3.437,ok
5199,p53b_evt_005199,p53b_005199,5199,insert_memory,cassandra,baseline,51990.802,52013.961,52025.145,34.342,0,23.158,11.184,ok
5200,p53b_evt_005200,p53b_005200,5200,insert_memory,cassandra,baseline,52000.964,52024.33,52026.234,25.27,0,23.366,1.904,ok
5201,p53b_evt_005201,p53b_005201,5201,insert_memory,cassandra,baseline,52010.69,52025.332,52030.357,19.668,0,14.642,5.026,ok
5202,p53b_evt_005202,p53b_005202,5202,insert_memory,cassandra,baseline,52020.478,52029.918,52033.609,13.131,0,9.44,3.691,ok
5203,p53b_evt_005203,p53b_005203,5203,update_relation,cassandra,baseline,52030.942,52042.778,52044.537,13.595,0,11.836,1.759,ok
5204,p53b_evt_005204,p53b_005204,5204,insert_memory,cassandra,baseline,52040.707,52043.574,52045.688,4.98,0,2.867,2.113,ok
5205,p53b_evt_005205,p53b_005205,5205,replace_relation,cassandra,baseline,52050.879,52065.752,52076.588,25.708,0,14.872,10.836,ok
5206,p53b_evt_005206,p53b_005206,5206,update_relation,cassandra,baseline,52060.427,52070.268,52078.355,17.928,0,9.842,8.086,ok
5207,p53b_evt_005207,p53b_005207,5207,insert_memory,cassandra,baseline,52070.984,52086.727,52094.327,23.343,0,15.743,7.6,ok
5208,p53b_evt_005208,p53b_005208,5208,update_relation,cassandra,baseline,52080.922,52097.284,52102.215,21.293,0,16.362,4.931,ok
5209,p53b_evt_005209,p53b_005209,5209,insert_memory,cassandra,baseline,52090.932,52106.281,52109.179,18.247,0,15.349,2.898,ok
5210,p53b_evt_005210,p53b_005210,5210,insert_memory,cassandra,baseline,52100.815,52110.871,52114.573,13.758,0,10.056,3.702,ok
5211,p53b_evt_005211,p53b_005211,5211,insert_memory,cassandra,baseline,52110.596,52118.24,52127.13,16.533,0,7.644,8.889,ok
5212,p53b_evt_005212,p53b_005212,5212,update_relation,cassandra,baseline,52120.715,52142.697,52148.419,27.704,0,21.982,5.722,ok
5214,p53b_evt_005214,p53b_005214,5214,insert_memory,cassandra,baseline,52140.732,52151.698,52156.211,15.48,0,10.966,4.514,ok
5213,p53b_evt_005213,p53b_005213,5213,update_relation,cassandra,baseline,52130.919,52151.656,52156.427,25.508,0,20.738,4.77,ok
5215,p53b_evt_005215,p53b_005215,5215,replace_relation,cassandra,baseline,52150.6,52158.49,52167.107,16.507,0,7.89,8.617,ok
5216,p53b_evt_005216,p53b_005216,5216,update_relation,cassandra,baseline,52160.814,52183.885,52185.974,25.16,0,23.071,2.089,ok
5218,p53b_evt_005218,p53b_005218,5218,update_relation,cassandra,baseline,52180.521,52192.254,52194.608,14.087,0,11.733,2.354,ok
5217,p53b_evt_005217,p53b_005217,5217,insert_memory,cassandra,baseline,52170.799,52192.291,52194.838,24.039,0,21.492,2.547,ok
5219,p53b_evt_005219,p53b_005219,5219,insert_memory,cassandra,baseline,52190.49,52194.566,52199.444,8.954,0,4.075,4.879,ok
5220,p53b_evt_005220,p53b_005220,5220,insert_memory,cassandra,baseline,52200.588,52225.477,52227.52,26.932,0,24.889,2.043,ok
5221,p53b_evt_005221,p53b_005221,5221,insert_memory,cassandra,baseline,52210.47,52226.376,52228.742,18.272,0,15.906,2.366,ok
5222,p53b_evt_005222,p53b_005222,5222,insert_memory,cassandra,baseline,52220.56,52228.489,52235.481,14.921,0,7.929,6.992,ok
