qa_id,conv,n_dense,n_bm25,legacy_top10,current_top10,same_set,same_order,legacy_gold_rank,current_gold_rank,same_gold_rank,legacy_hit1,current_hit1
conv-49_qa_52,conv-49,10,10,conv-49_session_23_D23:24;conv-49_session_4_D4:16;conv-49_session_10_D10:14;conv-49_session_22_D22:1;conv-49_session_16_D16:21;conv-49_session_16_D16:24;conv-49_session_19_D19:11;conv-49_session_20_D20:2;conv-49_session_23_D23:23;conv-49_session_4_D4:15,conv-49_session_23_D23:24;conv-49_session_4_D4:16;conv-49_session_10_D10:14;conv-49_session_22_D22:1;conv-49_session_16_D16:21;conv-49_session_16_D16:24;conv-49_session_19_D19:11;conv-49_session_20_D20:2;conv-49_session_23_D23:23;conv-49_session_4_D4:15,1,1,3,3,1,0,0
conv-49_qa_53,conv-49,10,10,conv-49_session_11_D11:11;conv-49_session_10_D10:13;conv-49_session_11_D11:12;conv-49_session_10_D10:14;conv-49_session_8_D8:14;conv-49_session_8_D8:13;conv-49_session_5_D5:16;conv-49_session_13_D13:2;conv-49_session_10_D10:12;conv-49_session_11_D11:7,conv-49_session_11_D11:11;conv-49_session_10_D10:13;conv-49_session_11_D11:12;conv-49_session_10_D10:14;conv-49_session_8_D8:14;conv-49_session_8_D8:13;conv-49_session_5_D5:16;conv-49_session_13_D13:2;conv-49_session_10_D10:12;conv-49_session_11_D11:7,1,1,2,2,1,0,0
conv-49_qa_54,conv-49,10,10,conv-49_session_25_D25:3;conv-49_session_15_D15:1;conv-49_session_17_D17:2;conv-49_session_14_D14:1;conv-49_session_25_D25:6;conv-49_session_16_D16:8;conv-49_session_6_D6:3;conv-49_session_24_D24:13;conv-49_session_4_D4:5;conv-49_session_4_D4:3,conv-49_session_25_D25:3;conv-49_session_15_D15:1;conv-49_session_17_D17:2;conv-49_session_14_D14:1;conv-49_session_25_D25:6;conv-49_session_16_D16:8;conv-49_session_6_D6:3;conv-49_session_24_D24:13;conv-49_session_4_D4:5;conv-49_session_4_D4:3,1,1,99,99,1,0,0
conv-49_qa_55,conv-49,10,10,conv-49_session_13_D13:13;conv-49_session_11_D11:7;conv-49_session_11_D11:6;conv-49_session_1_D1:10;conv-49_session_24_D24:22;conv-49_session_5_D5:13;conv-49_session_25_D25:3;conv-49_session_14_D14:3;conv-49_session_25_D25:6;conv-49_session_5_D5:1,conv-49_session_13_D13:13;conv-49_session_11_D11:7;conv-49_session_11_D11:6;conv-49_session_1_D1:10;conv-49_session_24_D24:22;conv-49_session_5_D5:13;conv-49_session_25_D25:3;conv-49_session_14_D14:3;conv-49_session_25_D25:6;conv-49_session_5_D5:1,1,1,3,3,1,0,0
conv-49_qa_56,conv-49,10,10,conv-49_session_11_D11:16;conv-49_session_14_D14:1;conv-49_session_14_D14:14;conv-49_session_12_D12:6;conv-49_session_24_D24:4;conv-49_session_22_D22:20;conv-49_session_24_D24:2;conv-49_session_20_D20:4;conv-49_session_2_D2:11;conv-49_session_11_D11:15,conv-49_session_11_D11:16;conv-49_session_14_D14:1;conv-49_session_14_D14:14;conv-49_session_12_D12:6;conv-49_session_24_D24:4;conv-49_session_22_D22:20;conv-49_session_24_D24:2;conv-49_session_20_D20:4;conv-49_session_2_D2:11;conv-49_session_11_D11:15,1,1,2,2,1,0,0
conv-49_qa_57,conv-49,10,10,conv-49_session_20_D20:15;conv-49_session_23_D23:24;conv-49_session_23_D23:23;conv-49_session_4_D4:20;conv-49_session_18_D18:9;conv-49_session_23_D23:32;conv-49_session_17_D17:17;conv-49_session_18_D18:11;conv-49_session_17_D17:28;conv-49_session_1_D1:5,conv-49_session_20_D20:15;conv-49_session_23_D23:24;conv-49_session_23_D23:23;conv-49_session_4_D4:20;conv-49_session_18_D18:9;conv-49_session_23_D23:32;conv-49_session_17_D17:17;conv-49_session_18_D18:11;conv-49_session_17_D17:28;conv-49_session_1_D1:5,1,1,99,99,1,0,0
conv-49_qa_58,conv-49,10,10,conv-49_session_12_D12:2;conv-49_session_4_D4:3;conv-49_session_8_D8:13;conv-49_session_24_D24:6;conv-49_session_3_D3:13;conv-49_session_15_D15:9;conv-49_session_9_D9:1;conv-49_session_12_D12:4;conv-49_session_4_D4:15;conv-49_session_17_D17:14,conv-49_session_12_D12:2;conv-49_session_4_D4:3;conv-49_session_8_D8:13;conv-49_session_24_D24:6;conv-49_session_3_D3:13;conv-49_session_15_D15:9;conv-49_session_9_D9:1;conv-49_session_12_D12:4;conv-49_session_4_D4:15;conv-49_session_17_D17:14,1,1,1,1,1,1,1
conv-49_qa_59,conv-49,10,10,conv-49_session_13_D13:10;conv-49_session_13_D13:8;conv-49_session_13_D13:14;conv-49_session_8_D8:13;conv-49_session_13_D13:7;conv-49_session_5_D5:16;conv-49_session_8_D8:28;conv-49_session_11_D11:11;conv-49_session_25_D25:10;conv-49_session_13_D13:11,conv-49_session_13_D13:10;conv-49_session_13_D13:8;conv-49_session_13_D13:14;conv-49_session_8_D8:13;conv-49_session_13_D13:7;conv-49_session_5_D5:16;conv-49_session_8_D8:28;conv-49_session_11_D11:11;conv-49_session_25_D25:10;conv-49_session_13_D13:11,1,1,1,1,1,1,1
conv-49_qa_6,conv-49,10,10,conv-49_session_24_D24:6;conv-49_session_8_D8:26;conv-49_session_13_D13:13;conv-49_session_15_D15:9;conv-49_session_1_D1:5;conv-49_session_2_D2:1;conv-49_session_23_D23:19;conv-49_session_23_D23:23;conv-49_session_18_D18:5;conv-49_session_8_D8:13,conv-49_session_24_D24:6;conv-49_session_8_D8:26;conv-49_session_13_D13:13;conv-49_session_15_D15:9;conv-49_session_1_D1:5;conv-49_session_2_D2:1;conv-49_session_23_D23:19;conv-49_session_23_D23:23;conv-49_session_18_D18:5;conv-49_session_8_D8:13,1,1,6,6,1,0,0
conv-49_qa_60,conv-49,10,10,conv-49_session_4_D4:15;conv-49_session_23_D23:24;conv-49_session_4_D4:16;conv-49_session_6_D6:15;conv-49_session_13_D13:6;conv-49_session_10_D10:14;conv-49_session_18_D18:4;conv-49_session_1_D1:19;conv-49_session_25_D25:6;conv-49_session_25_D25:3,conv-49_session_4_D4:15;conv-49_session_23_D23:24;conv-49_session_4_D4:16;conv-49_session_6_D6:15;conv-49_session_13_D13:6;conv-49_session_10_D10:14;conv-49_session_18_D18:4;conv-49_session_1_D1:19;conv-49_session_25_D25:6;conv-49_session_25_D25:3,1,1,99,99,1,0,0
conv-49_qa_61,conv-49,10,10,conv-49_session_13_D13:5;conv-49_session_13_D13:4;conv-49_session_20_D20:4;conv-49_session_19_D19:15;conv-49_session_7_D7:2;conv-49_session_14_D14:1;conv-49_session_20_D20:14;conv-49_session_16_D16:16;conv-49_session_7_D7:12;conv-49_session_11_D11:16,conv-49_session_13_D13:5;conv-49_session_13_D13:4;conv-49_session_20_D20:4;conv-49_session_19_D19:15;conv-49_session_7_D7:2;conv-49_session_14_D14:1;conv-49_session_20_D20:14;conv-49_session_16_D16:16;conv-49_session_7_D7:12;conv-49_session_11_D11:16,1,1,2,2,1,0,0
conv-49_qa_62,conv-49,10,10,conv-49_session_2_D2:7;conv-49_session_25_D25:3;conv-49_session_14_D14:1;conv-49_session_17_D17:3;conv-49_session_17_D17:5;conv-49_session_25_D25:9;conv-49_session_3_D3:1;conv-49_session_17_D17:2;conv-49_session_12_D12:1;conv-49_session_22_D22:8,conv-49_session_2_D2:7;conv-49_session_25_D25:3;conv-49_session_14_D14:1;conv-49_session_17_D17:3;conv-49_session_17_D17:5;conv-49_session_25_D25:9;conv-49_session_3_D3:1;conv-49_session_17_D17:2;conv-49_session_12_D12:1;conv-49_session_22_D22:8,1,1,3,3,1,0,0
conv-49_qa_63,conv-49,10,10,conv-49_session_14_D14:1;conv-49_session_22_D22:3;conv-49_session_4_D4:20;conv-49_session_2_D2:15;conv-49_session_7_D7:2;conv-49_session_18_D18:11;conv-49_session_24_D24:4;conv-49_session_18_D18:9;conv-49_session_24_D24:12;conv-49_session_20_D20:4,conv-49_session_14_D14:1;conv-49_session_22_D22:3;conv-49_session_4_D4:20;conv-49_session_2_D2:15;conv-49_session_7_D7:2;conv-49_session_18_D18:11;conv-49_session_24_D24:4;conv-49_session_18_D18:9;conv-49_session_24_D24:12;conv-49_session_20_D20:4,1,1,1,1,1,1,1
conv-49_qa_64,conv-49,10,10,conv-49_session_20_D20:8;conv-49_session_2_D2:6;conv-49_session_12_D12:1;conv-49_session_6_D6:15;conv-49_session_25_D25:6;conv-49_session_5_D5:4;conv-49_session_16_D16:2;conv-49_session_20_D20:9;conv-49_session_24_D24:14;conv-49_session_14_D14:1,conv-49_session_20_D20:8;conv-49_session_2_D2:6;conv-49_session_12_D12:1;conv-49_session_6_D6:15;conv-49_session_25_D25:6;conv-49_session_5_D5:4;conv-49_session_16_D16:2;conv-49_session_20_D20:9;conv-49_session_24_D24:14;conv-49_session_14_D14:1,1,1,2,2,1,0,0
conv-49_qa_65,conv-49,10,10,conv-49_session_16_D16:18;conv-49_session_9_D9:10;conv-49_session_25_D25:6;conv-49_session_20_D20:17;conv-49_session_16_D16:20;conv-49_session_13_D13:13;conv-49_session_24_D24:22;conv-49_session_17_D17:24;conv-49_session_8_D8:2;conv-49_session_23_D23:25,conv-49_session_16_D16:18;conv-49_session_9_D9:10;conv-49_session_25_D25:6;conv-49_session_20_D20:17;conv-49_session_16_D16:20;conv-49_session_13_D13:13;conv-49_session_24_D24:22;conv-49_session_17_D17:24;conv-49_session_8_D8:2;conv-49_session_23_D23:25,1,1,1,1,1,1,1
conv-49_qa_66,conv-49,10,10,conv-49_session_16_D16:11;conv-49_session_16_D16:13;conv-49_session_24_D24:6;conv-49_session_16_D16:12;conv-49_session_15_D15:9;conv-49_session_6_D6:3;conv-49_session_1_D1:5;conv-49_session_2_D2:5;conv-49_session_23_D23:19;conv-49_session_7_D7:2,conv-49_session_16_D16:11;conv-49_session_16_D16:13;conv-49_session_24_D24:6;conv-49_session_16_D16:12;conv-49_session_15_D15:9;conv-49_session_6_D6:3;conv-49_session_1_D1:5;conv-49_session_2_D2:5;conv-49_session_23_D23:19;conv-49_session_7_D7:2,1,1,99,99,1,0,0
conv-49_qa_67,conv-49,10,10,conv-49_session_16_D16:23;conv-49_session_16_D16:20;conv-49_session_23_D23:32;conv-49_session_22_D22:1;conv-49_session_24_D24:22;conv-49_session_23_D23:23;conv-49_session_15_D15:9;conv-49_session_16_D16:21;conv-49_session_16_D16:24;conv-49_session_24_D24:6,conv-49_session_16_D16:23;conv-49_session_16_D16:20;conv-49_session_23_D23:32;conv-49_session_22_D22:1;conv-49_session_24_D24:22;conv-49_session_23_D23:23;conv-49_session_15_D15:9;conv-49_session_16_D16:21;conv-49_session_16_D16:24;conv-49_session_24_D24:6,1,1,9,9,1,0,0
conv-49_qa_68,conv-49,10,10,conv-49_session_10_D10:1;conv-49_session_23_D23:24;conv-49_session_24_D24:1;conv-49_session_1_D1:21;conv-49_session_11_D11:4;conv-49_session_19_D19:12;conv-49_session_4_D4:15;conv-49_session_7_D7:13;conv-49_session_13_D13:16;conv-49_session_17_D17:14,conv-49_session_10_D10:1;conv-49_session_23_D23:24;conv-49_session_24_D24:1;conv-49_session_1_D1:21;conv-49_session_11_D11:4;conv-49_session_19_D19:12;conv-49_session_4_D4:15;conv-49_session_7_D7:13;conv-49_session_13_D13:16;conv-49_session_17_D17:14,1,1,99,99,1,0,0
conv-49_qa_69,conv-49,10,10,conv-49_session_19_D19:10;conv-49_session_23_D23:2;conv-49_session_19_D19:1;conv-49_session_17_D17:11;conv-49_session_5_D5:2;conv-49_session_25_D25:2;conv-49_session_25_D25:3;conv-49_session_16_D16:8;conv-49_session_23_D23:10;conv-49_session_17_D17:7,conv-49_session_19_D19:10;conv-49_session_23_D23:2;conv-49_session_19_D19:1;conv-49_session_17_D17:11;conv-49_session_5_D5:2;conv-49_session_25_D25:2;conv-49_session_25_D25:3;conv-49_session_16_D16:8;conv-49_session_23_D23:10;conv-49_session_17_D17:7,1,1,3,3,1,0,0
conv-49_qa_7,conv-49,10,10,conv-49_session_1_D1:11;conv-49_session_1_D1:10;conv-49_session_13_D13:6;conv-49_session_1_D1:20;conv-49_session_11_D11:1;conv-49_session_17_D17:4;conv-49_session_1_D1:13;conv-49_session_2_D2:10;conv-49_session_1_D1:18;conv-49_session_8_D8:31,conv-49_session_1_D1:11;conv-49_session_1_D1:10;conv-49_session_13_D13:6;conv-49_session_1_D1:20;conv-49_session_11_D11:1;conv-49_session_17_D17:4;conv-49_session_1_D1:13;conv-49_session_2_D2:10;conv-49_session_1_D1:18;conv-49_session_8_D8:31,1,1,1,1,1,1,1
conv-49_qa_70,conv-49,10,10,conv-49_session_21_D21:4;conv-49_session_22_D22:4;conv-49_session_21_D21:2;conv-49_session_23_D23:1;conv-49_session_21_D21:5;conv-49_session_25_D25:3;conv-49_session_21_D21:1;conv-49_session_5_D5:2;conv-49_session_12_D12:3;conv-49_session_23_D23:5,conv-49_session_21_D21:4;conv-49_session_22_D22:4;conv-49_session_21_D21:2;conv-49_session_23_D23:1;conv-49_session_21_D21:5;conv-49_session_25_D25:3;conv-49_session_21_D21:1;conv-49_session_5_D5:2;conv-49_session_12_D12:3;conv-49_session_23_D23:5,1,1,7,7,1,0,0
conv-49_qa_71,conv-49,10,10,conv-49_session_23_D23:20;conv-49_session_23_D23:5;conv-49_session_23_D23:1;conv-49_session_2_D2:16;conv-49_session_23_D23:23;conv-49_session_8_D8:17;conv-49_session_19_D19:9;conv-49_session_9_D9:19;conv-49_session_21_D21:3;conv-49_session_23_D23:8,conv-49_session_23_D23:20;conv-49_session_23_D23:5;conv-49_session_23_D23:1;conv-49_session_2_D2:16;conv-49_session_23_D23:23;conv-49_session_8_D8:17;conv-49_session_19_D19:9;conv-49_session_9_D9:19;conv-49_session_21_D21:3;conv-49_session_23_D23:8,1,1,99,99,1,0,0
conv-49_qa_72,conv-49,10,10,conv-49_session_20_D20:1;conv-49_session_21_D21:1;conv-49_session_10_D10:1;conv-49_session_17_D17:1;conv-49_session_11_D11:1;conv-49_session_21_D21:2;conv-49_session_4_D4:15;conv-49_session_20_D20:2;conv-49_session_1_D1:1;conv-49_session_20_D20:6,conv-49_session_20_D20:1;conv-49_session_21_D21:1;conv-49_session_10_D10:1;conv-49_session_17_D17:1;conv-49_session_11_D11:1;conv-49_session_21_D21:2;conv-49_session_4_D4:15;conv-49_session_20_D20:2;conv-49_session_1_D1:1;conv-49_session_20_D20:6,1,1,10,10,1,0,0
conv-49_qa_73,conv-49,10,10,conv-49_session_19_D19:11;conv-49_session_19_D19:12;conv-49_session_23_D23:12;conv-49_session_19_D19:8;conv-49_session_19_D19:10;conv-49_session_24_D24:13;conv-49_session_19_D19:9;conv-49_session_19_D19:5;conv-49_session_8_D8:1;conv-49_session_23_D23:7,conv-49_session_19_D19:11;conv-49_session_19_D19:12;conv-49_session_23_D23:12;conv-49_session_19_D19:8;conv-49_session_19_D19:10;conv-49_session_24_D24:13;conv-49_session_19_D19:9;conv-49_session_19_D19:5;conv-49_session_8_D8:1;conv-49_session_23_D23:7,1,1,1,1,1,1,1
conv-49_qa_74,conv-49,10,10,conv-49_session_20_D20:3;conv-49_session_24_D24:6;conv-49_session_7_D7:1;conv-49_session_15_D15:9;conv-49_session_7_D7:9;conv-49_session_22_D22:6;conv-49_session_23_D23:19;conv-49_session_11_D11:3;conv-49_session_1_D1:5;conv-49_session_7_D7:2,conv-49_session_20_D20:3;conv-49_session_24_D24:6;conv-49_session_7_D7:1;conv-49_session_15_D15:9;conv-49_session_7_D7:9;conv-49_session_22_D22:6;conv-49_session_23_D23:19;conv-49_session_11_D11:3;conv-49_session_1_D1:5;conv-49_session_7_D7:2,1,1,1,1,1,1,1
conv-49_qa_75,conv-49,10,10,conv-49_session_23_D23:1;conv-49_session_23_D23:5;conv-49_session_23_D23:12;conv-49_session_23_D23:4;conv-49_session_19_D19:9;conv-49_session_22_D22:5;conv-49_session_21_D21:2;conv-49_session_23_D23:7;conv-49_session_24_D24:6;conv-49_session_15_D15:9,conv-49_session_23_D23:1;conv-49_session_23_D23:5;conv-49_session_23_D23:12;conv-49_session_23_D23:4;conv-49_session_19_D19:9;conv-49_session_22_D22:5;conv-49_session_21_D21:2;conv-49_session_23_D23:7;conv-49_session_24_D24:6;conv-49_session_15_D15:9,1,1,1,1,1,1,1
conv-49_qa_76,conv-49,10,10,conv-49_session_21_D21:17;conv-49_session_11_D11:8;conv-49_session_20_D20:15;conv-49_session_21_D21:15;conv-49_session_1_D1:15;conv-49_session_21_D21:18;conv-49_session_21_D21:12;conv-49_session_8_D8:13;conv-49_session_11_D11:6;conv-49_session_11_D11:11,conv-49_session_21_D21:17;conv-49_session_11_D11:8;conv-49_session_20_D20:15;conv-49_session_21_D21:15;conv-49_session_1_D1:15;conv-49_session_21_D21:18;conv-49_session_21_D21:12;conv-49_session_8_D8:13;conv-49_session_11_D11:6;conv-49_session_11_D11:11,1,1,3,3,1,0,0
conv-49_qa_77,conv-49,10,10,conv-49_session_23_D23:5;conv-49_session_8_D8:23;conv-49_session_21_D21:2;conv-49_session_25_D25:13;conv-49_session_23_D23:1;conv-49_session_23_D23:20;conv-49_session_22_D22:4;conv-49_session_25_D25:3;conv-49_session_21_D21:1;conv-49_session_23_D23:3,conv-49_session_23_D23:5;conv-49_session_8_D8:23;conv-49_session_21_D21:2;conv-49_session_25_D25:13;conv-49_session_23_D23:1;conv-49_session_23_D23:20;conv-49_session_22_D22:4;conv-49_session_25_D25:3;conv-49_session_21_D21:1;conv-49_session_23_D23:3,1,1,99,99,1,0,0
conv-49_qa_78,conv-49,10,10,conv-49_session_23_D23:5;conv-49_session_14_D14:12;conv-49_session_23_D23:1;conv-49_session_21_D21:2;conv-49_session_2_D2:2;conv-49_session_22_D22:4;conv-49_session_22_D22:5;conv-49_session_24_D24:6;conv-49_session_15_D15:9;conv-49_session_21_D21:4,conv-49_session_23_D23:5;conv-49_session_14_D14:12;conv-49_session_23_D23:1;conv-49_session_21_D21:2;conv-49_session_2_D2:2;conv-49_session_22_D22:4;conv-49_session_22_D22:5;conv-49_session_24_D24:6;conv-49_session_15_D15:9;conv-49_session_21_D21:4,1,1,1,1,1,1,1
conv-49_qa_79,conv-49,10,10,conv-49_session_23_D23:23;conv-49_session_21_D21:3;conv-49_session_6_D6:2;conv-49_session_23_D23:26;conv-49_session_5_D5:1;conv-49_session_23_D23:1;conv-49_session_6_D6:1;conv-49_session_25_D25:3;conv-49_session_19_D19:1;conv-49_session_13_D13:13,conv-49_session_23_D23:23;conv-49_session_21_D21:3;conv-49_session_6_D6:2;conv-49_session_23_D23:26;conv-49_session_5_D5:1;conv-49_session_23_D23:1;conv-49_session_6_D6:1;conv-49_session_25_D25:3;conv-49_session_19_D19:1;conv-49_session_13_D13:13,1,1,1,1,1,1,1
conv-49_qa_8,conv-49,10,10,conv-49_session_1_D1:14;conv-49_session_2_D2:10;conv-49_session_1_D1:10;conv-49_session_8_D8:13;conv-49_session_4_D4:4;conv-49_session_8_D8:30;conv-49_session_15_D15:9;conv-49_session_20_D20:5;conv-49_session_24_D24:6;conv-49_session_8_D8:14,conv-49_session_1_D1:14;conv-49_session_2_D2:10;conv-49_session_1_D1:10;conv-49_session_8_D8:13;conv-49_session_4_D4:4;conv-49_session_8_D8:30;conv-49_session_15_D15:9;conv-49_session_20_D20:5;conv-49_session_24_D24:6;conv-49_session_8_D8:14,1,1,1,1,1,1,1
conv-49_qa_80,conv-49,10,10,conv-49_session_25_D25:2;conv-49_session_24_D24:6;conv-49_session_24_D24:3;conv-49_session_24_D24:1;conv-49_session_4_D4:1;conv-49_session_17_D17:12;conv-49_session_15_D15:9;conv-49_session_22_D22:1;conv-49_session_24_D24:7;conv-49_session_24_D24:5,conv-49_session_25_D25:2;conv-49_session_24_D24:6;conv-49_session_24_D24:3;conv-49_session_24_D24:1;conv-49_session_4_D4:1;conv-49_session_17_D17:12;conv-49_session_15_D15:9;conv-49_session_22_D22:1;conv-49_session_24_D24:7;conv-49_session_24_D24:5,1,1,3,3,1,0,0
conv-49_qa_81,conv-49,10,10,conv-49_session_1_D1:14;conv-49_session_11_D11:8;conv-49_session_13_D13:5;conv-49_session_16_D16:23;conv-49_session_10_D10:7;conv-49_session_2_D2:14;conv-49_session_5_D5:15;conv-49_session_15_D15:10;conv-49_session_13_D13:4;conv-49_session_20_D20:5,conv-49_session_1_D1:14;conv-49_session_11_D11:8;conv-49_session_13_D13:5;conv-49_session_16_D16:23;conv-49_session_10_D10:7;conv-49_session_2_D2:14;conv-49_session_5_D5:15;conv-49_session_15_D15:10;conv-49_session_13_D13:4;conv-49_session_20_D20:5,1,1,1,1,1,1,1
conv-49_qa_82,conv-49,10,10,conv-49_session_13_D13:5;conv-49_session_10_D10:6;conv-49_session_16_D16:23;conv-49_session_18_D18:8;conv-49_session_11_D11:8;conv-49_session_17_D17:21;conv-49_session_2_D2:14;conv-49_session_1_D1:14;conv-49_session_2_D2:11;conv-49_session_5_D5:12,conv-49_session_13_D13:5;conv-49_session_10_D10:6;conv-49_session_16_D16:23;conv-49_session_18_D18:8;conv-49_session_11_D11:8;conv-49_session_17_D17:21;conv-49_session_2_D2:14;conv-49_session_1_D1:14;conv-49_session_2_D2:11;conv-49_session_5_D5:12,1,1,2,2,1,0,0
conv-49_qa_83,conv-49,10,10,conv-49_session_1_D1:4;conv-49_session_18_D18:1;conv-49_session_18_D18:2;conv-49_session_1_D1:2;conv-49_session_8_D8:24;conv-49_session_8_D8:19;conv-49_session_18_D18:3;conv-49_session_1_D1:3;conv-49_session_2_D2:8;conv-49_session_22_D22:2,conv-49_session_1_D1:4;conv-49_session_18_D18:1;conv-49_session_18_D18:2;conv-49_session_1_D1:2;conv-49_session_8_D8:24;conv-49_session_8_D8:19;conv-49_session_18_D18:3;conv-49_session_1_D1:3;conv-49_session_2_D2:8;conv-49_session_22_D22:2,1,1,4,4,1,0,0
conv-49_qa_84,conv-49,10,10,conv-49_session_1_D1:15;conv-49_session_11_D11:6;conv-49_session_11_D11:7;conv-49_session_8_D8:14;conv-49_session_1_D1:17;conv-49_session_21_D21:15;conv-49_session_8_D8:18;conv-49_session_11_D11:11;conv-49_session_8_D8:13;conv-49_session_8_D8:20,conv-49_session_1_D1:15;conv-49_session_11_D11:6;conv-49_session_11_D11:7;conv-49_session_8_D8:14;conv-49_session_1_D1:17;conv-49_session_21_D21:15;conv-49_session_8_D8:18;conv-49_session_11_D11:11;conv-49_session_8_D8:13;conv-49_session_8_D8:20,1,1,99,99,1,0,0
conv-49_qa_85,conv-49,10,10,conv-49_session_1_D1:14;conv-49_session_11_D11:8;conv-49_session_10_D10:7;conv-49_session_8_D8:13;conv-49_session_1_D1:10;conv-49_session_2_D2:11;conv-49_session_15_D15:10;conv-49_session_13_D13:5;conv-49_session_5_D5:7;conv-49_session_25_D25:3,conv-49_session_1_D1:14;conv-49_session_11_D11:8;conv-49_session_10_D10:7;conv-49_session_8_D8:13;conv-49_session_1_D1:10;conv-49_session_2_D2:11;conv-49_session_15_D15:10;conv-49_session_13_D13:5;conv-49_session_5_D5:7;conv-49_session_25_D25:3,1,1,1,1,1,1,1
conv-49_qa_86,conv-49,10,10,conv-49_session_20_D20:12;conv-49_session_12_D12:3;conv-49_session_25_D25:16;conv-49_session_21_D21:10;conv-49_session_24_D24:13;conv-49_session_2_D2:10;conv-49_session_21_D21:19;conv-49_session_2_D2:8;conv-49_session_6_D6:5;conv-49_session_8_D8:16,conv-49_session_20_D20:12;conv-49_session_12_D12:3;conv-49_session_25_D25:16;conv-49_session_21_D21:10;conv-49_session_24_D24:13;conv-49_session_2_D2:10;conv-49_session_21_D21:19;conv-49_session_2_D2:8;conv-49_session_6_D6:5;conv-49_session_8_D8:16,1,1,99,99,1,0,0
conv-49_qa_87,conv-49,10,10,conv-49_session_2_D2:1;conv-49_session_2_D2:2;conv-49_session_1_D1:2;conv-49_session_23_D23:32;conv-49_session_23_D23:23;conv-49_session_13_D13:13;conv-49_session_9_D9:11;conv-49_session_23_D23:12;conv-49_session_8_D8:26;conv-49_session_19_D19:6,conv-49_session_2_D2:1;conv-49_session_2_D2:2;conv-49_session_1_D1:2;conv-49_session_23_D23:32;conv-49_session_23_D23:23;conv-49_session_13_D13:13;conv-49_session_9_D9:11;conv-49_session_23_D23:12;conv-49_session_8_D8:26;conv-49_session_19_D19:6,1,1,1,1,1,1,1
conv-49_qa_88,conv-49,10,10,conv-49_session_2_D2:2;conv-49_session_2_D2:1;conv-49_session_9_D9:8;conv-49_session_9_D9:10;conv-49_session_9_D9:11;conv-49_session_11_D11:10;conv-49_session_16_D16:18;conv-49_session_8_D8:24;conv-49_session_17_D17:24;conv-49_session_23_D23:32,conv-49_session_2_D2:2;conv-49_session_2_D2:1;conv-49_session_9_D9:8;conv-49_session_9_D9:10;conv-49_session_9_D9:11;conv-49_session_11_D11:10;conv-49_session_16_D16:18;conv-49_session_8_D8:24;conv-49_session_17_D17:24;conv-49_session_23_D23:32,1,1,99,99,1,0,0
conv-49_qa_89,conv-49,10,10,conv-49_session_4_D4:7;conv-49_session_24_D24:20;conv-49_session_3_D3:4;conv-49_session_15_D15:9;conv-49_session_9_D9:1;conv-49_session_10_D10:4;conv-49_session_17_D17:7;conv-49_session_10_D10:3;conv-49_session_3_D3:3;conv-49_session_8_D8:1,conv-49_session_4_D4:7;conv-49_session_24_D24:20;conv-49_session_3_D3:4;conv-49_session_15_D15:9;conv-49_session_9_D9:1;conv-49_session_10_D10:4;conv-49_session_17_D17:7;conv-49_session_10_D10:3;conv-49_session_3_D3:3;conv-49_session_8_D8:1,1,1,3,3,1,0,0
conv-49_qa_9,conv-49,10,10,conv-49_session_2_D2:2;conv-49_session_2_D2:1;conv-49_session_23_D23:12;conv-49_session_23_D23:8;conv-49_session_19_D19:6;conv-49_session_15_D15:9;conv-49_session_19_D19:9;conv-49_session_24_D24:6;conv-49_session_23_D23:7;conv-49_session_19_D19:11,conv-49_session_2_D2:2;conv-49_session_2_D2:1;conv-49_session_23_D23:12;conv-49_session_23_D23:8;conv-49_session_19_D19:6;conv-49_session_15_D15:9;conv-49_session_19_D19:9;conv-49_session_24_D24:6;conv-49_session_23_D23:7;conv-49_session_19_D19:11,1,1,2,2,1,0,0
conv-49_qa_90,conv-49,10,10,conv-49_session_4_D4:7;conv-49_session_3_D3:4;conv-49_session_18_D18:9;conv-49_session_11_D11:1;conv-49_session_10_D10:4;conv-49_session_2_D2:8;conv-49_session_4_D4:8;conv-49_session_17_D17:5;conv-49_session_8_D8:1;conv-49_session_4_D4:1,conv-49_session_4_D4:7;conv-49_session_3_D3:4;conv-49_session_18_D18:9;conv-49_session_11_D11:1;conv-49_session_10_D10:4;conv-49_session_2_D2:8;conv-49_session_4_D4:8;conv-49_session_17_D17:5;conv-49_session_8_D8:1;conv-49_session_4_D4:1,1,1,99,99,1,0,0
conv-49_qa_91,conv-49,10,10,conv-49_session_4_D4:7;conv-49_session_3_D3:4;conv-49_session_4_D4:8;conv-49_session_3_D3:5;conv-49_session_10_D10:4;conv-49_session_4_D4:9;conv-49_session_8_D8:28;conv-49_session_6_D6:7;conv-49_session_13_D13:6;conv-49_session_23_D23:27,conv-49_session_4_D4:7;conv-49_session_3_D3:4;conv-49_session_4_D4:8;conv-49_session_3_D3:5;conv-49_session_10_D10:4;conv-49_session_4_D4:9;conv-49_session_8_D8:28;conv-49_session_6_D6:7;conv-49_session_13_D13:6;conv-49_session_23_D23:27,1,1,99,99,1,0,0
