qa_id,category,cell,scope_id,gold_memory_id,projection_ok,candidate_count,candidate_parity,commit_ms,rawerk_ms,sparse_index_ms,dense_index_ms,backend_fetch_ms,fusion_ms,time_to_top10_ms,fresh_hit_at_10,gold_rank,top10_ids
conv-49_qa_29,1,neo4j-native,conv-49,conv-49_session_5_D5:1,1,509,1,4.7887,6.885,62.6818,85.2576,32.35,1.6786,119.2862,1,1,"[""conv-49_session_5_D5:1"", ""conv-49_session_21_D21:3"", ""conv-49_session_6_D6:1"", ""conv-49_session_23_D23:23"", ""conv-49_session_6_D6:2"", ""conv-49_session_2_D2:1"", ""conv-49_session_1_D1:2"", ""conv-49_session_2_D2:2"", ""conv-49_session_9_D9:10"", ""conv-49_session_23_D23:32""]"
conv-49_qa_29,1,neo4j-materialized,conv-49,conv-49_session_5_D5:1,1,509,1,5.2234,17.8634,61.1114,84.9008,37.5522,1.3898,123.8428,1,1,"[""conv-49_session_5_D5:1"", ""conv-49_session_21_D21:3"", ""conv-49_session_6_D6:1"", ""conv-49_session_23_D23:23"", ""conv-49_session_6_D6:2"", ""conv-49_session_2_D2:1"", ""conv-49_session_1_D1:2"", ""conv-49_session_2_D2:2"", ""conv-49_session_9_D9:10"", ""conv-49_session_23_D23:32""]"
conv-49_qa_30,2,cassandra-base,conv-49,conv-49_session_6_D6:1,1,509,1,42.1931,73.9665,92.4637,109.4757,9.7304,2.359,121.5651,1,1,"[""conv-49_session_6_D6:1"", ""conv-49_session_23_D23:23"", ""conv-49_session_21_D21:1"", ""conv-49_session_23_D23:32"", ""conv-49_session_11_D11:10"", ""conv-49_session_5_D5:2"", ""conv-49_session_10_D10:1"", ""conv-49_session_5_D5:1"", ""conv-49_session_23_D23:3"", ""conv-49_session_20_D20:1""]"
conv-49_qa_30,2,cassandra-materialized,conv-49,conv-49_session_6_D6:1,1,509,1,41.6273,52.5024,73.0801,105.0055,13.5467,3.6697,122.2219,1,1,"[""conv-49_session_6_D6:1"", ""conv-49_session_23_D23:23"", ""conv-49_session_21_D21:1"", ""conv-49_session_23_D23:32"", ""conv-49_session_11_D11:10"", ""conv-49_session_5_D5:2"", ""conv-49_session_10_D10:1"", ""conv-49_session_5_D5:1"", ""conv-49_session_23_D23:3"", ""conv-49_session_20_D20:1""]"
conv-49_qa_30,2,neo4j-native,conv-49,conv-49_session_6_D6:1,1,509,1,4.8719,5.939,47.561,50.6364,81.5614,2.0839,134.2817,1,1,"[""conv-49_session_6_D6:1"", ""conv-49_session_23_D23:23"", ""conv-49_session_21_D21:1"", ""conv-49_session_23_D23:32"", ""conv-49_session_11_D11:10"", ""conv-49_session_5_D5:2"", ""conv-49_session_10_D10:1"", ""conv-49_session_5_D5:1"", ""conv-49_session_23_D23:3"", ""conv-49_session_20_D20:1""]"
conv-49_qa_30,2,neo4j-materialized,conv-49,conv-49_session_6_D6:1,1,509,1,4.7958,16.2055,46.7134,50.5324,82.3912,2.2865,135.2101,1,1,"[""conv-49_session_6_D6:1"", ""conv-49_session_23_D23:23"", ""conv-49_session_21_D21:1"", ""conv-49_session_23_D23:32"", ""conv-49_session_11_D11:10"", ""conv-49_session_5_D5:2"", ""conv-49_session_10_D10:1"", ""conv-49_session_5_D5:1"", ""conv-49_session_23_D23:3"", ""conv-49_session_20_D20:1""]"
conv-49_qa_31,3,cassandra-base,conv-49,conv-49_session_9_D9:1,1,509,1,30.3721,50.6999,71.2151,78.0229,6.6445,4.3248,88.9922,1,6,"[""conv-49_session_2_D2:7"", ""conv-49_session_4_D4:4"", ""conv-49_session_8_D8:2"", ""conv-49_session_15_D15:1"", ""conv-49_session_4_D4:5"", ""conv-49_session_9_D9:1"", ""conv-49_session_4_D4:6"", ""conv-49_session_10_D10:3"", ""conv-49_session_17_D17:3"", ""conv-49_session_8_D8:1""]"
conv-49_qa_31,3,cassandra-materialized,conv-49,conv-49_session_9_D9:1,1,509,1,18.9604,35.3455,71.3499,78.2006,7.8447,5.1443,91.1896,1,6,"[""conv-49_session_2_D2:7"", ""conv-49_session_4_D4:4"", ""conv-49_session_8_D8:2"", ""conv-49_session_15_D15:1"", ""conv-49_session_4_D4:5"", ""conv-49_session_9_D9:1"", ""conv-49_session_4_D4:6"", ""conv-49_session_10_D10:3"", ""conv-49_session_17_D17:3"", ""conv-49_session_8_D8:1""]"
conv-49_qa_31,3,neo4j-native,conv-49,conv-49_session_9_D9:1,1,509,1,3.5669,4.6052,68.8522,78.155,37.3164,1.6562,117.1276,1,6,"[""conv-49_session_2_D2:7"", ""conv-49_session_4_D4:4"", ""conv-49_session_8_D8:2"", ""conv-49_session_15_D15:1"", ""conv-49_session_4_D4:5"", ""conv-49_session_9_D9:1"", ""conv-49_session_4_D4:6"", ""conv-49_session_10_D10:3"", ""conv-49_session_17_D17:3"", ""conv-49_session_8_D8:1""]"
conv-49_qa_31,3,neo4j-materialized,conv-49,conv-49_session_9_D9:1,1,509,1,13.7337,19.5326,69.7197,77.8828,39.4479,1.0934,118.4241,1,6,"[""conv-49_session_2_D2:7"", ""conv-49_session_4_D4:4"", ""conv-49_session_8_D8:2"", ""conv-49_session_15_D15:1"", ""conv-49_session_4_D4:5"", ""conv-49_session_9_D9:1"", ""conv-49_session_4_D4:6"", ""conv-49_session_10_D10:3"", ""conv-49_session_17_D17:3"", ""conv-49_session_8_D8:1""]"
conv-49_qa_32,1,cassandra-base,conv-49,conv-49_session_6_D6:13,1,509,1,10.2634,28.478,46.2158,62.9265,6.3703,1.2611,,0,,"[""conv-49_session_10_D10:5"", ""conv-49_session_22_D22:8"", ""conv-49_session_2_D2:8"", ""conv-49_session_20_D20:5"", ""conv-49_session_6_D6:3"", ""conv-49_session_18_D18:2"", ""conv-49_session_16_D16:11"", ""conv-49_session_16_D16:12"", ""conv-49_session_7_D7:1"", ""conv-49_session_9_D9:3""]"
conv-49_qa_32,1,cassandra-materialized,conv-49,conv-49_session_6_D6:13,1,509,1,18.5503,48.3031,74.7102,82.3548,8.5915,2.4165,,0,,"[""conv-49_session_10_D10:5"", ""conv-49_session_22_D22:8"", ""conv-49_session_2_D2:8"", ""conv-49_session_20_D20:5"", ""conv-49_session_6_D6:3"", ""conv-49_session_18_D18:2"", ""conv-49_session_16_D16:11"", ""conv-49_session_16_D16:12"", ""conv-49_session_7_D7:1"", ""conv-49_session_9_D9:3""]"
conv-49_qa_32,1,neo4j-native,conv-49,conv-49_session_6_D6:13,1,509,1,14.7898,21.4754,75.3167,81.8651,59.25,1.4303,,0,,"[""conv-49_session_10_D10:5"", ""conv-49_session_22_D22:8"", ""conv-49_session_2_D2:8"", ""conv-49_session_20_D20:5"", ""conv-49_session_6_D6:3"", ""conv-49_session_18_D18:2"", ""conv-49_session_16_D16:11"", ""conv-49_session_16_D16:12"", ""conv-49_session_7_D7:1"", ""conv-49_session_9_D9:3""]"
conv-49_qa_32,1,neo4j-materialized,conv-49,conv-49_session_6_D6:13,1,509,1,14.7331,33.572,74.3997,81.9006,54.7486,1.9251,,0,,"[""conv-49_session_10_D10:5"", ""conv-49_session_22_D22:8"", ""conv-49_session_2_D2:8"", ""conv-49_session_20_D20:5"", ""conv-49_session_6_D6:3"", ""conv-49_session_18_D18:2"", ""conv-49_session_16_D16:11"", ""conv-49_session_16_D16:12"", ""conv-49_session_7_D7:1"", ""conv-49_session_9_D9:3""]"
conv-49_qa_33,1,cassandra-base,conv-49,conv-49_session_6_D6:14,1,509,1,23.575,63.5214,80.0493,86.2871,11.1949,4.067,101.549,1,2,"[""conv-49_session_6_D6:15"", ""conv-49_session_6_D6:14"", ""conv-49_session_24_D24:22"", ""conv-49_session_10_D10:6"", ""conv-49_session_5_D5:14"", ""conv-49_session_6_D6:6"", ""conv-49_session_19_D19:8"", ""conv-49_session_11_D11:19"", ""conv-49_session_23_D23:7"", ""conv-49_session_11_D11:12""]"
conv-49_qa_33,1,cassandra-materialized,conv-49,conv-49_session_6_D6:14,1,509,1,24.1967,42.7115,63.5166,86.432,12.2831,2.6977,101.4128,1,2,"[""conv-49_session_6_D6:15"", ""conv-49_session_6_D6:14"", ""conv-49_session_24_D24:22"", ""conv-49_session_10_D10:6"", ""conv-49_session_5_D5:14"", ""conv-49_session_6_D6:6"", ""conv-49_session_19_D19:8"", ""conv-49_session_11_D11:19"", ""conv-49_session_23_D23:7"", ""conv-49_session_11_D11:12""]"
conv-49_qa_33,1,neo4j-native,conv-49,conv-49_session_6_D6:14,1,509,1,17.3262,24.8907,62.6692,86.4406,37.9121,1.1652,125.5179,1,2,"[""conv-49_session_6_D6:15"", ""conv-49_session_6_D6:14"", ""conv-49_session_24_D24:22"", ""conv-49_session_10_D10:6"", ""conv-49_session_5_D5:14"", ""conv-49_session_6_D6:6"", ""conv-49_session_19_D19:8"", ""conv-49_session_11_D11:19"", ""conv-49_session_23_D23:7"", ""conv-49_session_11_D11:12""]"
conv-49_qa_33,1,neo4j-materialized,conv-49,conv-49_session_6_D6:14,1,509,1,4.611,5.5492,63.2012,86.6388,35.4302,1.4314,123.5004,1,2,"[""conv-49_session_6_D6:15"", ""conv-49_session_6_D6:14"", ""conv-49_session_24_D24:22"", ""conv-49_session_10_D10:6"", ""conv-49_session_5_D5:14"", ""conv-49_session_6_D6:6"", ""conv-49_session_19_D19:8"", ""conv-49_session_11_D11:19"", ""conv-49_session_23_D23:7"", ""conv-49_session_11_D11:12""]"
conv-49_qa_34,1,cassandra-base,conv-49,conv-49_session_7_D7:1,1,509,1,29.9508,60.0062,82.0796,95.9579,7.7046,2.4444,106.1069,1,2,"[""conv-49_session_20_D20:3"", ""conv-49_session_7_D7:1"", ""conv-49_session_17_D17:2"", ""conv-49_session_3_D3:1"", ""conv-49_session_6_D6:3"", ""conv-49_session_16_D16:12"", ""conv-49_session_12_D12:1"", ""conv-49_session_7_D7:2"", ""conv-49_session_7_D7:8"", ""conv-49_session_7_D7:9""]"
conv-49_qa_34,1,cassandra-materialized,conv-49,conv-49_session_7_D7:1,1,509,1,35.5288,48.9638,81.9302,95.3747,9.0027,3.3203,107.6977,1,2,"[""conv-49_session_20_D20:3"", ""conv-49_session_7_D7:1"", ""conv-49_session_17_D17:2"", ""conv-49_session_3_D3:1"", ""conv-49_session_6_D6:3"", ""conv-49_session_16_D16:12"", ""conv-49_session_12_D12:1"", ""conv-49_session_7_D7:2"", ""conv-49_session_7_D7:8"", ""conv-49_session_7_D7:9""]"
conv-49_qa_34,1,neo4j-native,conv-49,conv-49_session_7_D7:1,1,509,1,3.6621,4.5682,40.4544,43.8346,77.2449,2.0179,123.0974,1,2,"[""conv-49_session_20_D20:3"", ""conv-49_session_7_D7:1"", ""conv-49_session_17_D17:2"", ""conv-49_session_3_D3:1"", ""conv-49_session_6_D6:3"", ""conv-49_session_16_D16:12"", ""conv-49_session_12_D12:1"", ""conv-49_session_7_D7:2"", ""conv-49_session_7_D7:8"", ""conv-49_session_7_D7:9""]"
conv-49_qa_34,1,neo4j-materialized,conv-49,conv-49_session_7_D7:1,1,509,1,2.9139,14.1812,38.3483,42.2534,78.7424,2.4281,123.4239,1,2,"[""conv-49_session_20_D20:3"", ""conv-49_session_7_D7:1"", ""conv-49_session_17_D17:2"", ""conv-49_session_3_D3:1"", ""conv-49_session_6_D6:3"", ""conv-49_session_16_D16:12"", ""conv-49_session_12_D12:1"", ""conv-49_session_7_D7:2"", ""conv-49_session_7_D7:8"", ""conv-49_session_7_D7:9""]"
conv-49_qa_35,2,cassandra-base,conv-49,conv-49_session_7_D7:1,1,509,1,46.3307,76.3881,95.1554,107.8073,9.5293,2.2184,119.555,1,1,"[""conv-49_session_7_D7:1"", ""conv-49_session_20_D20:3"", ""conv-49_session_7_D7:8"", ""conv-49_session_11_D11:3"", ""conv-49_session_7_D7:9"", ""conv-49_session_9_D9:6"", ""conv-49_session_4_D4:3"", ""conv-49_session_19_D19:1"", ""conv-49_session_11_D11:2"", ""conv-49_session_7_D7:10""]"
conv-49_qa_35,2,cassandra-materialized,conv-49,conv-49_session_7_D7:1,1,509,1,47.3669,61.6153,96.4802,109.0501,9.4432,2.9326,121.4259,1,1,"[""conv-49_session_7_D7:1"", ""conv-49_session_20_D20:3"", ""conv-49_session_7_D7:8"", ""conv-49_session_11_D11:3"", ""conv-49_session_7_D7:9"", ""conv-49_session_9_D9:6"", ""conv-49_session_4_D4:3"", ""conv-49_session_19_D19:1"", ""conv-49_session_11_D11:2"", ""conv-49_session_7_D7:10""]"
conv-49_qa_35,2,neo4j-native,conv-49,conv-49_session_7_D7:1,1,509,1,3.7263,30.0172,56.4323,59.6207,71.4845,1.614,132.7192,1,1,"[""conv-49_session_7_D7:1"", ""conv-49_session_20_D20:3"", ""conv-49_session_7_D7:8"", ""conv-49_session_11_D11:3"", ""conv-49_session_7_D7:9"", ""conv-49_session_9_D9:6"", ""conv-49_session_4_D4:3"", ""conv-49_session_19_D19:1"", ""conv-49_session_11_D11:2"", ""conv-49_session_7_D7:10""]"
conv-49_qa_35,2,neo4j-materialized,conv-49,conv-49_session_7_D7:1,1,509,1,4.8585,5.8074,57.6588,61.8275,73.4761,1.3152,136.6188,1,1,"[""conv-49_session_7_D7:1"", ""conv-49_session_20_D20:3"", ""conv-49_session_7_D7:8"", ""conv-49_session_11_D11:3"", ""conv-49_session_7_D7:9"", ""conv-49_session_9_D9:6"", ""conv-49_session_4_D4:3"", ""conv-49_session_19_D19:1"", ""conv-49_session_11_D11:2"", ""conv-49_session_7_D7:10""]"
conv-49_qa_36,1,cassandra-base,conv-49,conv-49_session_7_D7:8,1,509,1,17.5616,54.6143,77.4235,92.5943,5.2551,4.2883,,0,,"[""conv-49_session_7_D7:7"", ""conv-49_session_7_D7:5"", ""conv-49_session_7_D7:6"", ""conv-49_session_8_D8:12"", ""conv-49_session_23_D23:15"", ""conv-49_session_8_D8:6"", ""conv-49_session_7_D7:3"", ""conv-49_session_7_D7:4"", ""conv-49_session_23_D23:19"", ""conv-49_session_8_D8:8""]"
conv-49_qa_36,1,cassandra-materialized,conv-49,conv-49_session_7_D7:8,1,509,1,17.2979,43.0928,77.5982,90.7383,4.0958,3.5056,,0,,"[""conv-49_session_7_D7:7"", ""conv-49_session_7_D7:5"", ""conv-49_session_7_D7:6"", ""conv-49_session_8_D8:12"", ""conv-49_session_23_D23:15"", ""conv-49_session_8_D8:6"", ""conv-49_session_7_D7:3"", ""conv-49_session_7_D7:4"", ""conv-49_session_23_D23:19"", ""conv-49_session_8_D8:8""]"
conv-49_qa_36,1,neo4j-native,conv-49,conv-49_session_7_D7:8,1,509,1,13.1726,20.2959,39.0546,42.2071,71.4576,1.3578,,0,,"[""conv-49_session_7_D7:7"", ""conv-49_session_7_D7:5"", ""conv-49_session_7_D7:6"", ""conv-49_session_8_D8:12"", ""conv-49_session_23_D23:15"", ""conv-49_session_8_D8:6"", ""conv-49_session_7_D7:3"", ""conv-49_session_7_D7:4"", ""conv-49_session_23_D23:19"", ""conv-49_session_8_D8:8""]"
conv-49_qa_36,1,neo4j-materialized,conv-49,conv-49_session_7_D7:8,1,509,1,2.8104,3.6907,39.4124,42.7682,76.4457,1.1617,,0,,"[""conv-49_session_7_D7:7"", ""conv-49_session_7_D7:5"", ""conv-49_session_7_D7:6"", ""conv-49_session_8_D8:12"", ""conv-49_session_23_D23:15"", ""conv-49_session_8_D8:6"", ""conv-49_session_7_D7:3"", ""conv-49_session_7_D7:4"", ""conv-49_session_23_D23:19"", ""conv-49_session_8_D8:8""]"
conv-49_qa_37,1,cassandra-base,conv-49,conv-49_session_3_D3:2,1,509,1,20.516,58.0154,77.1734,83.2445,16.7754,7.1802,,0,,"[""conv-49_session_8_D8:6"", ""conv-49_session_11_D11:1"", ""conv-49_session_17_D17:3"", ""conv-49_session_14_D14:1"", ""conv-49_session_7_D7:3"", ""conv-49_session_22_D22:13"", ""conv-49_session_7_D7:2"", ""conv-49_session_6_D6:8"", ""conv-49_session_5_D5:4"", ""conv-49_session_7_D7:12""]"
conv-49_qa_37,1,cassandra-materialized,conv-49,conv-49_session_3_D3:2,1,509,1,19.4192,41.1197,75.7115,81.9463,17.8889,4.6711,,0,,"[""conv-49_session_8_D8:6"", ""conv-49_session_11_D11:1"", ""conv-49_session_17_D17:3"", ""conv-49_session_14_D14:1"", ""conv-49_session_7_D7:3"", ""conv-49_session_22_D22:13"", ""conv-49_session_7_D7:2"", ""conv-49_session_6_D6:8"", ""conv-49_session_5_D5:4"", ""conv-49_session_7_D7:12""]"
conv-49_qa_37,1,neo4j-native,conv-49,conv-49_session_3_D3:2,1,509,1,15.7954,22.5322,40.8539,81.59,39.3528,1.3316,,0,,"[""conv-49_session_8_D8:6"", ""conv-49_session_11_D11:1"", ""conv-49_session_17_D17:3"", ""conv-49_session_14_D14:1"", ""conv-49_session_7_D7:3"", ""conv-49_session_22_D22:13"", ""conv-49_session_7_D7:2"", ""conv-49_session_6_D6:8"", ""conv-49_session_5_D5:4"", ""conv-49_session_7_D7:12""]"
conv-49_qa_37,1,neo4j-materialized,conv-49,conv-49_session_3_D3:2,1,509,1,3.7212,4.7049,39.0768,80.175,36.9228,1.7184,,0,,"[""conv-49_session_8_D8:6"", ""conv-49_session_11_D11:1"", ""conv-49_session_17_D17:3"", ""conv-49_session_14_D14:1"", ""conv-49_session_7_D7:3"", ""conv-49_session_22_D22:13"", ""conv-49_session_7_D7:2"", ""conv-49_session_6_D6:8"", ""conv-49_session_5_D5:4"", ""conv-49_session_7_D7:12""]"
conv-49_qa_38,3,cassandra-base,conv-49,conv-49_session_22_D22:1,1,509,1,33.2551,59.3215,81.4404,96.5045,12.6622,3.5545,,0,,"[""conv-49_session_8_D8:22"", ""conv-49_session_25_D25:13"", ""conv-49_session_25_D25:12"", ""conv-49_session_22_D22:8"", ""conv-49_session_9_D9:12"", ""conv-49_session_25_D25:7"", ""conv-49_session_4_D4:4"", ""conv-49_session_25_D25:8"", ""conv-49_session_25_D25:11"", ""conv-49_session_14_D14:7""]"
conv-49_qa_38,3,cassandra-materialized,conv-49,conv-49_session_22_D22:1,1,509,1,33.5118,43.7115,80.5469,96.3434,13.7059,4.4731,,0,,"[""conv-49_session_8_D8:22"", ""conv-49_session_25_D25:13"", ""conv-49_session_25_D25:12"", ""conv-49_session_22_D22:8"", ""conv-49_session_9_D9:12"", ""conv-49_session_25_D25:7"", ""conv-49_session_4_D4:4"", ""conv-49_session_25_D25:8"", ""conv-49_session_25_D25:11"", ""conv-49_session_14_D14:7""]"
conv-49_qa_38,3,neo4j-native,conv-49,conv-49_session_22_D22:1,1,509,1,4.0732,20.4903,40.9902,43.7166,84.0413,2.2272,,0,,"[""conv-49_session_8_D8:22"", ""conv-49_session_25_D25:13"", ""conv-49_session_25_D25:12"", ""conv-49_session_22_D22:8"", ""conv-49_session_9_D9:12"", ""conv-49_session_25_D25:7"", ""conv-49_session_4_D4:4"", ""conv-49_session_25_D25:8"", ""conv-49_session_25_D25:11"", ""conv-49_session_14_D14:7""]"
conv-49_qa_38,3,neo4j-materialized,conv-49,conv-49_session_22_D22:1,1,509,1,4.9496,6.0662,42.0212,45.5795,78.6531,1.7083,,0,,"[""conv-49_session_8_D8:22"", ""conv-49_session_25_D25:13"", ""conv-49_session_25_D25:12"", ""conv-49_session_22_D22:8"", ""conv-49_session_9_D9:12"", ""conv-49_session_25_D25:7"", ""conv-49_session_4_D4:4"", ""conv-49_session_25_D25:8"", ""conv-49_session_25_D25:11"", ""conv-49_session_14_D14:7""]"
conv-49_qa_39,2,cassandra-base,conv-49,conv-49_session_2_D2:6,1,509,1,16.0329,55.5244,77.4489,86.4096,9.0764,3.0169,98.5029,1,3,"[""conv-49_session_24_D24:12"", ""conv-49_session_7_D7:2"", ""conv-49_session_2_D2:6"", ""conv-49_session_5_D5:6"", ""conv-49_session_16_D16:4"", ""conv-49_session_7_D7:1"", ""conv-49_session_24_D24:11"", ""conv-49_session_7_D7:12"", ""conv-49_session_3_D3:9"", ""conv-49_session_24_D24:14""]"
conv-49_qa_39,2,cassandra-materialized,conv-49,conv-49_session_2_D2:6,1,509,1,17.2407,40.3217,78.1004,88.1907,9.9123,3.4253,101.5283,1,3,"[""conv-49_session_24_D24:12"", ""conv-49_session_7_D7:2"", ""conv-49_session_2_D2:6"", ""conv-49_session_5_D5:6"", ""conv-49_session_16_D16:4"", ""conv-49_session_7_D7:1"", ""conv-49_session_24_D24:11"", ""conv-49_session_7_D7:12"", ""conv-49_session_3_D3:9"", ""conv-49_session_24_D24:14""]"
conv-49_qa_39,2,neo4j-native,conv-49,conv-49_session_2_D2:6,1,509,1,5.0494,6.1199,74.8244,85.6576,38.2568,1.6736,125.588,1,3,"[""conv-49_session_24_D24:12"", ""conv-49_session_7_D7:2"", ""conv-49_session_2_D2:6"", ""conv-49_session_5_D5:6"", ""conv-49_session_16_D16:4"", ""conv-49_session_7_D7:1"", ""conv-49_session_24_D24:11"", ""conv-49_session_7_D7:12"", ""conv-49_session_3_D3:9"", ""conv-49_session_24_D24:14""]"
conv-49_qa_39,2,neo4j-materialized,conv-49,conv-49_session_2_D2:6,1,509,1,4.7916,16.7337,76.4198,85.5914,41.2626,1.1316,127.9856,1,3,"[""conv-49_session_24_D24:12"", ""conv-49_session_7_D7:2"", ""conv-49_session_2_D2:6"", ""conv-49_session_5_D5:6"", ""conv-49_session_16_D16:4"", ""conv-49_session_7_D7:1"", ""conv-49_session_24_D24:11"", ""conv-49_session_7_D7:12"", ""conv-49_session_3_D3:9"", ""conv-49_session_24_D24:14""]"
conv-49_qa_40,2,cassandra-base,conv-49,conv-49_session_8_D8:12,1,509,1,16.5355,59.4772,76.6726,81.1118,4.2488,4.4752,89.8358,1,3,"[""conv-49_session_8_D8:14"", ""conv-49_session_8_D8:18"", ""conv-49_session_8_D8:12"", ""conv-49_session_8_D8:13"", ""conv-49_session_8_D8:16"", ""conv-49_session_11_D11:8"", ""conv-49_session_8_D8:17"", ""conv-49_session_10_D10:9"", ""conv-49_session_11_D11:12"", ""conv-49_session_11_D11:11""]"
conv-49_qa_40,2,cassandra-materialized,conv-49,conv-49_session_8_D8:12,1,509,1,15.9568,36.7067,57.1448,80.4309,4.7606,2.8581,88.0496,1,3,"[""conv-49_session_8_D8:14"", ""conv-49_session_8_D8:18"", ""conv-49_session_8_D8:12"", ""conv-49_session_8_D8:13"", ""conv-49_session_8_D8:16"", ""conv-49_session_11_D11:8"", ""conv-49_session_8_D8:17"", ""conv-49_session_10_D10:9"", ""conv-49_session_11_D11:12"", ""conv-49_session_11_D11:11""]"
conv-49_qa_40,2,neo4j-native,conv-49,conv-49_session_8_D8:12,1,509,1,4.2643,5.6015,56.4439,80.5746,37.6807,1.3135,119.5688,1,3,"[""conv-49_session_8_D8:14"", ""conv-49_session_8_D8:18"", ""conv-49_session_8_D8:12"", ""conv-49_session_8_D8:13"", ""conv-49_session_8_D8:16"", ""conv-49_session_11_D11:8"", ""conv-49_session_8_D8:17"", ""conv-49_session_10_D10:9"", ""conv-49_session_11_D11:12"", ""conv-49_session_11_D11:11""]"
conv-49_qa_40,2,neo4j-materialized,conv-49,conv-49_session_8_D8:12,1,509,1,21.3879,23.6043,58.1314,81.5262,33.7384,1.7742,117.0388,1,3,"[""conv-49_session_8_D8:14"", ""conv-49_session_8_D8:18"", ""conv-49_session_8_D8:12"", ""conv-49_session_8_D8:13"", ""conv-49_session_8_D8:16"", ""conv-49_session_11_D11:8"", ""conv-49_session_8_D8:17"", ""conv-49_session_10_D10:9"", ""conv-49_session_11_D11:12"", ""conv-49_session_11_D11:11""]"
conv-49_qa_41,2,cassandra-base,conv-49,conv-49_session_8_D8:12,1,509,1,15.3312,56.408,78.4689,86.2687,8.1283,2.7508,,0,,"[""conv-49_session_8_D8:17"", ""conv-49_session_19_D19:11"", ""conv-49_session_8_D8:15"", ""conv-49_session_5_D5:25"", ""conv-49_session_13_D13:13"", ""conv-49_session_8_D8:32"", ""conv-49_session_8_D8:13"", ""conv-49_session_1_D1:20"", ""conv-49_session_8_D8:14"", ""conv-49_session_13_D13:12""]"
conv-49_qa_41,2,cassandra-materialized,conv-49,conv-49_session_8_D8:12,1,509,1,16.1539,38.6324,79.0581,87.8774,8.6976,3.5912,,0,,"[""conv-49_session_8_D8:17"", ""conv-49_session_19_D19:11"", ""conv-49_session_8_D8:15"", ""conv-49_session_5_D5:25"", ""conv-49_session_13_D13:13"", ""conv-49_session_8_D8:32"", ""conv-49_session_8_D8:13"", ""conv-49_session_1_D1:20"", ""conv-49_session_8_D8:14"", ""conv-49_session_13_D13:12""]"
conv-49_qa_41,2,neo4j-native,conv-49,conv-49_session_8_D8:12,1,509,1,4.2701,5.409,78.5737,88.1684,38.4385,1.2533,,0,,"[""conv-49_session_8_D8:17"", ""conv-49_session_19_D19:11"", ""conv-49_session_8_D8:15"", ""conv-49_session_5_D5:25"", ""conv-49_session_13_D13:13"", ""conv-49_session_8_D8:32"", ""conv-49_session_8_D8:13"", ""conv-49_session_1_D1:20"", ""conv-49_session_8_D8:14"", ""conv-49_session_13_D13:12""]"
conv-49_qa_41,2,neo4j-materialized,conv-49,conv-49_session_8_D8:12,1,509,1,3.5739,20.0734,77.7132,86.2747,34.2214,1.3874,,0,,"[""conv-49_session_8_D8:17"", ""conv-49_session_19_D19:11"", ""conv-49_session_8_D8:15"", ""conv-49_session_5_D5:25"", ""conv-49_session_13_D13:13"", ""conv-49_session_8_D8:32"", ""conv-49_session_8_D8:13"", ""conv-49_session_1_D1:20"", ""conv-49_session_8_D8:14"", ""conv-49_session_13_D13:12""]"
conv-49_qa_42,1,cassandra-base,conv-49,conv-49_session_1_D1:14,1,509,1,5.2252,54.5041,81.3656,88.8234,4.7887,2.9323,,0,,"[""conv-49_session_1_D1:15"", ""conv-49_session_8_D8:14"", ""conv-49_session_11_D11:8"", ""conv-49_session_10_D10:9"", ""conv-49_session_8_D8:13"", ""conv-49_session_10_D10:13"", ""conv-49_session_10_D10:14"", ""conv-49_session_8_D8:19"", ""conv-49_session_8_D8:20"", ""conv-49_session_11_D11:11""]"
conv-49_qa_42,1,cassandra-materialized,conv-49,conv-49_session_1_D1:14,1,509,1,5.4498,18.4569,81.0462,89.6133,4.8742,3.9514,,0,,"[""conv-49_session_1_D1:15"", ""conv-49_session_8_D8:14"", ""conv-49_session_11_D11:8"", ""conv-49_session_10_D10:9"", ""conv-49_session_8_D8:13"", ""conv-49_session_10_D10:13"", ""conv-49_session_10_D10:14"", ""conv-49_session_8_D8:19"", ""conv-49_session_8_D8:20"", ""conv-49_session_11_D11:11""]"
conv-49_qa_42,1,neo4j-native,conv-49,conv-49_session_1_D1:14,1,509,1,6.5288,42.7852,81.8856,89.12,38.2881,1.8056,,0,,"[""conv-49_session_1_D1:15"", ""conv-49_session_8_D8:14"", ""conv-49_session_11_D11:8"", ""conv-49_session_10_D10:9"", ""conv-49_session_8_D8:13"", ""conv-49_session_10_D10:13"", ""conv-49_session_10_D10:14"", ""conv-49_session_8_D8:19"", ""conv-49_session_8_D8:20"", ""conv-49_session_11_D11:11""]"
conv-49_qa_42,1,neo4j-materialized,conv-49,conv-49_session_1_D1:14,1,509,1,4.1429,5.4633,79.2835,88.0751,42.018,1.2285,,0,,"[""conv-49_session_1_D1:15"", ""conv-49_session_8_D8:14"", ""conv-49_session_11_D11:8"", ""conv-49_session_10_D10:9"", ""conv-49_session_8_D8:13"", ""conv-49_session_10_D10:13"", ""conv-49_session_10_D10:14"", ""conv-49_session_8_D8:19"", ""conv-49_session_8_D8:20"", ""conv-49_session_11_D11:11""]"
