memory_id,triples
conv-44_session_1_D1:18,"(andrew, enjoy, enjoy)"
conv-44_session_1_D1:2,"(andrew, start, a_new_job_as_a_financial_analyst)"
conv-44_session_1_D1:3,"(audrey, get, new_collars_and_tags)"
conv-44_session_1_D1:7,"(audrey, name, pepper_,_precious_,_and_panda)"
conv-44_session_1_D1:9,"(audrey, explore, new_parks_and_trails)"
conv-44_session_20_D20:1,"(andrew, plan, a_beach_trip_with_his_girlfriend_and)"
conv-44_session_20_D20:14,"(audrey, enjoy, enjoy)"
conv-44_session_20_D20:15,"(andrew, birdwatch, birdwatch)"
conv-44_session_20_D20:2,"(audrey, has_memory, Audrey_hike_Andrew_dog_month)"
conv-44_session_20_D20:21,"(andrew, plan, plan)"
conv-44_session_20_D20:23,"(andrew, enjoy, enjoy)"
conv-44_session_20_D20:27,"(andrew, interconnect, interconnect)"
conv-44_session_20_D20:28,"(audrey, take, care)"
conv-44_session_20_D20:3,"(andrew, look, to_a_hike_in_nature_with_his_friends_and_dogs)"
conv-44_session_20_D20:32,"(audrey, see, recycling_as_an_important_step_in_preserving_natural)"
conv-44_session_20_D20:33,"(andrew, suggest, suggest)"
conv-44_session_20_D20:34,"(audrey, try, as_a_way_to_reduce_carbon_footprint)"
conv-44_session_20_D20:37,"(andrew, know, some_of_the_best_bike_routes_near_the)"
conv-44_session_20_D20:4,"(audrey, walk, the_dogs_in_the_park)"
conv-44_session_20_D20:40,"(audrey, check, bike_routes_near_the_river)"
conv-44_session_21_D21:10,"(audrey, offer, help_and_advice)"
conv-44_session_21_D21:2,"(audrey, take, her_dogs)"
conv-44_session_21_D21:5,"(andrew, use, use)"
conv-44_session_21_D21:7,"(andrew, express, express); (andrew, mention, mention)"
conv-44_session_21_D21:8,"(audrey, suggest, ways_for_andrew_to_appreciate_nature_in_the)"
conv-44_session_21_D21:9,"(andrew, consider, consider)"
conv-44_session_22_D22:1,"(audrey, prevent, her)"
conv-44_session_22_D22:11,"(audrey, continue, continue)"
conv-44_session_22_D22:2,"(andrew, discuss, the_joy_of_being_able_to_walk_dogs)"
conv-44_session_22_D22:5,"(audrey, break, break)"
conv-44_session_22_D22:7,"(audrey, sell, the_jewelry_she_makes)"
conv-44_session_22_D22:8,"(andrew, praise, audrey)"
conv-44_session_22_D22:9,"(audrey, donate, to_an_animal_shelter)"
conv-44_session_23_D23:1,"(andrew, have, a_board_game_night)"
conv-44_session_23_D23:11,"(andrew, excite, excite)"
conv-44_session_23_D23:12,"(audrey, run, around_the_park)"
conv-44_session_23_D23:13,"(andrew, love, cute_sweaters)"
conv-44_session_23_D23:14,"(audrey, go, for_fetch_and_frisbee)"
conv-44_session_23_D23:18,"(audrey, mention, mention)"
conv-44_session_23_D23:2,"(audrey, thank, her_neighbors)"
conv-44_session_23_D23:24,"(audrey, enjoy, moments)"
conv-44_session_23_D23:3,"(andrew, plan, plan)"
conv-44_session_23_D23:5,"(andrew, recommend, a_new_spot_with_a_sick_view)"
conv-44_session_24_D24:1,"(audrey, go, to_a_pet_store)"
conv-44_session_24_D24:10,"(andrew, enjoy, enjoy)"
conv-44_session_24_D24:13,"(audrey, plan, a_hike_with_furry_friends_next_month)"
conv-44_session_24_D24:16,"(andrew, wish, wish)"
conv-44_session_24_D24:19,"(audrey, research, research)"
conv-44_session_24_D24:2,"(andrew, adopt, another_pup)"
conv-44_session_24_D24:4,"(audrey, bring, her_joy_and_companionship)"
conv-44_session_24_D24:8,"(andrew, do, walks)"
conv-44_session_25_D25:1,"(andrew, attend, an_awesome_wine_tasting_with_his_girlfriend_last)"
conv-44_session_25_D25:14,"(audrey, order, sushi)"
conv-44_session_25_D25:2,"(audrey, play, with_her_pups_at_the_park)"
conv-44_session_25_D25:5,"(andrew, try, sushi); (andrew, try, new_things)"
conv-44_session_25_D25:6,"(audrey, advise, advise)"
conv-44_session_25_D25:8,"(audrey, suggest, suggest)"
conv-44_session_26_D26:1,"(audrey, behave, behave)"
conv-44_session_26_D26:10,"(andrew, appear, appear)"
conv-44_session_26_D26:13,"(audrey, mention, mention)"
conv-44_session_26_D26:20,"(andrew, plan, plan)"
conv-44_session_26_D26:21,"(audrey, express, excitement_and_eagerness_to_go_hiking_with_andrew)"
conv-44_session_26_D26:22,"(andrew, explore, nature)"
conv-44_session_26_D26:5,"(audrey, use, positive_reinforcement_techniques)"
conv-44_session_26_D26:9,"(audrey, keep, her_dogs)"
conv-44_session_27_D27:1,"(andrew, go, on_a_bike_ride_with_his_girlfriend)"
conv-44_session_27_D27:14,"(audrey, engage, her_dogs_in_mental_stimulation_activities_like_puzzles)"
conv-44_session_27_D27:18,"(audrey, value, the_friendship_with_andrew)"
conv-44_session_27_D27:2,"(audrey, enjoy, enjoy)"
conv-44_session_27_D27:4,"(audrey, meet, with_other_dog_owners)"
conv-44_session_27_D27:5,"(andrew, consider, consider)"
conv-44_session_28_D28:1,"(audrey, refer, to_that); (audrey, take, her_dogs)"
conv-44_session_28_D28:10,"(andrew, name, name)"
conv-44_session_28_D28:12,"(andrew, value, safety_and_comfort)"
conv-44_session_28_D28:13,"(audrey, appreciate, appreciate); (andrew, plan, plan)"
conv-44_session_28_D28:14,"(andrew, express, gratitude)"
conv-44_session_28_D28:15,"(audrey, feel, feel)"
conv-44_session_28_D28:17,"(audrey, consider, her_dogs_part_of_her_family)"
conv-44_session_28_D28:18,"(andrew, consider, his_dogs_as_family_members)"
conv-44_session_28_D28:3,"(audrey, worry, about_her_dogs)"
conv-44_session_28_D28:5,"(audrey, see, see)"
conv-44_session_28_D28:6,"(andrew, adopt, a_new_dog_named_scout)"
conv-44_session_2_D2:1,"(audrey, adopt, another_puppy_called_pixie)"
conv-44_session_2_D2:13,"(audrey, find, a_furry_friend_and_an_apartment)"
conv-44_session_2_D2:18,"(andrew, explore, nature_trails_with_his_family_'s_dog)"
conv-44_session_2_D2:19,"(audrey, enjoy, enjoy)"
conv-44_session_2_D2:20,"(andrew, hike, with_a_dog)"
conv-44_session_2_D2:24,"(andrew, regard, regard)"
conv-44_session_2_D2:3,"(audrey, adopt, her)"
conv-44_session_2_D2:5,"(audrey, play, play)"
conv-44_session_2_D2:8,"(andrew, consider, consider)"
conv-44_session_2_D2:9,"(audrey, use, websites)"
conv-44_session_3_D3:1,"(andrew, enjoy, enjoy); (andrew, miss, the_peacefulness_of_being_out_on_a_hike)"
conv-44_session_3_D3:11,"(andrew, discover, new_places)"
conv-44_session_3_D3:13,"(andrew, find, an_awesome_cafe_with_amazing_pastries)"
conv-44_session_3_D3:18,"(audrey, enjoy, enjoy)"
conv-44_session_3_D3:2,"(audrey, compare, compare)"
conv-44_session_3_D3:26,"(audrey, symbolize, her_love)"
conv-44_session_3_D3:4,"(audrey, bring, us)"
conv-44_session_3_D3:5,"(andrew, soothe, soothe)"
conv-44_session_3_D3:6,"(audrey, take, her_dogs)"
conv-44_session_4_D4:1,"(audrey, have, an_amazing_experience_with_a_hummingbird)"
conv-44_session_4_D4:10,"(andrew, spread, positivity_and_joy)"
conv-44_session_4_D4:14,"(andrew, acknowledge, acknowledge)"
conv-44_session_4_D4:15,"(audrey, take, care)"
conv-44_session_4_D4:17,"(audrey, go, on_hikes)"
conv-44_session_4_D4:2,"(andrew, refresh, refresh)"
conv-44_session_4_D4:21,"(audrey, play, fetch_with_a_ball_or_frisbee)"
conv-44_session_4_D4:23,"(audrey, bring, toys_for_playtime)"
conv-44_session_4_D4:25,"(audrey, wear, party_hats); (audrey, suggest, a_dog_park_near_their_usual_walking_spot)"
conv-44_session_4_D4:27,"(audrey, locate, near_a_park_with_lots_of_trees_and_benches)"
conv-44_session_4_D4:28,"(andrew, plan, plan)"
conv-44_session_4_D4:4,"(andrew, escape, the_city)"
conv-44_session_4_D4:6,"(andrew, invigorate, invigorate)"
conv-44_session_4_D4:8,"(andrew, capture, special_moments)"
conv-44_session_5_D5:1,"(andrew, adopt, a_dog_,_browsing_websites_,)"
conv-44_session_5_D5:10,"(audrey, go, on_road_trips)"
conv-44_session_5_D5:11,"(andrew, express, a_wish_to_go_on_a_road_trip)"
conv-44_session_5_D5:13,"(andrew, go, on_a_road_trip_with_his_dog)"
conv-44_session_5_D5:18,"(audrey, encourage, andrew)"
conv-44_session_5_D5:20,"(audrey, expect, a_picture_of_andrew_'s_dog)"
conv-44_session_5_D5:3,"(andrew, live, in_an_apartment)"
conv-44_session_5_D5:4,"(audrey, suggest, suggest)"
conv-44_session_5_D5:5,"(andrew, contact, landlords)"
conv-44_session_5_D5:7,"(andrew, give, a_large_open_space_to_run_around)"
conv-44_session_5_D5:8,"(audrey, have, a_park_near_her_that_is_great_for); (audrey, mention, mention)"
conv-44_session_6_D6:1,"(andrew, have, a_great_hike); (andrew, hike, hike)"
conv-44_session_6_D6:12,"(audrey, use, positive_reinforcement_rather_than_punishment)"
conv-44_session_6_D6:2,"(audrey, take, care); (audrey, sign, for_a_workshop_about_bonding_with_pets)"
conv-44_session_6_D6:3,"(andrew, think, think)"
conv-44_session_6_D6:4,"(audrey, learn, about_the_workshop_from_a_flyer_at_her_local_pet_store_which_was_about_positive_reinforcement_training)"
conv-44_session_6_D6:6,"(audrey, train, her_pets)"
conv-44_session_6_D6:7,"(andrew, encourage, audrey)"
conv-44_session_6_D6:8,"(audrey, update, andrew)"
conv-44_session_7_D7:1,"(audrey, take, her_dogs)"
conv-44_session_7_D7:11,"(audrey, offer, offer)"
conv-44_session_7_D7:12,"(andrew, find, a_pet_friendly_spot)"
conv-44_session_7_D7:3,"(audrey, take, her_dogs)"
conv-44_session_7_D7:7,"(audrey, love, nature)"
conv-44_session_7_D7:8,"(andrew, search, for_a_pet___friendly_spot_in_the_city); (andrew, face, challenges_in_the_search)"
conv-44_session_8_D8:1,"(andrew, take, a_rock_climbing_class)"
conv-44_session_8_D8:10,"(audrey, mention, mention)"
conv-44_session_8_D8:14,"(audrey, walk, her_dogs)"
conv-44_session_8_D8:16,"(audrey, go, with_a_smile_and)"
conv-44_session_8_D8:20,"(audrey, mention, mention)"
conv-44_session_8_D8:22,"(audrey, share, a_picture_of_her_dogs)"
conv-44_session_8_D8:3,"(andrew, share, a_photo_of_the_view_from_the_top)"
conv-44_session_8_D8:5,"(andrew, mention, mention)"
conv-44_session_8_D8:7,"(andrew, encourage, encourage)"
conv-44_session_8_D8:8,"(audrey, surround, surround)"
conv-44_session_8_D8:9,"(andrew, express, interest)"
conv-44_session_9_D9:1,"(audrey, get, a_new_place_with_a_bigger_backyard_for)"
conv-44_session_9_D9:11,"(audrey, bring, a_lot_of_joy)"
conv-44_session_9_D9:12,"(andrew, appreciate, friends_who_understand_the_love_for_pets)"
conv-44_session_9_D9:18,"(andrew, enjoy, outdoor_activities_like_hiking); (andrew, enjoy, enjoy)"
conv-44_session_9_D9:20,"(andrew, express, express)"
conv-44_session_9_D9:23,"(audrey, sit, by_a_stunning_lake)"
conv-44_session_9_D9:25,"(audrey, express, appreciation_for_nature_and_the_calming_effect_it)"
conv-44_session_9_D9:5,"(audrey, set, a_doggy_play_area)"
conv-47_session_10_D10:10,"(john, send, the_collected_money)"
conv-47_session_10_D10:12,"(john, use, some_of_the_remaining_money_to_buy_groceries)"
conv-47_session_10_D10:2,"(james, mention, mention)"
conv-47_session_10_D10:4,"(john, organize, a_tournament_for_the_game_cs)"
conv-47_session_10_D10:8,"(john, express, interest_in_organizing_more_events_combining_his_interests)"
conv-47_session_11_D11:1,"(john, volunteer, his_programming_skills)"
conv-47_session_11_D11:11,"(john, give, a_clearer_sense_of_purpose); (john, consider, volunteer_roles_and_potentially_a_career_in_the)"
conv-47_session_11_D11:14,"(james, encourage, john)"
conv-47_session_11_D11:16,"(james, offer, support_and_encouragement)"
conv-47_session_11_D11:2,"(james, hear, from_john)"
conv-47_session_11_D11:6,"(james, ask, about_the_motivation_behind_john_'s_creation_of_the_software_tool_for_the_foundation)"
conv-47_session_11_D11:7,"(john, inspire, inspire)"
conv-47_session_12_D12:1,"(james, go, on_roller_coasters_,_ferris_wheel_,_electric_cars_,_and_buggies)"
conv-47_session_12_D12:11,"(james, finish, a_big_project)"
conv-47_session_12_D12:4,"(john, enter, a_local_tournament)"
conv-47_session_12_D12:7,"(john, win, every_time)"
conv-47_session_13_D13:12,"(james, follow, all_their_matches); (james, be, no_sport)"
conv-47_session_13_D13:14,"(james, become, champions)"
conv-47_session_13_D13:15,"(john, has_memory, John_Manchester_City_fan)"
conv-47_session_13_D13:18,"(james, has_memory, James_John_standing_football_team)"
conv-47_session_13_D13:19,"(james, agree, to_a_bet_with_john)"
conv-47_session_13_D13:3,"(john, get, his_dream_job)"
conv-47_session_13_D13:5,"(john, start, his_new_job)"
conv-47_session_13_D13:6,"(james, start, a_course)"
conv-47_session_13_D13:8,"(james, work, on_a_football_simulator_project)"
conv-47_session_14_D14:1,"(james, struggle, struggle)"
conv-47_session_14_D14:10,"(john, has_memory, John_book_series_Stormlight_Archive)"
conv-47_session_14_D14:13,"(james, name, max)"
conv-47_session_14_D14:15,"(james, enjoy, enjoy)"
conv-47_session_14_D14:17,"(james, swim, at_the_beach_or_lake); (john, swim, swim)"
conv-47_session_14_D14:2,"(james, post, a_picture); (john, start, a_blog_about_coding)"
conv-47_session_14_D14:20,"(john, appreciate, james_'_achievement)"
conv-47_session_14_D14:27,"(james, take, walks)"
conv-47_session_14_D14:31,"(james, bring, a_book)"
conv-47_session_14_D14:32,"(john, take, breaks)"
conv-47_session_14_D14:34,"(john, have, his_back)"
conv-47_session_14_D14:8,"(john, enjoy, enjoy)"
conv-47_session_15_D15:1,"(james, introduce, three_pets_max_,_daisy_,_and_a)"
conv-47_session_15_D15:11,"(james, volunteer, with_an_organization_providing_necessary_items_to_less_fortunate_individuals)"
conv-47_session_15_D15:13,"(james, introduce, john)"
conv-47_session_15_D15:15,"(james, indicate, just_the_willingness_to_help_people)"
conv-47_session_15_D15:16,"(john, express, a_desire_to_help_people_and_make_the)"
conv-47_session_15_D15:17,"(james, make, a_positive_impact_on_the_world)"
conv-47_session_15_D15:18,"(john, make, a_positive_impact_with_james_'s_support)"
conv-47_session_15_D15:3,"(james, take, a_great_photo_of_his_pets_bonding_together)"
conv-47_session_15_D15:6,"(john, contemplate, his_career_and_desires)"
conv-47_session_15_D15:8,"(john, consider, consider)"
conv-47_session_15_D15:9,"(james, volunteer, last_month)"
conv-47_session_16_D16:1,"(james, win, an_online_gaming_tournament)"
conv-47_session_16_D16:10,"(john, ask, james)"
conv-47_session_16_D16:13,"(james, plan, plan)"
conv-47_session_16_D16:14,"(john, wait, wait)"
conv-47_session_16_D16:4,"(john, balance, personal_and_professional_life)"
conv-47_session_16_D16:5,"(james, try, try)"
conv-47_session_16_D16:8,"(john, relax, relax)"
conv-47_session_16_D16:9,"(james, enjoy, reading); (james, buy, air_tickets)"
conv-47_session_17_D17:1,"(john, start, start)"
conv-47_session_17_D17:10,"(john, receive, advice); (james, share, advice_with_john)"
conv-47_session_17_D17:13,"(john, relate, to_skateboarding)"
conv-47_session_17_D17:18,"(james, teach, that)"
conv-47_session_17_D17:2,"(james, play, chess)"
conv-47_session_17_D17:21,"(john, express, the_importance_of_friendship_and)"
conv-47_session_17_D17:22,"(james, travel, to_the_city_of_nuuk)"
conv-47_session_17_D17:28,"(james, spend, time)"
conv-47_session_17_D17:30,"(james, enjoy, enjoy)"
conv-47_session_17_D17:31,"(john, value, their_support)"
conv-47_session_17_D17:5,"(john, play, chess)"
conv-47_session_17_D17:7,"(john, enhance, decision_making_skills)"
conv-47_session_18_D18:1,"(john, leave, his_it_job)"
conv-47_session_18_D18:11,"(john, value, value)"
conv-47_session_18_D18:14,"(james, take, his_puppy)"
conv-47_session_18_D18:18,"(james, care, for_his_pets)"
conv-47_session_18_D18:7,"(john, start, with_cs_:)"
conv-47_session_19_D19:1,"(john, thank, him)"
conv-47_session_19_D19:12,"(james, take, his_three_dogs)"
conv-47_session_19_D19:14,"(james, consider, consider)"
conv-47_session_19_D19:3,"(john, start, start); (john, consider, consider)"
conv-47_session_19_D19:5,"(john, hook, the_witcher_3_""_,_where_he_enjoys)"
conv-47_session_19_D19:8,"(james, share, a_picture)"
conv-47_session_19_D19:9,"(john, take, an_initiative)"
conv-47_session_1_D1:11,"(john, suggest, the_idea_of_developing_mobile_applications_together_in)"
conv-47_session_1_D1:14,"(james, plan, plan)"
conv-47_session_1_D1:20,"(james, work, on_a_project)"
conv-47_session_1_D1:35,"(john, show, interest_in_vr_gaming)"
conv-47_session_1_D1:6,"(james, try, try)"
conv-47_session_1_D1:7,"(john, sign, for_a_programming_class)"
conv-47_session_1_D1:8,"(james, work, with_python_and_c++)"
conv-47_session_20_D20:1,"(john, join, an_online_programming_group)"
conv-47_session_20_D20:11,"(john, use, a_powerful_graphics_card_for_intense_games)"
conv-47_session_20_D20:12,"(james, host, a_gaming_marathon_with_friends)"
conv-47_session_20_D20:17,"(john, organize, a_gaming_night)"
conv-47_session_20_D20:5,"(john, work, on_a_project)"
conv-47_session_20_D20:7,"(john, start, start)"
conv-47_session_20_D20:8,"(james, play, that)"
conv-47_session_20_D20:9,"(john, buy, new_devices)"
conv-47_session_21_D21:13,"(james, suggest, suggest)"
conv-47_session_21_D21:16,"(john, prefer, light_beers)"
conv-47_session_21_D21:18,"(john, agree, agree)"
conv-47_session_21_D21:2,"(john, help, his_younger_siblings_with_programming)"
conv-47_session_21_D21:3,"(james, name, ned)"
conv-47_session_21_D21:6,"(john, work, on_a_coding_project_with_his_siblings_involving_a_text___based_adventure_game)"
conv-47_session_21_D21:9,"(james, create, a_strategy_game_similar_to_civilization)"
conv-47_session_22_D22:1,"(james, finish, a_unity_strategy_game_that_he_put_a)"
conv-47_session_22_D22:10,"(john, teach, his_siblings_coding)"
conv-47_session_22_D22:12,"(john, start, with_basic_games_and_stories_in_their_coding_journey)"
conv-47_session_22_D22:14,"(john, learn, coding)"
conv-47_session_22_D22:18,"(john, go, through_some_difficult_times)"
conv-47_session_22_D22:5,"(james, play, strategy_games_like_civilization_and_total_war_,)"
conv-47_session_22_D22:7,"(james, create, the_game_challenging)"
conv-47_session_22_D22:9,"(james, learn, learn)"
conv-47_session_23_D23:1,"(james, ask, samantha)"
conv-47_session_23_D23:13,"(james, sign, for_a_cooking_class); (james, make, a_great_omelette)"
conv-47_session_23_D23:15,"(james, cost, $_10_per_class); (james, learn, learn)"
conv-47_session_23_D23:2,"(john, start, start)"
conv-47_session_23_D23:3,"(james, find, find)"
conv-47_session_23_D23:8,"(john, buy, new_gaming_equipment_including_headphones_from_sennheiser_and)"
conv-47_session_24_D24:1,"(john, get, into_board_games)"
conv-47_session_24_D24:12,"(james, relate, to_his_castle_dream)"
conv-47_session_24_D24:13,"(john, use, use)"
conv-47_session_24_D24:14,"(james, use, use)"
conv-47_session_24_D24:15,"(john, use, use)"
conv-47_session_24_D24:17,"(john, jam, with_friends)"
conv-47_session_24_D24:2,"(james, start, start)"
conv-47_session_24_D24:20,"(james, start, streaming_games)"
conv-47_session_24_D24:4,"(james, get, ideas)"
conv-47_session_24_D24:6,"(james, lead, to_interesting_thoughts)"
conv-47_session_24_D24:9,"(james, base, on_a_dream_he_had_about_a_medieval_castle_with_puzzles_and_traps)"
conv-47_session_25_D25:10,"(james, offer, offer)"
conv-47_session_25_D25:13,"(john, use, resources)"
conv-47_session_25_D25:14,"(james, recommend, a_magazine)"
conv-47_session_25_D25:15,"(john, read, a_magazine_with_tutorials_,_interviews_with_developers)"
conv-47_session_25_D25:18,"(james, find, find)"
conv-47_session_25_D25:21,"(john, push, push)"
conv-47_session_25_D25:22,"(james, advise, john)"
conv-47_session_25_D25:3,"(john, start, a_new_startup_focusing_on_portable_smokers)"
conv-47_session_25_D25:4,"(james, receive, positive_feedback)"
conv-47_session_25_D25:7,"(john, achieve, a_major_career_milestone)"
conv-47_session_25_D25:9,"(john, has_memory, John_game_2D_adventure_game)"
conv-47_session_26_D26:1,"(john, receive, an_email)"
conv-47_session_26_D26:10,"(james, play, cyberpunk_2077)"
conv-47_session_26_D26:3,"(john, combine, his_love)"
conv-47_session_26_D26:5,"(john, share, his_knowledge)"
conv-47_session_26_D26:8,"(james, use, it)"
conv-47_session_27_D27:1,"(john, organize, an_online_competition)"
conv-47_session_27_D27:10,"(james, create, more_enjoyable_experiences)"
conv-47_session_27_D27:11,"(john, assure, james)"
conv-47_session_27_D27:12,"(james, support, james)"
conv-47_session_27_D27:14,"(james, value, john_'s_support_and_friendship)"
conv-47_session_27_D27:2,"(james, create, create)"
conv-47_session_27_D27:3,"(john, has_memory, John_James_game_development_effort); (john, express, excitement_about_james_releasing_his_first_game_for)"
conv-47_session_27_D27:4,"(james, fulfil, fulfil)"
conv-47_session_27_D27:5,"(john, create, his_game)"
conv-47_session_27_D27:6,"(james, inspire, inspire)"
conv-47_session_27_D27:8,"(james, express, a_desire_to_create_more_games_in_different)"
conv-47_session_27_D27:9,"(john, encourage, james)"
conv-47_session_28_D28:12,"(john, plan, plan)"
conv-47_session_28_D28:14,"(john, try, new_programming_techniques_and_ideas)"
conv-47_session_28_D28:16,"(john, share, resources_and_tutorials)"
conv-47_session_28_D28:21,"(james, play, on_his_mother_'s_friend_'s_console)"
conv-47_session_28_D28:25,"(james, play, super_mario_and_the_legend_of_zelda)"
conv-47_session_28_D28:27,"(james, try, cyberpunk_2077)"
conv-47_session_28_D28:3,"(james, lose, power); (james, appreciate, the_creativity_and_complexity_of_games)"
conv-47_session_28_D28:30,"(john, advise, james)"
conv-47_session_28_D28:32,"(john, remind, james)"
conv-47_session_28_D28:6,"(john, organize, a_programming_seminar_which_had_a_great_turnout)"
conv-47_session_28_D28:8,"(john, enjoy, enjoy)"
conv-47_session_29_D29:1,"(john, organize, a_gaming_tournament_with_his_friends); (john, raise, a_decent_amount_of_money)"
conv-47_session_29_D29:12,"(james, has_memory, McGee_bar_criterion_James_Samantha)"
conv-47_session_29_D29:3,"(john, organize, the_tournament_and_playing_games)"
conv-47_session_29_D29:5,"(john, capture, the_hyped_atmosphere)"
conv-47_session_29_D29:8,"(james, decide, decide)"
conv-47_session_2_D2:1,"(james, create, a_game_avatar)"
conv-47_session_2_D2:10,"(john, use, a_metal_detector)"
conv-47_session_2_D2:12,"(john, bottle, caps)"
conv-47_session_2_D2:17,"(james, have, two_dogs_who_he_has_done_lots_of)"
conv-47_session_2_D2:18,"(john, express, interest_in_getting_a_pet_in_the_future)"
conv-47_session_2_D2:19,"(james, offer, offer)"
conv-47_session_2_D2:5,"(james, provide, relaxation_and_escape_from_stress)"
conv-47_session_2_D2:7,"(james, see, games)"
conv-47_session_2_D2:9,"(james, explore, different_styles_of_gaming_lately_to_try_something)"
conv-47_session_30_D30:1,"(james, start, a_road_trip_with_his_family_and_dogs)"
conv-47_session_30_D30:10,"(john, recommend, recommend)"
conv-47_session_30_D30:14,"(john, hook, a_football_game_that_allows_playing_online_with)"
conv-47_session_30_D30:15,"(james, try, a_new_gaming_genre)"
conv-47_session_30_D30:18,"(john, suggest, suggest)"
conv-47_session_30_D30:4,"(john, win, the_regional_chess_tournament)"
conv-47_session_30_D30:8,"(john, involve, involve)"
conv-47_session_31_D31:1,"(james, visit, friends_josh_and_mark)"
conv-47_session_31_D31:11,"(james, visit, an_animal_sanctuary_on_the_road_trip)"
conv-47_session_31_D31:13,"(james, have, three_dogs_at_home)"
conv-47_session_31_D31:14,"(john, have, a_dog)"
conv-47_session_31_D31:2,"(john, work, with_a_game_developer_on_a_project)"
conv-47_session_31_D31:20,"(john, appreciate, the_positivity_and_happiness_that_dogs_bring_to)"
conv-47_session_31_D31:22,"(john, name, luna)"
conv-47_session_31_D31:6,"(john, release, a_demo_of_the_online_board_game)"
conv-47_session_3_D3:1,"(john, advance, to_the_next_level_,_which_was_a_huge_confidence_booster_for_him)"
conv-47_session_3_D3:15,"(john, hit, new_goals)"
conv-47_session_3_D3:18,"(james, get, into_different_types_of_games)"
conv-47_session_3_D3:3,"(john, play, drums)"
conv-47_session_3_D3:8,"(james, enjoy, enjoy)"
conv-47_session_4_D4:1,"(john, ask, james)"
conv-47_session_4_D4:11,"(john, ask, james)"
conv-47_session_4_D4:12,"(james, remember, remember)"
conv-47_session_4_D4:13,"(john, discuss, the_importance_of_communication_and_teamwork_in_gaming)"
conv-47_session_4_D4:14,"(james, communicate, with_his_team)"
conv-47_session_4_D4:15,"(john, ask, james)"
conv-47_session_4_D4:16,"(james, enjoy, enjoy)"
conv-47_session_4_D4:19,"(john, inquire, inquire)"
conv-47_session_4_D4:2,"(james, join, an_online_gaming_tournament)"
conv-47_session_4_D4:20,"(james, try, new_games_like_rpgs_and_mobas)"
conv-47_session_4_D4:24,"(james, plan, plan)"
conv-47_session_4_D4:3,"(john, inquire, about_james_'_performance_in_the_online_gaming_tournament)"
conv-47_session_4_D4:6,"(james, participate, in_the_final_rounds_of_the_online_gaming_tournament)"
conv-47_session_4_D4:7,"(john, ask, james)"
conv-47_session_4_D4:8,"(james, meet, the_whole_team_of_a_famous_player_at)"
conv-47_session_5_D5:1,"(james, adopt, a_pup_from_a_shelter)"
conv-47_session_5_D5:4,"(john, play, a_new_rpg_that_transports_players_to_a)"
conv-47_session_5_D5:6,"(john, find, find)"
conv-47_session_6_D6:1,"(john, meet, three_new_friends)"
conv-47_session_6_D6:11,"(john, enjoy, enjoy)"
conv-47_session_6_D6:12,"(james, visit, italy_,_turkey_,_and_mexico)"
conv-47_session_6_D6:15,"(john, visit, japan)"
conv-47_session_6_D6:16,"(james, express, an_interest_in_traveling_together_with_john_to)"
conv-47_session_6_D6:2,"(james, work, on_a_programming_project_combining_gaming_with_programming)"
conv-47_session_6_D6:6,"(james, see, see)"
conv-47_session_7_D7:11,"(john, do, do)"
conv-47_session_7_D7:13,"(john, work, on_a_difficult_coding_project_that_he_finds_frustrating_and_is_struggling_to_make_progress_on)"
conv-47_session_7_D7:18,"(james, offer, assistance)"
conv-47_session_7_D7:2,"(john, take, his_dogs)"
conv-47_session_7_D7:6,"(james, enjoy, enjoy)"
conv-47_session_7_D7:8,"(james, clear, his_head_and_chilling)"
conv-47_session_8_D8:10,"(john, face, challenges_figuring_out_how_to_get_payments_on)"
conv-47_session_8_D8:11,"(james, buy, an_adventure_book_with_fantasy_novels_and_cool)"
conv-47_session_8_D8:14,"(john, recommend, the_novel_""_the_name_of_the_wind)"
conv-47_session_8_D8:17,"(james, lie, lie)"
conv-47_session_8_D8:2,"(john, take, freelance_programming)"
conv-47_session_8_D8:20,"(john, play, the_game_ac_valhalla)"
conv-47_session_8_D8:21,"(james, try, some_strategy_games); (james, play, the_game_ac_valhalla)"
conv-47_session_8_D8:23,"(james, play, a_turn_based_strategy_game_where_you_manage)"
conv-47_session_8_D8:29,"(james, play, the_turn_based_strategy_game)"
conv-47_session_8_D8:36,"(john, play, among_us_,_a_game_where_players_figure_out_who_the_impostors_are)"
conv-47_session_8_D8:4,"(john, work, on_a_website_for_a_local_small_business_,_which_is_his_first_professional_project_outside_of_class)"
conv-47_session_9_D9:10,"(james, enjoy, enjoy)"
conv-47_session_9_D9:11,"(john, has_memory, John_type_pet_James)"
conv-47_session_9_D9:14,"(james, find, joy_and_loyalty)"
conv-47_session_9_D9:16,"(james, come, from_his_pets_,_computer_games_,_travel_,_and_pizza)"
conv-47_session_9_D9:18,"(james, pepperoni, for_its_spicy_salami_and_cheese_combination)"
conv-47_session_9_D9:19,"(john, love, hawaiian_pizza_for_its_sweet_and_salty_combination)"
conv-47_session_9_D9:20,"(james, like, cheese_pizza_and_prosciutto)"
conv-47_session_9_D9:22,"(james, recommend, prosciutto_pizza)"
conv-47_session_9_D9:4,"(james, face, a_bug_in_his_project_that_messed_up)"
conv-47_session_9_D9:9,"(john, watch, movies); (john, enjoy, enjoy)"
