memory_id,entities,relations,keywords
conv-50_session_12_D12:6,,,
conv-50_session_12_D12:7,calvin,see,"always, amazing, aww, back, beauty, best, calvin, car, cars, cool, dave, dealership, dedication, ferrari, fun, hard, inspires, look, lot, material"
conv-50_session_12_D12:8,,,
conv-50_session_12_D12:9,,,
conv-50_session_13_D13:1,"car, dave, mod, workshop",pick,"ages, better, calvin, car, cars, dave, get, gonna, got, guess, hey, learn, look, mod, new, picked, right, something, working, workshop"
conv-50_session_13_D13:10,"attention, dave",value,"attention, dave, detail, great, put, really, work"
conv-50_session_13_D13:11,,,
conv-50_session_13_D13:12,,,
conv-50_session_13_D13:13,"dave, see",see,"art, customizing, dave, like, see, showing, style, wheels, work, yeah"
conv-50_session_13_D13:14,"calvin, dave",encourage,"bud, calvin, coming, cool, dave, enthusiasm, everything, excited, hard, keep, new, next, problem, see, show, stuff, work"
conv-50_session_13_D13:15,"dave, help",offer,"amazing, appreciate, awesome, believe, calvin, check, cheers, coming, cool, dave, gonna, hand, hard, help, high, keep, know, let, music, need"
conv-50_session_13_D13:16,"calvin, mention",mention,"busy, calvin, dave, dude, great, keep, mention, mind, moment, music, offer, stuff, super, thanks, work"
conv-50_session_13_D13:17,,,
conv-50_session_13_D13:18,"calvin, dave, encouragement",appreciate,"calvin, care, dave, encouragement, hard, keep, making, music, take, thanks, working"
conv-50_session_13_D13:19,,,
conv-50_session_13_D13:2,,,
conv-50_session_13_D13:3,,,
conv-50_session_13_D13:4,,,
conv-50_session_13_D13:5,,,
conv-50_session_13_D13:6,,,
conv-50_session_13_D13:7,"body, car, classic, dave, modifications, muscle",learn,"body, car, challenge, classic, dave, engine, fun, giving, learning, modern, modifications, muscle, suspension, swaps, twist, working"
conv-50_session_13_D13:8,,,
conv-50_session_13_D13:9,"aim, dave",aim,"aim, calvin, car, classic, dave, happy, modern, muscle, really, style, thanks, vibe, wanted, yeah"
conv-50_session_14_D14:1,"car, dave, francisco, restoration, san, workshop",attend,"cal, car, cool, dave, dedicated, different, dive, francisco, go, going, got, happened, hey, inspiring, into, last, passionate, people, really, restoration"
conv-50_session_14_D14:10,"calvin, joy",spread,"art, buzzing, calvin, going, joy, like, make, moments, motivated, project, proud, spreading, yeah"
conv-50_session_14_D14:11,"dave, work",work,"beat, beauty, car, cool, dave, go, going, great, mess, pic, pretty, project, real, restoring, seeing, work, yeah"
conv-50_session_14_D14:12,,,
conv-50_session_14_D14:13,"aim, dave",aim,"aim, calvin, crossed, dave, elbow, end, fingers, fixed, grease, lots, month, next, thanks, transformation, worth"
conv-50_session_14_D14:14,,,
conv-50_session_14_D14:15,,,
conv-50_session_14_D14:16,,,
conv-50_session_14_D14:2,,,
conv-50_session_14_D14:3,,,
conv-50_session_14_D14:4,"artist, calvin, known, well",tour,"amazing, artist, audience, calvin, come, connecting, dream, ended, experience, explore, feeling, japan, know, known, like, new, opportunity, performing, place, show"
conv-50_session_14_D14:5,,,
conv-50_session_14_D14:6,"audience, calvin, eager, tokyo",perform,"along, audience, awesome, calvin, dave, eager, everyone, into, magical, moment, one, played, sang, show, songs, thanks, tokyo"
conv-50_session_14_D14:7,,,
conv-50_session_14_D14:8,,,
conv-50_session_14_D14:9,,,
conv-50_session_15_D15:1,dave,enjoy,"calvin, card, dave, friday, friends, fun, great, hey, last, laughed, look, much, night, photo, take, talked, time"
conv-50_session_15_D15:10,"calvin, end",end,"boston, calvin, dave, end, ends, even, heading, maybe, meet, noticed, performance, someone, soon, together, tour, wild, working, yeah"
conv-50_session_15_D15:11,,,
conv-50_session_15_D15:12,"calvin, discussing, evolving, industry, podcast, rap, rapidly",record,"almost, calvin, catch, course, dave, discuss, discussing, evolving, forgot, friends, industry, podcast, rap, rapidly, recorded, wait, yesterday"
conv-50_session_15_D15:13,"anticipation, calvin, dave, listening, podcast",express,"anticipation, calvin, dave, fantastic, forward, great, industry, keep, learning, listening, looking, podcast, rap, sounds, work"
conv-50_session_15_D15:14,,,
conv-50_session_15_D15:15,,,
conv-50_session_15_D15:2,"calvin, collaboration, continuing, dave, deal, excitement, frank, ocean","express, score","always, blast, calvin, card, collaboration, come, continue, continuing, dave, deal, describe, dream, excitement, finally, frank, friends, fun, great, guess, happy"
conv-50_session_15_D15:3,,,
conv-50_session_15_D15:4,"calvin, dave, frank, ocean, opportunity","comment, meet","arranged, calvin, clicked, dave, festival, frank, great, ideas, mansion, meet, meeting, music, ocean, opportunity, recorded, sharing, song, speaking, studio, thanks"
conv-50_session_15_D15:5,"calvin, dave, description",base,"calvin, dave, description, experience, incredible, like, sounds, tokyo, wow"
conv-50_session_15_D15:6,"calvin, tokyo",describe,"amazing, buzzing, calvin, city, crowd, dave, energy, experience, festival, fuel, incredible, like, lively, look, photo, soul, tokyo"
conv-50_session_15_D15:7,,,
conv-50_session_15_D15:8,,,
conv-50_session_15_D15:9,dave,hear,"any, blast, collaborations, come, concerts, dave, know, like, performance, sounds, upcoming"
conv-50_session_16_D16:1,,,
conv-50_session_16_D16:10,,,
conv-50_session_16_D16:11,"calvin, creative, dave, endeavors, music, support",express,"any, anything, calvin, creative, dave, else, endeavors, excited, forward, help, know, let, location, looking, music, need, props, see, support, vibe"
conv-50_session_16_D16:12,,,
conv-50_session_16_D16:13,"artistic, dave, different, guitar, shows, styles",mention,"artistic, dave, different, fuel, great, guitar, hand, ideas, know, lend, let, love, photo, remember, sent, shows, styles, sure"
conv-50_session_16_D16:14,"art, calvin, love, sea",represent,"art, artist, calvin, custom, dave, favorites, friend, got, japanese, love, made, octopus, one, remember, represents, sea, yes"
conv-50_session_16_D16:15,,,
conv-50_session_16_D16:16,,,
conv-50_session_16_D16:17,,,
conv-50_session_16_D16:18,,,
conv-50_session_16_D16:19,,,
conv-50_session_16_D16:2,,,
conv-50_session_16_D16:20,,,
conv-50_session_16_D16:21,,,
conv-50_session_16_D16:22,,,
conv-50_session_16_D16:23,,,
conv-50_session_16_D16:24,"calvin, music, style, value",memory,"appreciate, calvin, dave, great, hear, music, really, something, stay, style, thanks, true, trying, unique, value"
conv-50_session_16_D16:25,,,
conv-50_session_16_D16:3,,,
conv-50_session_16_D16:4,"big, calvin, performed, tour",complete,"big, calvin, come, dream, energy, felt, incredible, performed, performing, seriously, stage, surreal, top, tour, true, world"
conv-50_session_16_D16:5,,,
conv-50_session_16_D16:6,"calvin, start",start,"album, calvin, check, cool, great, last, look, new, shooting, start, started, video, wait, weekend"
conv-50_session_16_D16:7,,,
conv-50_session_16_D16:8,,,
conv-50_session_16_D16:9,,,
conv-50_session_17_D17:1,"car, dave, insights, knowledge, modification",come,"around, back, calvin, came, car, changing, dave, francsico, giving, great, hey, insights, knowledge, lately, life, modification, new, old, san, satisfying"
conv-50_session_17_D17:10,,,
conv-50_session_17_D17:2,,,
conv-50_session_17_D17:3,"car, dave, someone, things",fix,"better, car, dave, difference, feels, fix, fixing, gives, great, like, making, plus, purpose, really, rewarding, seeing, sense, someone, stuff, things"
conv-50_session_17_D17:4,,,
conv-50_session_17_D17:5,"dave, difference, feeling, making, seeing",enjoy,"car, dave, difference, feeling, feels, fixed, good, great, make, makes, making, proud, really, relief, see, seeing, yeah"
conv-50_session_17_D17:6,"calvin, flight, ticket",book,"awesome, booked, boston, bringing, buddy, calvin, dave, excited, flight, joy, last, look, others, proud, really, see, soon, ticket, trip, upcoming"
conv-50_session_17_D17:7,"calvin, plan",plan,"boston, calvin, catch, cool, free, know, let, plan"
conv-50_session_17_D17:8,,,
conv-50_session_17_D17:9,,,
conv-50_session_18_D18:1,"album, calvin",release,"11th, album, back, calvin, crazy, dave, dropped, everyone, feeling, finally, get, going, hey, keep, long, loving, motivated, since, sorry, talked"
conv-50_session_18_D18:10,"calvin, dave",offer,"around, awesome, best, blast, calvin, cars, check, cool, dave, ever, garage, gonna, keep, live, love, make, memories, music, rockin, see"
conv-50_session_18_D18:11,,,
conv-50_session_18_D18:12,,,
conv-50_session_18_D18:13,,,
conv-50_session_18_D18:14,,,
conv-50_session_18_D18:15,,,
conv-50_session_18_D18:16,,,
conv-50_session_18_D18:2,,,
conv-50_session_18_D18:3,,,
conv-50_session_18_D18:4,"calvin, career, dave, music",memory,"awesome, calvin, career, chasing, dave, difference, dreams, feeling, gets, great, keep, makes, motivating, music, must, noticed, positive, really, work"
conv-50_session_18_D18:5,"calvin, feedback, positive, story","appreciate, share","calvin, difference, exciting, feedback, get, getting, gives, going, got, into, journey, keep, like, making, moments, music, people, positive, reach, remind"
conv-50_session_18_D18:6,"calvin, dave, music",appreciate,"anything, calvin, come, coming, dave, exciting, long, music, next, since, started, talking, way, wow"
conv-50_session_18_D18:7,"calvin, tour",go,"brand, calvin, cool, dave, excited, explore, future, grow, happening, lots, next, see, store, stuff, thanks, tour, wait"
conv-50_session_18_D18:8,,,
conv-50_session_18_D18:9,,,
conv-50_session_19_D19:1,"concert, dave, fun, jamming, rock, session",attend,"amazing, atmosphere, attend, band, blast, boston, calvin, concert, cool, dave, flowing, fun, got, hey, jamming, kept, last, long, look, much"
conv-50_session_19_D19:10,"calvin, cars, dave, fixing, talent",appreciate,"art, awesome, calvin, cars, dave, fixing, good, happy, inspiring, keep, people, seeing, talent, thanks, work"
conv-50_session_19_D19:11,,,
conv-50_session_19_D19:12,,,
conv-50_session_19_D19:2,,,
conv-50_session_19_D19:3,,,
conv-50_session_19_D19:4,,,
conv-50_session_19_D19:5,,,
conv-50_session_19_D19:6,"calvin, inspire",inspire,"anyone, calvin, car, favorites, going, hobby, inspire, last, love, matter, mentioned, one, ratatouille, says, talked, thanks, time"
conv-50_session_19_D19:7,"car, dave, vintage",restore,"awesome, beauty, calvin, car, dave, final, look, pic, restoring, result, take, thanks, vintage"
conv-50_session_19_D19:8,,,
conv-50_session_19_D19:9,"dave, satisfy",satisfy,"back, brought, calvin, dave, especially, finished, hard, life, makes, people, product, reactions, satisfy, satisfying, see, thanks, work, worth"
conv-50_session_1_D1:1,,,
conv-50_session_1_D1:10,,,
conv-50_session_1_D1:11,"calvin, japan",stay,"agent, awesome, calvin, found, japan, place, thankful, wow"
conv-50_session_1_D1:12,,,
conv-50_session_1_D1:13,"calvin, plan",plan,"area, calvin, city, collaborate, cuisines, different, explore, local, musicians, perhaps, plan, planning, try"
conv-50_session_1_D1:14,,,
conv-50_session_1_D1:15,"boston, calvin",head,"boston, calvin, gonna, japan, months, wait"
conv-50_session_1_D1:16,"dave, lots, time",spend,"beautiful, calming, dave, great, lately, lots, park, return, spending, time, trip, wait"
conv-50_session_1_D1:17,,,
conv-50_session_1_D1:18,,,
conv-50_session_1_D1:19,,,
conv-50_session_1_D1:2,"awesome, car, dave, event",attend,"anything, attended, awe, awesome, calvin, car, cars, classic, dave, even, event, exciting, fascinating, going, happening, hear, hey, inspiring, last, lately"
conv-50_session_1_D1:3,"big, calvin, change, life",,"big, calvin, change, cool, event, exciting, great, happened, huh, life, mansion, new, pretty, really, something, sounds"
conv-50_session_1_D1:4,,,
conv-50_session_1_D1:5,"calvin, culture, japanese",learn,"calvin, chance, culture, excited, expand, get, japanese, learn"
conv-50_session_1_D1:6,,,
conv-50_session_1_D1:7,"calvin, fascinate",fascinate,"calvin, culture, fascinate, fascinated, get, never, taste, traditions, wait"
conv-50_session_1_D1:8,,,
conv-50_session_1_D1:9,,,
conv-50_session_20_D20:1,"dave, mustang, vintage",involve,"calvin, car, catch, dave, disappointing, engine, fixed, good, heard, hey, look, much, mustang, noise, project, putting, started, take, thought, time"
conv-50_session_20_D20:10,"calvin, music",jam,"awesome, calvin, let, music, yeah"
conv-50_session_20_D20:11,"awesome, calvin, dave, jam, session",,"awesome, calvin, crank, dave, jam, music, session, stoked, wait"
conv-50_session_20_D20:12,,,
conv-50_session_20_D20:13,,,
conv-50_session_20_D20:14,,,
conv-50_session_20_D20:15,,,
conv-50_session_20_D20:16,"calvin, something, special",create,"calvin, count, create, see, something, soon, special, wait"
conv-50_session_20_D20:17,,,
conv-50_session_20_D20:2,"calvin, hard, picture, symbolizes, work",share,"calvin, car, cars, check, come, dave, dedication, disappointing, far, fixing, hard, hear, hey, into, looking, much, must, pic, picture, putting"
conv-50_session_20_D20:3,"dave, dedication, hard, work",appreciate,"any, bet, calvin, dave, dedication, definitely, feel, great, hard, hits, look, love, memories, proud, really, special, sunlight, symbol, thanks, way"
conv-50_session_20_D20:4,"calvin, choices, life, long","long, reflect","already, amazing, appreciate, back, blowing, calvin, choices, chosen, cool, culture, dave, day, decisions, drive, everything, experience, freedom, go, hair, hard"
conv-50_session_20_D20:5,"dave, memories, moments, reflection","bring, enjoy","any, awesome, back, best, bring, calvin, childhood, dave, feeling, freedom, hey, interesting, journey, makes, memories, moment, moments, productive, reflection, songs"
conv-50_session_20_D20:6,"california, called, calvin, dr, dre, love, song, tupac",associate,"along, always, california, called, calvin, dad, dr, dre, fun, love, makes, much, one, played, road, singing, smile, song, trip, tupac"
conv-50_session_20_D20:7,,,
conv-50_session_20_D20:8,,,
conv-50_session_20_D20:9,"calvin, dave, jamming, music, together",suggest,"cal, california, calvin, classic, dave, great, jam, jamming, know, let, love, music, sounds, together, wanna"
conv-50_session_21_D21:1,"artists, boston, calvin, incredible",meet,"artists, boston, calvin, collaborate, dave, exciting, experience, hey, incredible, individual, inspiring, met, music, new, stoked, styles, talked, together, working, yesterday"
conv-50_session_21_D21:10,,,
conv-50_session_21_D21:11,,,
conv-50_session_21_D21:12,"dave, hard, work",value,"awesome, calvin, dave, development, hard, pay, progress, projects, really, seeing, sure, work"
conv-50_session_21_D21:13,"calvin, goals",achieve,"awesome, calvin, dedication, definitely, goals, growth, hard, key, potential, progress, reaching, see, work, yeah"
conv-50_session_21_D21:14,,,
conv-50_session_21_D21:15,,,
conv-50_session_21_D21:16,,,
conv-50_session_21_D21:17,,,
conv-50_session_21_D21:18,,,
conv-50_session_21_D21:2,,,
conv-50_session_21_D21:3,"calvin, work",work,"any, artists, awesome, calvin, check, chill, dave, final, fit, friend, got, great, help, hey, hobbies, knew, love, mutual, project, relax"
conv-50_session_21_D21:4,"cars, dave, relaxing, therapeutic",work,"back, bad, calvin, car, cars, come, dave, ford, found, great, helps, junkyard, knew, life, looks, mustang, potential, really, relax, relaxing"
conv-50_session_21_D21:5,,,
conv-50_session_21_D21:6,"back, bringing, car, dave, old, satisfaction",express,"awesome, back, bring, bringing, calvin, car, check, dave, hey, life, lot, old, photo, put, restoring, result, satisfaction, satisfying, work"
conv-50_session_21_D21:7,"back, bringing, calvin, life, satisfaction, something",express,"back, bring, bringing, calvin, granted, greatly, life, opportunity, privileged, satisfaction, satisfying, something"
conv-50_session_21_D21:8,"dave, grease",stain,"dave, day, end, garage, grease, hands, permanently, result, satisfying, see, stained, worth, wow"
conv-50_session_21_D21:9,,,
conv-50_session_22_D22:1,"car, dave, show",go,"around, awesome, beautiful, calvin, car, cars, cool, dave, friday, fun, got, hey, last, look, machines, many, mess, mods, much, saw"
conv-50_session_22_D22:10,,,
conv-50_session_22_D22:11,,,
conv-50_session_22_D22:12,"calvin, support",support,"always, boost, calvin, dave, give, great, support, yeah"
conv-50_session_22_D22:13,,,
conv-50_session_22_D22:14,,,
conv-50_session_22_D22:2,"awesome, calvin, cars, dave, garage",check,"awesome, calvin, cars, check, dave, garage, hey, into, rush, sounds, wait"
conv-50_session_22_D22:3,"dave, restore",restore,"added, custom, dave, exhaust, got, great, looks, modified, one, performance, proud, really, restore, restored, sound, sweet, thanks, turned, upgrades, yeah"
conv-50_session_22_D22:4,"calvin, dave",admire,"calvin, dave, impressive, into, masterpiece, really, turned, wow"
conv-50_session_22_D22:5,"cars, dave, hours, involve","involve, spend, work","away, awesome, broken, calvin, cars, dad, dave, effort, engines, enough, everyday, garage, get, hobby, hours, into, involve, job, like, little"
conv-50_session_22_D22:6,"calvin, dave, recognize",recognize,"amazing, back, bringing, broken, calvin, cars, dave, escape, feeling, goal, going, inspiring, keep, life, living, love, real, reality, really, recognize"
conv-50_session_22_D22:7,"dave, things",restore,"able, absolutely, accomplishment, awesome, calvin, dave, feeling, gives, goal, great, kid, like, love, loving, restoring, since, something, thanks, things, tough"
conv-50_session_22_D22:8,"calvin, dave",encourage,"awesome, best, calvin, chasing, come, dave, dreams, far, go, hard, keep, life, living, see, working"
conv-50_session_22_D22:9,"dave, find",find,"calvin, chasing, conversations, dave, dreams, find, going, hard, keep, like, lot, love, means, remind, thanks, working"
conv-50_session_23_D23:1,"car, dave, maintenance, shop",work,"bummed, cal, car, competing, crazy, dave, deal, effort, feel, feels, hey, kinda, know, like, made, maintenance, miss, months, much, nothing"
conv-50_session_23_D23:10,"calvin, enjoy",enjoy,"awesome, bet, calvin, connecting, cool, crowd, electric, energy, enjoy, fireworks, frank, great, heard, job, live, love, much, must, ocean, perform"
conv-50_session_23_D23:11,"dave, things",fix,"amazing, brings, broken, buzz, calvin, crowd, dave, feeling, fixing, keep, like, love, making, music, people, something, taking, things, together, way"
conv-50_session_23_D23:12,,,
conv-50_session_23_D23:13,,,
conv-50_session_23_D23:14,,,
conv-50_session_23_D23:15,,,
conv-50_session_23_D23:16,"calvin, ferrari, new",acquire,"beauty, calvin, dave, dreams, excited, ferrari, going, got, great, journeys, keep, know, last, lift, masterpiece, mon, mood, new, perhaps, photo"
conv-50_session_23_D23:17,,,
conv-50_session_23_D23:18,,,
conv-50_session_23_D23:2,"believing, calvin, importance, oneself",value,"believe, believing, calvin, dave, discouraging, feel, give, goes, hard, hear, hey, importance, keep, like, oneself, payoff, pushing, sorry, unnoticed, work"
conv-50_session_23_D23:3,,,
conv-50_session_23_D23:4,calvin,remind,"activities, always, around, back, break, calvin, come, favorite, feeling, get, goals, helpful, helps, motivated, passionate, people, recharge, rely, remind, setbacks"
conv-50_session_23_D23:5,"dave, festival, festivals, music","attend, enjoy","alive, amazing, approach, back, break, cal, crowd, dave, energy, felt, festival, festivals, fun, getting, goals, good, got, great, help, important"
conv-50_session_23_D23:6,,,
conv-50_session_23_D23:7,,,
conv-50_session_23_D23:8,,,
conv-50_session_23_D23:9,,,
conv-50_session_24_D24:1,"calvin, start",start,"amazing, awesome, calvin, connection, crowd, dave, days, energy, frank, happened, hey, look, lots, much, ocean, performed, since, stage, start, started"
conv-50_session_24_D24:10,,,
conv-50_session_24_D24:11,"calvin, tokyo",perform,"calvin, came, city, concert, dave, energy, felt, like, man, nuts, pic, taken, thanks, tokyo, whole"
conv-50_session_24_D24:12,"dave, dream",dream,"calvin, dave, dream, energy, ever, found, incredible, like, looks, making, online, pic, seems, someday, streets, tokyo, unbeatable, visited, visiting, wow"
conv-50_session_24_D24:13,,,
conv-50_session_24_D24:14,"culture, dave, food, people",explore,"alive, amazing, calvin, city, colorful, course, culture, dave, everything, experience, food, impressive, know, life, people, photo, take, tokyo, unforgettable, vibrant"
conv-50_session_24_D24:15,,,
conv-50_session_24_D24:16,,,
conv-50_session_24_D24:17,"calvin, plan",plan,"actually, back, calvin, cool, dave, ends, go, going, great, like, month, next, one, photo, places, plan, sometimes, tokyo, tour, view"
conv-50_session_24_D24:18,"calvin, dave",ask,"any, calvin, check, dave, excited, great, hear, really, specific, spots, tokyo, wow"
conv-50_session_24_D24:19,"calvin, crossing, shibuya, shinjuku",explore,"amazing, calvin, crossing, definitely, excited, explore, food, like, look, night, photo, plus, shibuya, shinjuku, square, times, tokyo, try, wait, yeah"
conv-50_session_24_D24:2,"calvin, connection, crowd, dave, feels",acknowledge,"able, awesome, calvin, congrats, connection, crowd, dave, feel, feels, going, music, must, play, tour, unreal"
conv-50_session_24_D24:20,"bowl, dave, photo, ramen, tried",share,"better, boston, bowl, cool, dave, delicious, different, even, exploring, food, fun, great, much, photo, places, ramen, shibuya, shinjuku, spots, think"
conv-50_session_24_D24:21,"calvin, ramen",try,"awesome, calvin, dave, give, gonna, never, ramen, shot, supposed, thanks, tokyo, tried"
conv-50_session_24_D24:22,,,
conv-50_session_24_D24:23,,,
conv-50_session_24_D24:3,"calvin, collaborate",collaborate,"amazing, awesome, calvin, collaborate, come, crowd, dave, dream, energy, frank, great, jamming, ocean, thanks, tour, true"
conv-50_session_24_D24:4,,,
conv-50_session_24_D24:5,"calvin, chemistry, great, stage",,"august, away, calvin, check, chemistry, clicked, collaborate, festival, great, incredible, last, look, lucky, met, perfectly, photo, right, said, stage, started"
conv-50_session_24_D24:6,"calvin, frank, ocean, rock, tune",memory,"calvin, catch, clear, frank, ocean, rock, show, stage, tune, wait, wow"
conv-50_session_24_D24:7,,,
conv-50_session_24_D24:8,,,
conv-50_session_24_D24:9,,,
conv-50_session_25_D25:1,"calvin, conversation, dave, fame, impact, relationships",ponder,"awesome, calvin, chat, conversation, dave, day, fame, frank, hey, impact, job, juggling, life, must, ocean, personal, plus, pondering, relationships, struggles"
conv-50_session_25_D25:10,"calvin, go, inspires, people, struggles",listen,"calvin, capture, deeper, dig, feelings, go, inspired, inspires, into, made, music, people, really, recently, struggles, sure, try, yeah"
conv-50_session_25_D25:11,,,
conv-50_session_25_D25:12,calvin,express,"calvin, emotions, express, form, like, therapy, way, work, yeah"
conv-50_session_25_D25:13,"cars, dave",work,"back, calm, cars, connecting, dave, dirty, everything, express, garage, get, give, helps, like, little, look, music, oasis, one, outlet, place"
conv-50_session_25_D25:14,,,
conv-50_session_25_D25:15,"dave, start",start,"accomplishment, asked, began, broken, car, cars, dave, engineering, enjoyed, ever, fascinated, fix, found, garage, high, hooked, love, machines, made, neighbor"
conv-50_session_25_D25:16,,,
conv-50_session_25_D25:17,"car, dave",restore,"calvin, car, challenge, collector, dave, fun, last, look, new, project, quite, restored, sold, something, take, thanks, wonderful, working, year"
conv-50_session_25_D25:18,,,
conv-50_session_25_D25:19,,,
conv-50_session_25_D25:2,"calvin, crowd",connect,"balance, calvin, challenges, connecting, crowd, energizing, everything, fame, incredible, performing, tough, tour, trying, yeah"
conv-50_session_25_D25:20,"attention, dave",pay,"attention, car, crafted, dave, details, difference, great, like, make, makes, rap, really, sleek, something, song, stylish, well, yeah"
conv-50_session_25_D25:21,,,
conv-50_session_25_D25:22,"attention, calvin",pay,"artist, attention, average, calvin, create, dave, details, difference, extraordinary, makes, paying, small, something, want, without, yeah"
conv-50_session_25_D25:23,,,
conv-50_session_25_D25:24,,,
conv-50_session_25_D25:25,,,
conv-50_session_25_D25:26,,,
conv-50_session_25_D25:27,,,
conv-50_session_25_D25:28,,,
conv-50_session_25_D25:29,,,
conv-50_session_25_D25:3,,,
conv-50_session_25_D25:30,,,
conv-50_session_25_D25:31,,,
conv-50_session_25_D25:4,"calvin, joy",find,"calvin, day, demands, enjoy, get, joy, many, one, overwhelming, push, still, take, time"
conv-50_session_25_D25:5,,,
conv-50_session_25_D25:6,"calvin, everything, friends, helpful, managing, team",include,"calvin, everything, friends, helpful, keep, managing, really, strong, support, system, team, track, yeah"
conv-50_session_25_D25:7,"dave, perspectives",share,"cheers, conversation, cool, current, dave, different, events, good, hear, helps, important, informed, interacting, like, neighbors, nice, people, perspectives, politics, really"
conv-50_session_25_D25:8,,,
conv-50_session_25_D25:9,,,
conv-50_session_26_D26:1,"boston, calvin",visit,"boston, calvin, dave, eye, friend, fun, great, hey, high, long, opening, really, school, sights, talk, time, visited, yesterday"
conv-50_session_26_D26:10,,,
conv-50_session_26_D26:11,"calvin, value",value,"awesome, calvin, curious, dave, definitely, find, fulfilling, glad, happens, happy, journey, makes, motivating, next, see, something, together, us, value"
conv-50_session_26_D26:12,,,
conv-50_session_26_D26:13,,,
conv-50_session_26_D26:14,"calvin, dave, gratitude, mutual, support, towards",express,"calvin, dave, dreaming, go, got, gratitude, keep, mutual, passion, pursuing, see, soon, support, thanks, towards"
conv-50_session_26_D26:15,,,
conv-50_session_26_D26:2,"conference, dave, detroit",attend,"admiring, attended, blast, boston, btw, calvin, chilling, conference, cool, dave, detroit, favorites, good, great, hear, hey, learned, like, lot, much"
conv-50_session_26_D26:3,"architecture, calvin, history",appreciate,"advice, architecture, awesome, boston, calvin, conference, cool, detroit, experience, followed, good, hear, history, learned, lot, new, peaceful, really, things, time"
conv-50_session_26_D26:4,"cars, dave",work,"architecture, boston, calms, car, cars, dave, enjoyed, glad, got, great, head, history, latest, pic, project, takes, working"
conv-50_session_26_D26:5,"calvin, enjoy",enjoy,"awesome, calvin, car, cars, dave, engineering, enjoy, got, into, looks, love, making, models, new, powerful, totally"
conv-50_session_26_D26:6,"dave, impress",impress,"10, always, automotive, calvin, car, cool, crazy, dad, dave, ed, engineer, first, hooked, impress, learn, made, parts, powerful, show, small"
conv-50_session_26_D26:7,"calvin, dave, music, pursuit",memory,"admire, amazing, awesome, became, calvin, cars, check, dave, dreams, engineer, followed, happy, inspiring, keep, makes, music, performing, pic, pursuit, pushing"
conv-50_session_26_D26:8,,,
conv-50_session_26_D26:9,"calvin, perform",perform,"admire, calvin, come, crowd, dave, dream, energy, like, made, means, much, music, passion, perform, purpose, realize, someone, true, unreal"
conv-50_session_27_D27:1,"calvin, event, networking",go,"anything, artists, base, build, calvin, cool, dave, event, excited, fan, help, hey, last, lead, meet, met, networking, new, people, since"
conv-50_session_27_D27:10,dave,finish,"amazing, any, calvin, car, check, come, dave, everything, finished, great, hey, looks, music, photography, project, restoring, updates, wanna, well"
conv-50_session_27_D27:11,"calvin, finish",finish,"album, almost, amazing, awesome, calvin, car, catch, collaborations, dave, finish, finished, free, great, know, let, previews, project, recently, send, soon"
conv-50_session_27_D27:12,,,
conv-50_session_27_D27:13,,,
conv-50_session_27_D27:2,"dave, great, shots",take,"amazing, artists, calvin, cool, dave, getting, great, hey, into, like, networking, nice, photography, places, recently, see, seen, shots, taken"
conv-50_session_27_D27:3,,,
conv-50_session_27_D27:4,,,
conv-50_session_27_D27:5,,,
conv-50_session_27_D27:6,,,
conv-50_session_27_D27:7,,,
conv-50_session_27_D27:8,,,
conv-50_session_27_D27:9,,,
conv-50_session_28_D28:1,"calvin, party, small",throw,"album, amazing, calvin, crazy, dave, energizing, fam, friends, happening, hey, house, japanese, last, look, love, mansion, much, new, party, photo"
conv-50_session_28_D28:10,"blog, dave, story",share,"advice, asking, awesome, beast, blog, calvin, car, checking, dave, diy, great, hear, inspired, like, look, made, others, people, posted, projects"
conv-50_session_28_D28:11,,,
conv-50_session_28_D28:12,,,
conv-50_session_28_D28:13,,,
conv-50_session_28_D28:14,,,
conv-50_session_28_D28:15,,,
conv-50_session_28_D28:16,,,
conv-50_session_28_D28:17,,,
conv-50_session_28_D28:18,"appreciate, dave",appreciate,"appreciate, calvin, dave, effort, into, noticing, put, really, thanks"
conv-50_session_28_D28:19,,,
conv-50_session_28_D28:2,,,
conv-50_session_28_D28:20,,,
conv-50_session_28_D28:21,,,
conv-50_session_28_D28:22,,,
conv-50_session_28_D28:23,,,
conv-50_session_28_D28:24,,,
conv-50_session_28_D28:25,,,
conv-50_session_28_D28:26,,,
conv-50_session_28_D28:27,,,
conv-50_session_28_D28:28,,,
conv-50_session_28_D28:29,"calvin, work",work,"another, calvin, cozy, get, great, inspired, look, relaxation, relaxing, room, studio, take, tv, unwind, way, work, yeah"
conv-50_session_28_D28:3,"calvin, see",see,"awesome, calvin, celebrate, come, dave, everyone, feeling, look, photo, rewarding, see, seeing, showcasing, spent, super, thanks, time, together, wonderfully"
conv-50_session_28_D28:30,,,
conv-50_session_28_D28:31,"calvin, concerts, documentaries, music, tv, videos",watch,"artists, calvin, concerts, cool, creative, dave, documentaries, industry, inspiration, learn, music, others, plus, process, see, source, thanks, tv, usually, videos"
conv-50_session_28_D28:32,,,
conv-50_session_28_D28:33,,,
conv-50_session_28_D28:34,,,
conv-50_session_28_D28:35,,,
conv-50_session_28_D28:36,"dave, vinyl",listen,"calvin, car, cool, dave, focus, helps, listen, music, productive, really, relax, stay, stuff, track, vinyl"
conv-50_session_28_D28:37,,,
