qa_id,evidence_id,memory_id,sample_id
conv-43_qa_128,D15:33,conv-43_session_15_D15:33,conv-43
conv-43_qa_129,D15:34,conv-43_session_15_D15:34,conv-43
conv-43_qa_130,D16:1,conv-43_session_16_D16:1,conv-43
conv-43_qa_131,D16:7,conv-43_session_16_D16:7,conv-43
conv-43_qa_132,D16:9,conv-43_session_16_D16:9,conv-43
conv-43_qa_132,D16:10,conv-43_session_16_D16:10,conv-43
conv-43_qa_133,D17:3,conv-43_session_17_D17:3,conv-43
conv-43_qa_134,D17:10,conv-43_session_17_D17:10,conv-43
conv-43_qa_135,D18:6,conv-43_session_18_D18:6,conv-43
conv-43_qa_136,D18:10,conv-43_session_18_D18:10,conv-43
conv-43_qa_137,D19:3,conv-43_session_19_D19:3,conv-43
conv-43_qa_138,D19:6,conv-43_session_19_D19:6,conv-43
conv-43_qa_139,D19:9,conv-43_session_19_D19:9,conv-43
conv-43_qa_140,D19:10,conv-43_session_19_D19:10,conv-43
conv-43_qa_141,D19:20,conv-43_session_19_D19:20,conv-43
conv-43_qa_142,D19:20,conv-43_session_19_D19:20,conv-43
conv-43_qa_143,D20:2,conv-43_session_20_D20:2,conv-43
conv-43_qa_144,D20:10,conv-43_session_20_D20:10,conv-43
conv-43_qa_145,D20:28,conv-43_session_20_D20:28,conv-43
conv-43_qa_146,D21:9,conv-43_session_21_D21:9,conv-43
conv-43_qa_147,D21:11,conv-43_session_21_D21:11,conv-43
conv-43_qa_148,D21:13,conv-43_session_21_D21:13,conv-43
conv-43_qa_149,D22:13,conv-43_session_22_D22:13,conv-43
conv-43_qa_150,D22:13,conv-43_session_22_D22:13,conv-43
conv-43_qa_151,D23:1,conv-43_session_23_D23:1,conv-43
conv-43_qa_151,D23:2,conv-43_session_23_D23:2,conv-43
conv-43_qa_151,D23:3,conv-43_session_23_D23:3,conv-43
conv-43_qa_152,D23:3,conv-43_session_23_D23:3,conv-43
conv-43_qa_153,D23:9,conv-43_session_23_D23:9,conv-43
conv-43_qa_154,D23:5,conv-43_session_23_D23:5,conv-43
conv-43_qa_155,D24:16,conv-43_session_24_D24:16,conv-43
conv-43_qa_156,D25:2,conv-43_session_25_D25:2,conv-43
conv-43_qa_157,D25:4,conv-43_session_25_D25:4,conv-43
conv-43_qa_158,D25:14,conv-43_session_25_D25:14,conv-43
conv-43_qa_159,D26:1,conv-43_session_26_D26:1,conv-43
conv-43_qa_160,D26:12,conv-43_session_26_D26:12,conv-43
conv-43_qa_161,D26:21,conv-43_session_26_D26:21,conv-43
conv-43_qa_162,D26:36,conv-43_session_26_D26:36,conv-43
conv-43_qa_163,D27:5,conv-43_session_27_D27:5,conv-43
conv-43_qa_164,D27:6,conv-43_session_27_D27:6,conv-43
conv-43_qa_165,D27:4,conv-43_session_27_D27:4,conv-43
conv-43_qa_166,D27:19,conv-43_session_27_D27:19,conv-43
conv-43_qa_167,D27:24,conv-43_session_27_D27:24,conv-43
conv-43_qa_168,D27:30,conv-43_session_27_D27:30,conv-43
conv-43_qa_169,D27:28,conv-43_session_27_D27:28,conv-43
conv-43_qa_170,D27:28,conv-43_session_27_D27:28,conv-43
conv-43_qa_171,D27:33,conv-43_session_27_D27:33,conv-43
conv-43_qa_172,D28:1,conv-43_session_28_D28:1,conv-43
conv-43_qa_173,D28:3,conv-43_session_28_D28:3,conv-43
conv-43_qa_174,D28:10,conv-43_session_28_D28:10,conv-43
conv-43_qa_175,D29:4,conv-43_session_29_D29:4,conv-43
conv-43_qa_176,D29:6,conv-43_session_29_D29:6,conv-43
conv-43_qa_177,D29:12,conv-43_session_29_D29:12,conv-43
conv-43_qa_178,D1:5,conv-43_session_1_D1:5,conv-43
conv-43_qa_179,D1:7,conv-43_session_1_D1:7,conv-43
conv-43_qa_180,D1:11,conv-43_session_1_D1:11,conv-43
conv-43_qa_181,D2:1,conv-43_session_2_D2:1,conv-43
conv-43_qa_182,D3:1,conv-43_session_3_D3:1,conv-43
conv-43_qa_183,D3:5,conv-43_session_3_D3:5,conv-43
conv-43_qa_184,D3:13,conv-43_session_3_D3:13,conv-43
conv-43_qa_185,D3:29,conv-43_session_3_D3:29,conv-43
conv-43_qa_186,D4:5,conv-43_session_4_D4:5,conv-43
conv-43_qa_187,D4:7,conv-43_session_4_D4:7,conv-43
conv-43_qa_188,D4:8,conv-43_session_4_D4:8,conv-43
conv-43_qa_189,D6:13,conv-43_session_6_D6:13,conv-43
conv-43_qa_190,D6:15,conv-43_session_6_D6:15,conv-43
conv-43_qa_191,D6:17,conv-43_session_6_D6:17,conv-43
conv-43_qa_192,D7:7,conv-43_session_7_D7:7,conv-43
conv-43_qa_193,D7:9,conv-43_session_7_D7:9,conv-43
conv-43_qa_194,D7:6,conv-43_session_7_D7:6,conv-43
conv-43_qa_195,D8:12,conv-43_session_8_D8:12,conv-43
conv-43_qa_196,D8:16,conv-43_session_8_D8:16,conv-43
conv-43_qa_197,D8:24,conv-43_session_8_D8:24,conv-43
conv-43_qa_198,D8:22,conv-43_session_8_D8:22,conv-43
conv-43_qa_199,D9:4,conv-43_session_9_D9:4,conv-43
conv-43_qa_200,D9:8,conv-43_session_9_D9:8,conv-43
conv-43_qa_201,D10:8,conv-43_session_10_D10:8,conv-43
conv-43_qa_202,D10:11,conv-43_session_10_D10:11,conv-43
conv-43_qa_203,D11:7,conv-43_session_11_D11:7,conv-43
conv-43_qa_204,D11:19,conv-43_session_11_D11:19,conv-43
conv-43_qa_205,D12:4,conv-43_session_12_D12:4,conv-43
conv-43_qa_206,D13:1,conv-43_session_13_D13:1,conv-43
conv-43_qa_207,D13:6,conv-43_session_13_D13:6,conv-43
conv-43_qa_208,D14:16,conv-43_session_14_D14:16,conv-43
conv-43_qa_209,D14:7,conv-43_session_14_D14:7,conv-43
conv-43_qa_210,D14:5,conv-43_session_14_D14:5,conv-43
conv-43_qa_211,D15:3,conv-43_session_15_D15:3,conv-43
conv-43_qa_212,D15:7,conv-43_session_15_D15:7,conv-43
conv-43_qa_213,D15:14,conv-43_session_15_D15:14,conv-43
conv-43_qa_214,D15:30,conv-43_session_15_D15:30,conv-43
conv-43_qa_215,D15:32,conv-43_session_15_D15:32,conv-43
conv-43_qa_215,D15:33,conv-43_session_15_D15:33,conv-43
conv-43_qa_216,D15:34,conv-43_session_15_D15:34,conv-43
conv-43_qa_217,D17:10,conv-43_session_17_D17:10,conv-43
conv-43_qa_218,D19:3,conv-43_session_19_D19:3,conv-43
conv-43_qa_219,D19:6,conv-43_session_19_D19:6,conv-43
conv-43_qa_220,D19:9,conv-43_session_19_D19:9,conv-43
conv-43_qa_221,D19:10,conv-43_session_19_D19:10,conv-43
conv-43_qa_222,D20:2,conv-43_session_20_D20:2,conv-43
conv-43_qa_223,D21:9,conv-43_session_21_D21:9,conv-43
conv-43_qa_224,D21:11,conv-43_session_21_D21:11,conv-43
conv-43_qa_225,D21:13,conv-43_session_21_D21:13,conv-43
conv-43_qa_226,D22:13,conv-43_session_22_D22:13,conv-43
conv-43_qa_227,D23:3,conv-43_session_23_D23:3,conv-43
conv-43_qa_228,D23:9,conv-43_session_23_D23:9,conv-43
conv-43_qa_229,D25:4,conv-43_session_25_D25:4,conv-43
conv-43_qa_230,D25:14,conv-43_session_25_D25:14,conv-43
conv-43_qa_231,D26:1,conv-43_session_26_D26:1,conv-43
conv-43_qa_232,D26:21,conv-43_session_26_D26:21,conv-43
conv-43_qa_233,D26:36,conv-43_session_26_D26:36,conv-43
conv-43_qa_234,D27:5,conv-43_session_27_D27:5,conv-43
conv-43_qa_235,D27:24,conv-43_session_27_D27:24,conv-43
conv-43_qa_236,D27:30,conv-43_session_27_D27:30,conv-43
conv-43_qa_237,D27:28,conv-43_session_27_D27:28,conv-43
conv-43_qa_238,D27:28,conv-43_session_27_D27:28,conv-43
conv-43_qa_239,D28:3,conv-43_session_28_D28:3,conv-43
conv-43_qa_240,D28:10,conv-43_session_28_D28:10,conv-43
conv-43_qa_241,D29:6,conv-43_session_29_D29:6,conv-43
conv-44_qa_0,D1:7,conv-44_session_1_D1:7,conv-44
conv-44_qa_1,D1:2,conv-44_session_1_D1:2,conv-44
conv-44_qa_2,D13:1,conv-44_session_13_D13:1,conv-44
conv-44_qa_2,D23:1,conv-44_session_23_D23:1,conv-44
conv-44_qa_2,D25:1,conv-44_session_25_D25:1,conv-44
conv-44_qa_2,D19:15,conv-44_session_19_D19:15,conv-44
conv-44_qa_3,D3:1,conv-44_session_3_D3:1,conv-44
conv-44_qa_3,D3:11,conv-44_session_3_D3:11,conv-44
conv-44_qa_3,D4:2,conv-44_session_4_D4:2,conv-44
conv-44_qa_3,D6:1,conv-44_session_6_D6:1,conv-44
conv-44_qa_3,D13:1,conv-44_session_13_D13:1,conv-44
conv-44_qa_3,D23:3,conv-44_session_23_D23:3,conv-44
conv-44_qa_3,D25:1,conv-44_session_25_D25:1,conv-44
conv-44_qa_3,D27:1,conv-44_session_27_D27:1,conv-44
conv-44_qa_4,D3:18,conv-44_session_3_D3:18,conv-44
conv-44_qa_5,D4:1,conv-44_session_4_D4:1,conv-44
conv-44_qa_6,D2:1,conv-44_session_2_D2:1,conv-44
conv-44_qa_7,D2:1,conv-44_session_2_D2:1,conv-44
conv-44_qa_7,D1:7,conv-44_session_1_D1:7,conv-44
conv-44_qa_8,D2:8,conv-44_session_2_D2:8,conv-44
conv-44_qa_9,D6:2,conv-44_session_6_D6:2,conv-44
conv-44_qa_9,D10:1,conv-44_session_10_D10:1,conv-44
conv-44_qa_9,D14:2,conv-44_session_14_D14:2,conv-44
conv-44_qa_9,D16:6,conv-44_session_16_D16:6,conv-44
conv-44_qa_9,D27:2,conv-44_session_27_D27:2,conv-44
conv-44_qa_10,D6:2,conv-44_session_6_D6:2,conv-44
conv-44_qa_11,D8:1,conv-44_session_8_D8:1,conv-44
conv-44_qa_12,D8:1,conv-44_session_8_D8:1,conv-44
conv-44_qa_12,D17:1,conv-44_session_17_D17:1,conv-44
conv-44_qa_12,D14:1,conv-44_session_14_D14:1,conv-44
conv-44_qa_13,D9:1,conv-44_session_9_D9:1,conv-44
conv-44_qa_14,D3:7,conv-44_session_3_D3:7,conv-44
conv-44_qa_14,D9:20,conv-44_session_9_D9:20,conv-44
conv-44_qa_15,D7:8,conv-44_session_7_D7:8,conv-44
conv-44_qa_15,D10:5,conv-44_session_10_D10:5,conv-44
conv-44_qa_16,D11:7,conv-44_session_11_D11:7,conv-44
conv-44_qa_17,D11:7,conv-44_session_11_D11:7,conv-44
conv-44_qa_17,D24:13,conv-44_session_24_D24:13,conv-44
conv-44_qa_17,D26:20,conv-44_session_26_D26:20,conv-44
conv-44_qa_18,D11:4,conv-44_session_11_D11:4,conv-44
conv-44_qa_18,D2:1,conv-44_session_2_D2:1,conv-44
conv-44_qa_19,D10:12,conv-44_session_10_D10:12,conv-44
conv-44_qa_19,D12:1,conv-44_session_12_D12:1,conv-44
conv-44_qa_20,D10:13,conv-44_session_10_D10:13,conv-44
conv-44_qa_20,D10:23,conv-44_session_10_D10:23,conv-44
conv-44_qa_21,D6:4,conv-44_session_6_D6:4,conv-44
conv-44_qa_21,D10:1,conv-44_session_10_D10:1,conv-44
conv-44_qa_21,D14:2,conv-44_session_14_D14:2,conv-44
conv-44_qa_22,D14:1,conv-44_session_14_D14:1,conv-44
conv-44_qa_23,D2:12,conv-44_session_2_D2:12,conv-44
conv-44_qa_23,D5:3,conv-44_session_5_D5:3,conv-44
conv-44_qa_23,D5:5,conv-44_session_5_D5:5,conv-44
conv-44_qa_23,D5:7,conv-44_session_5_D5:7,conv-44
conv-44_qa_24,D2:16,conv-44_session_2_D2:16,conv-44
conv-44_qa_24,D13:10,conv-44_session_13_D13:10,conv-44
conv-44_qa_25,D17:1,conv-44_session_17_D17:1,conv-44
conv-44_qa_26,D12:3,conv-44_session_12_D12:3,conv-44
conv-44_qa_26,D16:1,conv-44_session_16_D16:1,conv-44
conv-44_qa_26,D18:1,conv-44_session_18_D18:1,conv-44
conv-44_qa_26,D10:16,conv-44_session_10_D10:16,conv-44
conv-44_qa_27,D12:3,conv-44_session_12_D12:3,conv-44
conv-44_qa_27,D16:1,conv-44_session_16_D16:1,conv-44
conv-44_qa_27,D18:1,conv-44_session_18_D18:1,conv-44
conv-44_qa_27,D10:16,conv-44_session_10_D10:16,conv-44
conv-44_qa_28,D4:23,conv-44_session_4_D4:23,conv-44
conv-44_qa_28,D4:25,conv-44_session_4_D4:25,conv-44
conv-44_qa_28,D19:6,conv-44_session_19_D19:6,conv-44
conv-44_qa_29,D1:7,conv-44_session_1_D1:7,conv-44
conv-44_qa_29,D2:1,conv-44_session_2_D2:1,conv-44
conv-44_qa_29,D19:12,conv-44_session_19_D19:12,conv-44
conv-44_qa_30,D20:1,conv-44_session_20_D20:1,conv-44
conv-44_qa_31,D14:27,conv-44_session_14_D14:27,conv-44
conv-44_qa_31,D24:8,conv-44_session_24_D24:8,conv-44
conv-44_qa_32,D3:26,conv-44_session_3_D3:26,conv-44
conv-44_qa_32,D15:1,conv-44_session_15_D15:1,conv-44
conv-44_qa_32,D23:20,conv-44_session_23_D23:20,conv-44
conv-44_qa_33,D12:3,conv-44_session_12_D12:3,conv-44
conv-44_qa_33,D18:1,conv-44_session_18_D18:1,conv-44
conv-44_qa_33,D21:5,conv-44_session_21_D21:5,conv-44
conv-44_qa_34,D12:1,conv-44_session_12_D12:1,conv-44
conv-44_qa_34,D24:2,conv-44_session_24_D24:2,conv-44
conv-44_qa_35,D12:1,conv-44_session_12_D12:1,conv-44
conv-44_qa_35,D24:6,conv-44_session_24_D24:6,conv-44
conv-44_qa_35,D28:8,conv-44_session_28_D28:8,conv-44
conv-44_qa_36,D3:18,conv-44_session_3_D3:18,conv-44
conv-44_qa_36,D10:13,conv-44_session_10_D10:13,conv-44
conv-44_qa_36,D10:23,conv-44_session_10_D10:23,conv-44
conv-44_qa_36,D25:6,conv-44_session_25_D25:6,conv-44
conv-44_qa_37,D25:2,conv-44_session_25_D25:2,conv-44
conv-44_qa_38,D25:1,conv-44_session_25_D25:1,conv-44
conv-44_qa_39,D2:15,conv-44_session_2_D2:15,conv-44
conv-44_qa_39,D23:18,conv-44_session_23_D23:18,conv-44
conv-44_qa_40,D4:25,conv-44_session_4_D4:25,conv-44
conv-44_qa_40,D14:2,conv-44_session_14_D14:2,conv-44
conv-44_qa_40,D23:10,conv-44_session_23_D23:10,conv-44
conv-44_qa_41,D19:12,conv-44_session_19_D19:12,conv-44
conv-44_qa_41,D26:13,conv-44_session_26_D26:13,conv-44
conv-44_qa_42,D6:4,conv-44_session_6_D6:4,conv-44
conv-44_qa_42,D26:5,conv-44_session_26_D26:5,conv-44
conv-44_qa_43,D11:9,conv-44_session_11_D11:9,conv-44
conv-44_qa_44,D5:8,conv-44_session_5_D5:8,conv-44
conv-44_qa_44,D11:9,conv-44_session_11_D11:9,conv-44
conv-44_qa_45,D12:1,conv-44_session_12_D12:1,conv-44
conv-44_qa_45,D24:2,conv-44_session_24_D24:2,conv-44
conv-44_qa_45,D28:6,conv-44_session_28_D28:6,conv-44
conv-44_qa_46,D12:1,conv-44_session_12_D12:1,conv-44
conv-44_qa_46,D24:2,conv-44_session_24_D24:2,conv-44
conv-44_qa_47,D24:2,conv-44_session_24_D24:2,conv-44
conv-44_qa_47,D28:6,conv-44_session_28_D28:6,conv-44
conv-44_qa_48,D15:14,conv-44_session_15_D15:14,conv-44
conv-44_qa_48,D28:18,conv-44_session_28_D28:18,conv-44
conv-44_qa_49,D15:15,conv-44_session_15_D15:15,conv-44
conv-44_qa_49,D23:18,conv-44_session_23_D23:18,conv-44
conv-44_qa_50,D16:2,conv-44_session_16_D16:2,conv-44
conv-44_qa_50,D17:4,conv-44_session_17_D17:4,conv-44
conv-44_qa_51,D1:2,conv-44_session_1_D1:2,conv-44
conv-44_qa_51,D9:5,conv-44_session_9_D9:5,conv-44
conv-44_qa_51,D18:10,conv-44_session_18_D18:10,conv-44
conv-44_qa_51,D24:1,conv-44_session_24_D24:1,conv-44
conv-44_qa_52,D20:5,conv-44_session_20_D20:5,conv-44
conv-44_qa_52,D20:21,conv-44_session_20_D20:21,conv-44
conv-44_qa_52,D23:1,conv-44_session_23_D23:1,conv-44
conv-44_qa_52,D1:14,conv-44_session_1_D1:14,conv-44
conv-44_qa_53,D2:18,conv-44_session_2_D2:18,conv-44
conv-44_qa_53,D3:1,conv-44_session_3_D3:1,conv-44
conv-44_qa_53,D5:7,conv-44_session_5_D5:7,conv-44
conv-44_qa_53,D8:27,conv-44_session_8_D8:27,conv-44
conv-44_qa_54,D4:21,conv-44_session_4_D4:21,conv-44
conv-44_qa_54,D10:7,conv-44_session_10_D10:7,conv-44
conv-44_qa_54,D13:8,conv-44_session_13_D13:8,conv-44
conv-44_qa_54,D23:14,conv-44_session_23_D23:14,conv-44
conv-44_qa_54,D27:12,conv-44_session_27_D27:12,conv-44
conv-44_qa_55,D28:12,conv-44_session_28_D28:12,conv-44
conv-44_qa_56,D5:5,conv-44_session_5_D5:5,conv-44
conv-44_qa_56,D28:12,conv-44_session_28_D28:12,conv-44
conv-44_qa_57,D28:6,conv-44_session_28_D28:6,conv-44
conv-44_qa_58,D25:14,conv-44_session_25_D25:14,conv-44
conv-44_qa_59,D12:1,conv-44_session_12_D12:1,conv-44
conv-44_qa_60,D12:1,conv-44_session_12_D12:1,conv-44
conv-44_qa_60,D24:2,conv-44_session_24_D24:2,conv-44
conv-44_qa_60,D28:6,conv-44_session_28_D28:6,conv-44
conv-44_qa_61,D1:16,conv-44_session_1_D1:16,conv-44
conv-44_qa_62,D2:18,conv-44_session_2_D2:18,conv-44
conv-44_qa_63,D3:17,conv-44_session_3_D3:17,conv-44
conv-44_qa_64,D3:26,conv-44_session_3_D3:26,conv-44
conv-44_qa_65,D4:21,conv-44_session_4_D4:21,conv-44
conv-44_qa_66,D5:3,conv-44_session_5_D5:3,conv-44
conv-44_qa_67,D5:7,conv-44_session_5_D5:7,conv-44
conv-44_qa_68,D6:2,conv-44_session_6_D6:2,conv-44
conv-44_qa_69,D6:4,conv-44_session_6_D6:4,conv-44
conv-44_qa_70,D6:4,conv-44_session_6_D6:4,conv-44
conv-44_qa_71,D6:4,conv-44_session_6_D6:4,conv-44
conv-44_qa_72,D6:12,conv-44_session_6_D6:12,conv-44
conv-44_qa_73,D7:8,conv-44_session_7_D7:8,conv-44
conv-44_qa_74,D7:8,conv-44_session_7_D7:8,conv-44
conv-44_qa_75,D8:7,conv-44_session_8_D8:7,conv-44
conv-44_qa_76,D8:14,conv-44_session_8_D8:14,conv-44
conv-44_qa_77,D9:5,conv-44_session_9_D9:5,conv-44
conv-44_qa_78,D9:23,conv-44_session_9_D9:23,conv-44
conv-44_qa_79,D10:13,conv-44_session_10_D10:13,conv-44
conv-44_qa_80,D10:23,conv-44_session_10_D10:23,conv-44
conv-44_qa_81,D13:1,conv-44_session_13_D13:1,conv-44
conv-44_qa_82,D13:8,conv-44_session_13_D13:8,conv-44
conv-44_qa_83,D13:10,conv-44_session_13_D13:10,conv-44
conv-44_qa_84,D13:6,conv-44_session_13_D13:6,conv-44
conv-44_qa_85,D14:2,conv-44_session_14_D14:2,conv-44
conv-44_qa_86,D14:4,conv-44_session_14_D14:4,conv-44
conv-44_qa_87,D14:8,conv-44_session_14_D14:8,conv-44
conv-44_qa_88,D16:8,conv-44_session_16_D16:8,conv-44
conv-44_qa_89,D17:4,conv-44_session_17_D17:4,conv-44
conv-44_qa_90,D18:6,conv-44_session_18_D18:6,conv-44
conv-44_qa_91,D18:10,conv-44_session_18_D18:10,conv-44
conv-44_qa_92,D18:12,conv-44_session_18_D18:12,conv-44
conv-44_qa_93,D19:4,conv-44_session_19_D19:4,conv-44
conv-44_qa_94,D19:10,conv-44_session_19_D19:10,conv-44
conv-44_qa_95,D19:20,conv-44_session_19_D19:20,conv-44
conv-44_qa_96,D20:25,conv-44_session_20_D20:25,conv-44
conv-44_qa_97,D20:33,conv-44_session_20_D20:33,conv-44
conv-44_qa_98,D20:35,conv-44_session_20_D20:35,conv-44
conv-44_qa_99,D21:2,conv-44_session_21_D21:2,conv-44
conv-44_qa_100,D22:1,conv-44_session_22_D22:1,conv-44
conv-44_qa_101,D22:5,conv-44_session_22_D22:5,conv-44
conv-44_qa_102,D22:5,conv-44_session_22_D22:5,conv-44
conv-44_qa_103,D22:7,conv-44_session_22_D22:7,conv-44
conv-44_qa_104,D22:9,conv-44_session_22_D22:9,conv-44
conv-44_qa_105,D23:14,conv-44_session_23_D23:14,conv-44
conv-44_qa_106,D23:2,conv-44_session_23_D23:2,conv-44
conv-44_qa_107,D23:12,conv-44_session_23_D23:12,conv-44
conv-44_qa_108,D23:12,conv-44_session_23_D23:12,conv-44
conv-44_qa_109,D23:24,conv-44_session_23_D23:24,conv-44
conv-44_qa_110,D24:8,conv-44_session_24_D24:8,conv-44
conv-44_qa_111,D24:10,conv-44_session_24_D24:10,conv-44
conv-44_qa_112,D25:3,conv-44_session_25_D25:3,conv-44
conv-44_qa_113,D25:8,conv-44_session_25_D25:8,conv-44
conv-44_qa_114,D26:20,conv-44_session_26_D26:20,conv-44
conv-44_qa_115,D26:20,conv-44_session_26_D26:20,conv-44
conv-44_qa_116,D26:36,conv-44_session_26_D26:36,conv-44
conv-44_qa_117,D27:2,conv-44_session_27_D27:2,conv-44
conv-44_qa_118,D27:4,conv-44_session_27_D27:4,conv-44
conv-44_qa_119,D27:10,conv-44_session_27_D27:10,conv-44
conv-44_qa_120,D27:14,conv-44_session_27_D27:14,conv-44
conv-44_qa_121,D28:10,conv-44_session_28_D28:10,conv-44
conv-44_qa_122,D28:12,conv-44_session_28_D28:12,conv-44
conv-44_qa_123,D1:16,conv-44_session_1_D1:16,conv-44
conv-44_qa_124,D3:26,conv-44_session_3_D3:26,conv-44
conv-44_qa_125,D5:3,conv-44_session_5_D5:3,conv-44
conv-44_qa_126,D6:2,conv-44_session_6_D6:2,conv-44
conv-44_qa_127,D6:4,conv-44_session_6_D6:4,conv-44
conv-44_qa_128,D6:4,conv-44_session_6_D6:4,conv-44
conv-44_qa_129,D6:4,conv-44_session_6_D6:4,conv-44
conv-44_qa_130,D7:8,conv-44_session_7_D7:8,conv-44
conv-44_qa_131,D8:7,conv-44_session_8_D8:7,conv-44
conv-44_qa_132,D9:5,conv-44_session_9_D9:5,conv-44
conv-44_qa_133,D13:1,conv-44_session_13_D13:1,conv-44
conv-44_qa_134,D13:8,conv-44_session_13_D13:8,conv-44
conv-44_qa_135,D13:10,conv-44_session_13_D13:10,conv-44
conv-44_qa_136,D13:6,conv-44_session_13_D13:6,conv-44
conv-44_qa_137,D14:2,conv-44_session_14_D14:2,conv-44
conv-44_qa_138,D17:4,conv-44_session_17_D17:4,conv-44
conv-44_qa_139,D18:6,conv-44_session_18_D18:6,conv-44
conv-44_qa_140,D18:10,conv-44_session_18_D18:10,conv-44
conv-44_qa_141,D18:12,conv-44_session_18_D18:12,conv-44
conv-44_qa_142,D19:4,conv-44_session_19_D19:4,conv-44
conv-44_qa_143,D19:10,conv-44_session_19_D19:10,conv-44
conv-44_qa_144,D19:20,conv-44_session_19_D19:20,conv-44
conv-44_qa_145,D20:25,conv-44_session_20_D20:25,conv-44
conv-44_qa_146,D22:1,conv-44_session_22_D22:1,conv-44
conv-44_qa_147,D22:5,conv-44_session_22_D22:5,conv-44
conv-44_qa_148,D22:5,conv-44_session_22_D22:5,conv-44
conv-44_qa_149,D23:14,conv-44_session_23_D23:14,conv-44
conv-44_qa_150,D23:2,conv-44_session_23_D23:2,conv-44
conv-44_qa_151,D23:12,conv-44_session_23_D23:12,conv-44
conv-44_qa_152,D23:12,conv-44_session_23_D23:12,conv-44
conv-44_qa_153,D23:24,conv-44_session_23_D23:24,conv-44
conv-44_qa_154,D24:8,conv-44_session_24_D24:8,conv-44
conv-44_qa_155,D25:3,conv-44_session_25_D25:3,conv-44
conv-44_qa_156,D25:8,conv-44_session_25_D25:8,conv-44
conv-44_qa_157,D27:4,conv-44_session_27_D27:4,conv-44
conv-47_qa_0,D1:27,conv-47_session_1_D1:27,conv-47
conv-47_qa_1,D1:26,conv-47_session_1_D1:26,conv-47
conv-47_qa_2,D1:36,conv-47_session_1_D1:36,conv-47
conv-47_qa_2,D21:15,conv-47_session_21_D21:15,conv-47
conv-47_qa_2,D23:5,conv-47_session_23_D23:5,conv-47
conv-47_qa_2,D23:6,conv-47_session_23_D23:6,conv-47
conv-47_qa_3,D1:12,conv-47_session_1_D1:12,conv-47
conv-47_qa_3,D2:18,conv-47_session_2_D2:18,conv-47
conv-47_qa_4,D3:5,conv-47_session_3_D3:5,conv-47
conv-47_qa_5,D3:11,conv-47_session_3_D3:11,conv-47
conv-47_qa_5,D4:16,conv-47_session_4_D4:16,conv-47
conv-47_qa_6,D5:1,conv-47_session_5_D5:1,conv-47
conv-47_qa_7,D5:1,conv-47_session_5_D5:1,conv-47
conv-47_qa_8,D1:12,conv-47_session_1_D1:12,conv-47
conv-47_qa_8,D1:14,conv-47_session_1_D1:14,conv-47
conv-47_qa_8,D5:1,conv-47_session_5_D5:1,conv-47
conv-47_qa_9,D1:14,conv-47_session_1_D1:14,conv-47
conv-47_qa_9,D5:1,conv-47_session_5_D5:1,conv-47
conv-47_qa_10,D5:1,conv-47_session_5_D5:1,conv-47
conv-47_qa_11,D6:7,conv-47_session_6_D6:7,conv-47
conv-47_qa_12,D6:6,conv-47_session_6_D6:6,conv-47
conv-47_qa_13,D6:12,conv-47_session_6_D6:12,conv-47
conv-47_qa_14,D8:11,conv-47_session_8_D8:11,conv-47
conv-47_qa_15,D8:29,conv-47_session_8_D8:29,conv-47
conv-47_qa_16,D8:34,conv-47_session_8_D8:34,conv-47
conv-47_qa_17,D8:36,conv-47_session_8_D8:36,conv-47
conv-47_qa_18,D8:14,conv-47_session_8_D8:14,conv-47
conv-47_qa_18,D14:10,conv-47_session_14_D14:10,conv-47
conv-47_qa_19,D9:16,conv-47_session_9_D9:16,conv-47
conv-47_qa_20,D10:2,conv-47_session_10_D10:2,conv-47
conv-47_qa_20,D29:1,conv-47_session_29_D29:1,conv-47
conv-47_qa_21,D10:2,conv-47_session_10_D10:2,conv-47
conv-47_qa_22,D10:10,conv-47_session_10_D10:10,conv-47
conv-47_qa_22,D10:12,conv-47_session_10_D10:12,conv-47
conv-47_qa_22,D29:1,conv-47_session_29_D29:1,conv-47
conv-47_qa_23,D13:5,conv-47_session_13_D13:5,conv-47
conv-47_qa_24,D13:7,conv-47_session_13_D13:7,conv-47
conv-47_qa_24,D1:4,conv-47_session_1_D1:4,conv-47
conv-47_qa_24,D27:2,conv-47_session_27_D27:2,conv-47
conv-47_qa_25,D13:12,conv-47_session_13_D13:12,conv-47
conv-47_qa_25,D13:15,conv-47_session_13_D13:15,conv-47
conv-47_qa_26,D6:12,conv-47_session_6_D6:12,conv-47
conv-47_qa_26,D6:14,conv-47_session_6_D6:14,conv-47
conv-47_qa_26,D16:9,conv-47_session_16_D16:9,conv-47
conv-47_qa_26,D17:22,conv-47_session_17_D17:22,conv-47
conv-47_qa_27,D13:6,conv-47_session_13_D13:6,conv-47
conv-47_qa_27,D23:13,conv-47_session_23_D23:13,conv-47
conv-47_qa_28,D15:9,conv-47_session_15_D15:9,conv-47
conv-47_qa_29,D16:9,conv-47_session_16_D16:9,conv-47
conv-47_qa_30,D16:9,conv-47_session_16_D16:9,conv-47
conv-47_qa_30,D16:11,conv-47_session_16_D16:11,conv-47
conv-47_qa_31,D16:9,conv-47_session_16_D16:9,conv-47
conv-47_qa_31,D16:13,conv-47_session_16_D16:13,conv-47
conv-47_qa_32,D16:9,conv-47_session_16_D16:9,conv-47
conv-47_qa_33,D17:13,conv-47_session_17_D17:13,conv-47
