memory_id,conversation_id,representation,token_count
conv-48_session_15_D15:4,conv-48,,0
conv-48_session_15_D15:5,conv-48,,0
conv-48_session_15_D15:6,conv-48,,0
conv-48_session_15_D15:7,conv-48,,0
conv-48_session_15_D15:8,conv-48,"Entities: jolene
Relations: find
Keywords: achieve, always, blast, bond, challenges, closer, experience, game, get, great, into, jolene, plus, shared, something, tackle, tough, way",23
conv-48_session_15_D15:9,conv-48,,0
conv-48_session_15_D15:10,conv-48,"Entities: jolene, play
Relations: play
Keywords: activities, any, bond, competitive, fun, game, great, jolene, like, love, people, play, playing, plus, strategy, takes, team, together, two, us",26
conv-48_session_15_D15:11,conv-48,"Entities: deborah, events, mindfulness, practice, self, workshops
Relations: organize
Keywords: awesome, build, care, community, connecting, creating, deborah, events, fun, great, growth, love, meditation, mindfulness, organizing, others, people, plus, practice, relationships",30
conv-48_session_15_D15:12,conv-48,,0
conv-48_session_15_D15:13,conv-48,"Entities: activities, deborah, like, meditation, self, yoga
Relations: involve
Keywords: activities, aim, awareness, connect, cultivate, deborah, emotional, explore, find, grow, help, individuals, inner, involves, like, meditation, mental, peace, people, promote",30
conv-48_session_15_D15:14,conv-48,,0
conv-48_session_15_D15:15,conv-48,"Entities: deborah, reward
Relations: reward
Keywords: amazing, come, deborah, everyone, great, growth, happens, honored, jolene, part, reward, seeing, support, thanks, together, transformation, witness, workshops",24
conv-48_session_15_D15:16,conv-48,,0
conv-48_session_15_D15:17,conv-48,,0
conv-48_session_15_D15:18,conv-48,"Entities: calm, jolene
Relations: calm
Keywords: calm, calming, care, connect, fascinated, felt, great, jolene, like, nature, perfect, pet, really, reptiles, taking, way",22
conv-48_session_15_D15:19,conv-48,,0
conv-48_session_15_D15:20,conv-48,"Entities: bed, jolene
Relations: snuggle
Keywords: adventure, bed, finally, found, got, great, hours, jolene, like, little, lots, love, memories, much, really, relieved, searching, showed, snake, snuggling",26
conv-48_session_15_D15:21,conv-48,,0
conv-48_session_15_D15:22,conv-48,,0
conv-48_session_15_D15:23,conv-48,,0
conv-48_session_15_D15:24,conv-48,,0
conv-48_session_15_D15:25,conv-48,"Entities: cats, deborah, dogs, pets
Relations: prefer
Keywords: cats, deborah, dogs, introduced, like, pets, yet",15
conv-48_session_15_D15:26,conv-48,,0
conv-48_session_15_D15:27,conv-48,"Entities: cats, deborah
Relations: take
Keywords: cats, deborah, evening, every, exercise, important, make, morning, nature, park, really, run, sure, take",20
conv-48_session_15_D15:28,conv-48,,0
conv-48_session_15_D15:29,conv-48,"Entities: jolene, nature, photos
Relations: take
Keywords: day, every, find, helps, jolene, nature, peace, photos, refreshing",16
conv-48_session_15_D15:30,conv-48,,0
conv-48_session_15_D15:31,conv-48,,0
conv-48_session_15_D15:32,conv-48,"Entities: jolene, walks
Relations: go
Keywords: get, going, jolene, like, love, photos, take, totally, walks, whenever, yeah",17
conv-48_session_15_D15:33,conv-48,,0
conv-48_session_15_D15:34,conv-48,,0
conv-48_session_15_D15:35,conv-48,,0
conv-48_session_15_D15:36,conv-48,,0
conv-48_session_15_D15:37,conv-48,,0
conv-48_session_15_D15:38,conv-48,"Entities: jolene, plan
Relations: plan
Keywords: definitely, go, jolene, plan, sometime, together",12
conv-48_session_15_D15:39,conv-48,,0
conv-48_session_16_D16:1,conv-48,"Entities: cleanup, community, deborah, project
Relations: start
Keywords: amazing, anything, cleanup, come, community, deborah, difference, everyone, funds, going, great, hey, jolene, make, new, news, project, raise, see, started",28
conv-48_session_16_D16:2,conv-48,"Entities: huge, jolene, project, setback
Relations: face
Keywords: community, congrats, crashed, debs, depressing, everything, frustrating, hey, huge, jolene, last, lately, life, lost, much, project, put, rollercoaster, setback, week",28
conv-48_session_16_D16:3,conv-48,"Entities: deborah, support
Relations: offer
Keywords: anything, cope, deborah, hear, helping, jolene, know, let, must, really, sorry, support, tough",19
conv-48_session_16_D16:4,conv-48,"Entities: comfort, distraction, jolene
Relations: find
Keywords: comfort, company, distraction, games, get, great, helps, jolene, lot, means, nice, pets, really, support, susie, times, tough, video",25
conv-48_session_16_D16:5,conv-48,"Entities: deborah, pets
Relations: mention
Keywords: come, comfort, deborah, especially, love, pets, provide, really, susie, times, tough",17
conv-48_session_16_D16:6,conv-48,"Entities: jolene, susie
Relations: adopt
Keywords: adopted, ago, company, feeling, jolene, lonely, susie, two, wanted, years",16
conv-48_session_16_D16:7,conv-48,,0
conv-48_session_16_D16:8,conv-48,,0
conv-48_session_16_D16:9,conv-48,"Entities: care, deborah, jolene, like, routines, self, yoga
Relations: recommend
Keywords: boost, care, deborah, enjoying, forward, give, jolene, key, lately, like, little, moments, push, routines, self, taking, things, us, yoga",30
conv-48_session_16_D16:10,conv-48,"Entities: care, jolene, self
Relations: practice
Keywords: balanced, care, grounded, helps, jolene, like, meditation, prioritize, self, stay, trying, yoga",19
conv-48_session_16_D16:11,conv-48,,0
conv-48_session_16_D16:12,conv-48,"Entities: interest, jolene, new, routines
Relations: express
Keywords: always, interest, jolene, lookout, mix, new, routines, things",16
conv-48_session_16_D16:13,conv-48,,0
conv-48_session_16_D16:14,conv-48,,0
conv-48_session_16_D16:15,conv-48,"Entities: deborah, favorite, flow, gentle, routine, yoga
Relations: share
Keywords: breathing, chill, deborah, favorite, find, flow, gentle, grounding, helps, one, poses, process, routine, routines, send, tutorial, video, yoga",28
conv-48_session_16_D16:16,conv-48,"Entities: deborah, favorite, flow, gentle, jolene, routine, yoga
Relations: try
Keywords: chill, concentration, deborah, favorite, find, flow, gentle, help, improve, jolene, routine, wow, yoga",24
conv-48_session_16_D16:17,conv-48,,0
conv-48_session_16_D16:18,conv-48,,0
conv-48_session_16_D16:19,conv-48,,0
conv-48_session_16_D16:20,conv-48,,0
conv-48_session_17_D17:1,conv-48,"Entities: deborah, guide, meditation, retreat, yoga
Relations: make
Keywords: deborah, guide, last, made, meditation, retreat, since, spoke, yoga",18
conv-48_session_17_D17:2,conv-48,"Entities: clarity, jolene
Relations: regain
Keywords: appreciate, back, chill, clarity, files, goodness, got, jolene, kept, lost, meditation, overwhelmed, practice, really, since, stressed, thank, work",24
conv-48_session_17_D17:3,conv-48,,0
conv-48_session_17_D17:4,conv-48,,0
conv-48_session_17_D17:5,conv-48,,0
conv-48_session_17_D17:6,conv-48,"Entities: inspired, jolene, love, notebooks, space
Relations: design
Keywords: circuitry, cool, deb, designed, elements, engines, galaxies, inspired, jolene, like, love, notebooks, really, space, thanks, think, turned",26
conv-48_session_17_D17:7,conv-48,,0
conv-48_session_17_D17:8,conv-48,,0
conv-48_session_17_D17:9,conv-48,,0
conv-48_session_17_D17:10,conv-48,"Entities: aerial, aimed, jolene, project, prototype, revolutionizing, surveillance
Relations: work
Keywords: aerial, aimed, cool, jolene, project, prototype, results, revolutionize, revolutionizing, see, surveillance, wait, working",24
conv-48_session_17_D17:11,conv-48,,0
conv-48_session_17_D17:12,conv-48,"Entities: aim, jolene
Relations: aim
Keywords: aerial, affordable, aim, better, devise, emergencies, environment, help, jolene, make, monitoring, place, productive, responding, safer, surveillance, system, world",24
conv-48_session_17_D17:13,conv-48,,0
conv-48_session_17_D17:14,conv-48,,0
conv-48_session_17_D17:15,conv-48,,0
conv-48_session_18_D18:1,conv-48,"Entities: challenge, jolene
Relations: challenge
Keywords: bf, challenge, checking, days, engineering, especially, feels, growing, handle, jolene, juggle, know, lately, like, lot, manage, much, person, plans, relationship",26
conv-48_session_18_D18:2,conv-48,"Entities: deborah, suggest
Relations: suggest
Keywords: balance, deborah, difference, finding, important, make, needs, recognizing, restore, suggest, taking, time, ways",19
conv-48_session_18_D18:3,conv-48,"Entities: jolene, start
Relations: start
Keywords: bullet, deb, helpful, jolene, journal, management, organized, really, recently, start, started, staying, strategies, tasks, thanks, time, tracking, trying, using",25
conv-48_session_18_D18:4,conv-48,,0
conv-48_session_18_D18:5,conv-48,"Entities: jolene, satisfy
Relations: satisfy
Keywords: cross, everything, favorite, help, jolene, list, newest, one, pic, quotes, satisfy, satisfying, spread, stay, tasks, top",22
conv-48_session_18_D18:6,conv-48,,0
conv-48_session_18_D18:7,conv-48,"Entities: jolene
Relations: use
Keywords: give, goals, jolene, like, little, never, reminder, stick, yeah",14
conv-48_session_18_D18:8,conv-48,"Entities: deborah, meditation, session, yoga
Relations: lead
Keywords: care, deborah, elderly, finding, focusing, give, goals, gotcha, helpful, home, jolene, keep, last, led, like, local, meditation, mindfulness, motivating, nature",28
conv-48_session_18_D18:9,conv-48,"Entities: destress, jolene
Relations: destress
Keywords: calm, destress, destressing, give, interested, jolene, keen, life, mindfulness, peaceful, really, right, shot, sounds, tried, trying, use, yet",24
conv-48_session_18_D18:10,conv-48,"Entities: deborah, mention
Relations: mention
Keywords: books, deborah, huge, life, mention, mindfulness, part, started, workshops",15
conv-48_session_18_D18:11,conv-48,,0
conv-48_session_18_D18:12,conv-48,"Entities: deborah, jolene
Relations: encourage
Keywords: any, assist, deborah, getting, glad, great, happy, help, helpful, jolene, journey, know, let, mindfulness, need, really, started, try, willing",25
conv-48_session_18_D18:13,conv-48,,0
conv-48_session_18_D18:14,conv-48,,0
conv-48_session_18_D18:15,conv-48,,0
conv-48_session_19_D19:1,conv-48,,0
conv-48_session_19_D19:2,conv-48,"Entities: console, enjoy, go, jolene, mention
Relations: buy, enjoy, go, mention
Keywords: 17th, balance, bought, busy, console, engineering, enjoy, even, fun, gift, go, going, hella, jolene, key, last, lately, life, managed, mention",32
conv-48_session_19_D19:3,conv-48,"Entities: deborah, yoga
Relations: teach
Keywords: community, cool, deborah, done, event, focusing, last, month, organizing, really, spending, teaching, time, well, yoga",21
conv-48_session_19_D19:4,conv-48,,0
conv-48_session_19_D19:5,conv-48,"Entities: deborah, event, food, included, prioritize, yoga
Relations: organize, prioritize
Keywords: amazing, aside, balance, balancing, businesses, deborah, different, effectively, even, event, find, food, go, happen, helpful, hobbies, included, live, long, maintaining",31
conv-48_session_19_D19:6,conv-48,,0
conv-48_session_19_D19:7,conv-48,"Entities: deborah, use
Relations: use
Keywords: any, busy, day, deborah, favorite, game, games, good, play, relax, suggestions, use, used, video, way",21
conv-48_session_19_D19:8,conv-48,"Entities: games, jolene, video
Relations: enjoy
Keywords: animal, awesome, botw, calming, choose, crossing, cute, favorite, game, games, hard, horizons, jolene, new, one, open, really, recommendations, switch, video",27
conv-48_session_19_D19:9,conv-48,,0
conv-48_session_19_D19:10,conv-48,"Entities: jolene, overcooked
Relations: play
Keywords: bets, chaotic, co, cooking, forgot, game, good, hilarious, into, jolene, large, mention, often, oh, op, overcooked, partner, pizzas, play, three",26
conv-48_session_19_D19:11,conv-48,,0
conv-48_session_19_D19:12,conv-48,,0
conv-48_session_19_D19:13,conv-48,,0
conv-48_session_19_D19:14,conv-48,,0
conv-48_session_19_D19:15,conv-48,"Entities: jolene, spending, time
Relations: enjoy
Keywords: air, always, enjoyed, exploring, fresh, jolene, nature, outdoors, outside, refreshing, soak, spending, time",20
conv-48_session_19_D19:16,conv-48,,0
conv-48_session_19_D19:17,conv-48,,0
conv-48_session_19_D19:18,conv-48,,0
conv-48_session_19_D19:19,conv-48,,0
conv-48_session_19_D19:20,conv-48,,0
conv-48_session_19_D19:21,conv-48,"Entities: deborah, memories, mom, special
Relations: cherish
Keywords: always, back, beautiful, cherish, colors, deborah, every, feel, go, gratitude, memories, mom, much, peace, remember, silence, sky, special, spent, spot",28
conv-48_session_19_D19:22,conv-48,,0
conv-48_session_19_D19:23,conv-48,,0
conv-48_session_19_D19:24,conv-48,,0
conv-48_session_2_D2:1,conv-48,"Entities: conversation, deborah
Relations: pass
Keywords: ago, away, channel, cherishing, conversation, dad, days, death, deborah, family, fully, grief, hey, jolene, kinda, left, life, live, memories, moments",26
conv-48_session_2_D2:2,conv-48,,0
conv-48_session_2_D2:3,conv-48,"Entities: deborah, peace
Relations: find
Keywords: 1993, album, back, comforting, deborah, difficult, even, family, give, great, hard, look, looked, memories, parents, peace, photos, though, times, wedding",26
conv-48_session_2_D2:4,conv-48,,0
conv-48_session_2_D2:5,conv-48,,0
conv-48_session_2_D2:6,conv-48,,0
conv-48_session_2_D2:7,conv-48,"Entities: deborah, love, openness
Relations: value
Keywords: close, deborah, happy, kept, letter, look, love, made, openness, received, us, years, yesterday",20
conv-48_session_2_D2:8,conv-48,,0
conv-48_session_2_D2:9,conv-48,"Entities: deborah, group, influence, positive, yoga
Keywords: deborah, group, influence, members, moments, passionate, positive, remind, sent, thanked, yoga",18
conv-48_session_2_D2:10,conv-48,,0
conv-48_session_2_D2:11,conv-48,,0
conv-48_session_2_D2:12,conv-48,,0
conv-48_session_2_D2:13,conv-48,"Entities: deborah, home, mom, old, passed
Relations: visit
Keywords: away, deborah, gives, go, home, mom, old, passed, peace, sitting, spot, window",21
conv-48_session_2_D2:14,conv-48,,0
conv-48_session_2_D2:15,conv-48,,0
conv-48_session_2_D2:16,conv-48,,0
conv-48_session_2_D2:17,conv-48,"Entities: deborah, enjoy
Relations: enjoy
Keywords: book, deborah, enjoy, every, favorite, hobbies, house, jolene, night, one, places, reading, sit, smile, yeah",21
conv-48_session_2_D2:18,conv-48,,0
conv-48_session_2_D2:19,conv-48,"Entities: deborah, passion, travel
Keywords: deborah, great, passion, travel",9
conv-48_session_2_D2:20,conv-48,,0
conv-48_session_2_D2:21,conv-48,,0
conv-48_session_2_D2:22,conv-48,,0
conv-48_session_2_D2:23,conv-48,,0
conv-48_session_2_D2:24,conv-48,,0
conv-48_session_2_D2:25,conv-48,,0
conv-48_session_2_D2:26,conv-48,"Entities: enjoy, jolene
Relations: enjoy
Keywords: activity, console, crazy, detroit, enjoy, fun, game, gaming, jolene, last, partner, pets, played, unusual, week",21
conv-48_session_2_D2:27,conv-48,,0
conv-48_session_2_D2:28,conv-48,,0
conv-48_session_2_D2:29,conv-48,,0
conv-48_session_2_D2:30,conv-48,"Entities: jolene, plan
Relations: plan
Keywords: dead, jolene, next, plan, planning, play, saturday, walking",14
conv-48_session_2_D2:31,conv-48,,0
conv-48_session_2_D2:32,conv-48,,0
conv-48_session_20_D20:1,conv-48,"Entities: battlefield, called, game, jolene, new
Relations: receive
Keywords: battlefield, called, console, game, given, jolene, last, long, new, talk, time, week",21
conv-48_session_20_D20:2,conv-48,"Entities: deborah, held, lot, memories, place
Relations: go
Keywords: back, bench, big, brought, chat, cool, deborah, emotions, good, hear, held, hey, jolene, lately, lot, memories, moments, place, sat, thinking",29
conv-48_session_20_D20:3,conv-48,,0
conv-48_session_20_D20:4,conv-48,"Entities: deborah, held, memories, place
Relations: visit
Keywords: amazing, brought, deborah, felt, flowers, grateful, held, jolene, longing, mean, memories, mix, much, nostalgia, place, quite",24
conv-48_session_20_D20:5,conv-48,,0
conv-48_session_20_D20:6,conv-48,"Entities: deborah, flowers
Relations: love
Keywords: always, appreciated, deborah, flowers, happy, life, loved, made, mom, really, simple, things, yeah",19
conv-48_session_20_D20:7,conv-48,,0
conv-48_session_20_D20:8,conv-48,,0
conv-48_session_20_D20:9,conv-48,,0
conv-48_session_20_D20:10,conv-48,,0
conv-48_session_20_D20:11,conv-48,"Entities: jolene, meditation, yoga
Relations: practice
Keywords: any, balance, balanced, bring, calming, deb, enjoying, feel, focused, habits, happiness, help, jolene, lot, meditation, moments, practice, relax, simple, slowing",27
conv-48_session_20_D20:12,conv-48,"Entities: deborah, meditation, yoga
Relations: practice
Keywords: balance, deborah, find, going, grounded, help, inner, jolene, keep, meditation, mindful, peace, photos, similar, staying, take, walks, yeah, yoga",26
conv-48_session_20_D20:13,conv-48,,0
conv-48_session_20_D20:14,conv-48,,0
conv-48_session_20_D20:15,conv-48,,0
conv-48_session_20_D20:16,conv-48,,0
conv-48_session_20_D20:17,conv-48,,0
conv-48_session_20_D20:18,conv-48,,0
conv-48_session_20_D20:19,conv-48,,0
conv-48_session_20_D20:20,conv-48,,0
conv-48_session_20_D20:21,conv-48,"Entities: jolene, stress
Relations: escape
Keywords: escape, great, jolene, stress, studying, way, work, years",14
conv-48_session_20_D20:22,conv-48,,0
conv-48_session_20_D20:23,conv-48,,0
conv-48_session_20_D20:24,conv-48,,0
conv-48_session_20_D20:25,conv-48,,0
conv-48_session_20_D20:26,conv-48,,0
conv-48_session_21_D21:1,conv-48,"Entities: deborah, mom, near, place, retreat, yoga
Relations: attend
Keywords: beautiful, changing, cool, deborah, definitely, get, go, good, got, hang, happened, hear, hey, jolene, know, last, life, lot, mom, nature",30
conv-48_session_21_D21:2,conv-48,,0
conv-48_session_21_D21:3,conv-48,"Entities: deborah, find
Relations: find
Keywords: any, beautiful, deborah, every, experiences, find, grow, helped, insights, lately, learn, life, listen, meaningful, moment, nature, really, reflection, see, self",26
conv-48_session_21_D21:4,conv-48,,0
conv-48_session_21_D21:5,conv-48,,0
conv-48_session_21_D21:6,conv-48,"Entities: conference, jolene, towards, virtual
Relations: present, work
Keywords: attending, conference, confirmed, experience, feedback, field, goal, great, happen, impact, jolene, make, networking, opportunity, positive, present, received, recently, right, studying",29
conv-48_session_21_D21:7,conv-48,,0
conv-48_session_21_D21:8,conv-48,"Entities: focus, jolene
Relations: focus
Keywords: appreciated, efforts, enhance, even, exciting, experience, feedback, felt, focus, focusing, gaining, hopefully, internships, jolene, know, positive, receive, rewarding, right, share",26
conv-48_session_21_D21:9,conv-48,,0
conv-48_session_21_D21:10,conv-48,,0
conv-48_session_21_D21:11,conv-48,,0
conv-48_session_21_D21:12,conv-48,,0
conv-48_session_21_D21:13,conv-48,,0
conv-48_session_21_D21:14,conv-48,,0
conv-48_session_21_D21:15,conv-48,,0
conv-48_session_21_D21:16,conv-48,,0
conv-48_session_21_D21:17,conv-48,,0
conv-48_session_22_D22:1,conv-48,,0
conv-48_session_22_D22:2,conv-48,"Entities: deborah, partner
Keywords: chat, cherishing, closer, comforting, deb, deborah, emotional, feel, friday, guides, important, influence, influenced, know, last, loved, made, matters, meant, memories",24
conv-48_session_22_D22:3,conv-48,"Entities: deborah, discussing, loved, memories, ones, values
Relations: cherish
Keywords: build, conversations, deborah, discussing, given, help, loved, memories, ones, really, relationships, tell, types, values",24
conv-48_session_22_D22:4,conv-48,,0
conv-48_session_22_D22:5,conv-48,"Entities: deborah, values
Relations: add
Keywords: absence, amazing, considered, continue, deborah, even, ever, guide, hear, honoring, incorporating, into, jolene, like, memory, partner, passions, pursuing, respective, sounds",26
conv-48_session_22_D22:6,conv-48,"Entities: jolene, talents
Relations: use
Keywords: add, better, coming, deborah, efficient, engineering, figuring, going, good, help, helping, ideas, important, into, jolene, keen, keep, make, making, mind",26
conv-48_session_22_D22:7,conv-48,,0
conv-48_session_22_D22:8,conv-48,"Entities: environmental, issues, jolene, solutions
Relations: develop
Keywords: aiming, causes, commitment, communities, connecting, developing, difference, engineering, environmental, focus, future, get, help, impact, initiatives, innovative, interested, involved, issues, jolene",28
conv-48_session_22_D22:9,conv-48,,0
conv-48_session_22_D22:10,conv-48,,0
conv-48_session_22_D22:11,conv-48,,0
conv-48_session_22_D22:12,conv-48,,0
conv-48_session_22_D22:13,conv-48,"Entities: activities, care, deborah, like, self, yoga
Relations: engage
Keywords: activities, any, beauty, care, challenges, connecting, deborah, great, helps, issue, jolene, key, like, little, make, nature, photo, reminds, research, self",30
conv-48_session_22_D22:14,conv-48,,0
conv-48_session_22_D22:15,conv-48,,0
conv-48_session_22_D22:16,conv-48,"Entities: jolene, meditation, yoga
Relations: practice
Keywords: already, calms, different, enhance, go, helps, into, jolene, lately, love, meditation, mind, newfound, partner, planning, poses, practice, recharge, relieves, retreat",27
conv-48_session_22_D22:17,conv-48,,0
conv-48_session_22_D22:18,conv-48,"Entities: enjoy, jolene
Relations: enjoy
Keywords: always, brings, calm, chill, company, enjoy, great, jolene, like, sense, snakes, watching",18
conv-48_session_22_D22:19,conv-48,,0
conv-48_session_22_D22:20,conv-48,,0
conv-48_session_22_D22:21,conv-48,,0
conv-48_session_22_D22:22,conv-48,,0
conv-48_session_22_D22:23,conv-48,,0
conv-48_session_22_D22:24,conv-48,,0
conv-48_session_22_D22:25,conv-48,,0
conv-48_session_22_D22:26,conv-48,,0
conv-48_session_22_D22:27,conv-48,"Entities: cat, deborah, max, mother, year
Relations: memory
Keywords: already, care, cat, cats, deborah, home, love, max, moreover, mother, need, old, really, year, years, yes",25
conv-48_session_22_D22:28,conv-48,,0
conv-48_session_22_D22:29,conv-48,"Entities: cat, deborah, luna, shelter, year
Relations: memory
Keywords: cat, deborah, luna, old, shelter, year, years, younger",17
conv-48_session_22_D22:30,conv-48,,0
conv-48_session_23_D23:1,conv-48,"Entities: attended, cafes, classes, de, janeiro, jolene, partner, rio, trip, visited, yoga
Relations: go
Keywords: attended, awesome, back, cafes, checked, classes, cool, de, deborah, going, got, guess, hey, janeiro, jolene, partner, rio, trip, visited, yesterday",35
conv-48_session_23_D23:2,conv-48,,0
conv-48_session_23_D23:3,conv-48,,0
conv-48_session_23_D23:4,conv-48,"Entities: deborah, house, mom
Relations: visit
Keywords: bad, deborah, front, good, heart, holds, house, husband, last, love, mom, month, place, shared, special, still, strength, symbol, times, visited",27
conv-48_session_23_D23:5,conv-48,,0
conv-48_session_23_D23:6,conv-48,,0
conv-48_session_23_D23:7,conv-48,,0
conv-48_session_23_D23:8,conv-48,,0
conv-48_session_23_D23:9,conv-48,"Entities: jolene, stress
Relations: relieve
Keywords: go, jolene, meditate, nearby, place, spot, stress, tranquil",14
conv-48_session_23_D23:10,conv-48,,0
conv-48_session_23_D23:11,conv-48,,0
conv-48_session_23_D23:12,conv-48,"Entities: deborah, go
Relations: go
Keywords: chill, cool, deborah, favorite, found, glad, go, let, need, occasionally, one, place, ponder, spots, things",21
conv-48_session_23_D23:13,conv-48,,0
conv-48_session_23_D23:14,conv-48,,0
conv-48_session_23_D23:15,conv-48,,0
conv-48_session_23_D23:16,conv-48,,0
conv-48_session_23_D23:17,conv-48,,0
conv-48_session_23_D23:18,conv-48,"Entities: beautiful, deborah, photo
Relations: take
Keywords: ago, beautiful, de, deborah, excursions, exploring, incredible, janeiro, must, one, photo, rio, temples, three, took, wow, years",24
conv-48_session_23_D23:19,conv-48,,0
conv-48_session_23_D23:20,conv-48,,0
conv-48_session_23_D23:21,conv-48,,0
conv-48_session_23_D23:22,conv-48,"Entities: deborah, quote
Relations: receive
Keywords: able, deborah, friend, go, let, longer, miss, never, quote, says, serves, support, unfortunately, written",20
conv-48_session_23_D23:23,conv-48,,0
conv-48_session_23_D23:24,conv-48,,0
conv-48_session_23_D23:25,conv-48,,0
conv-48_session_23_D23:26,conv-48,,0
conv-48_session_23_D23:27,conv-48,,0
conv-48_session_23_D23:28,conv-48,,0
conv-48_session_23_D23:29,conv-48,"Entities: jolene
Relations: nurture
Keywords: embrace, fresh, got, jolene, nurture, reminder, starts",12
conv-48_session_23_D23:30,conv-48,,0
conv-48_session_23_D23:31,conv-48,,0
conv-48_session_23_D23:32,conv-48,,0
conv-48_session_24_D24:1,conv-48,"Entities: cool, deborah, event
Relations: go
Keywords: aim, anyone, catching, connecting, cool, deborah, event, hey, inspiring, jolene, last, lately, pretty, support, week, went",23
conv-48_session_24_D24:2,conv-48,"Entities: enjoy, jolene, partner, relationship
Relations: enjoy, focus
Keywords: anything, beach, deb, enjoy, focusing, going, great, hear, hey, jolene, little, new, partner, relationship, relax, studying, taking, trips, way",28
conv-48_session_24_D24:3,conv-48,"Entities: community, deborah, meetup
Relations: attend
Keywords: area, busy, community, connected, deborah, feel, friday, going, important, last, made, meetup, nice, relationships, shared, stories, things, think, went",26
conv-48_session_24_D24:4,conv-48,,0
conv-48_session_24_D24:5,conv-48,"Entities: deborah, pals, relationships, start, yoga
Relations: start, treasure
Keywords: biggest, classes, come, day, deborah, family, fan, first, found, friends, held, lot, motivation, mum, often, old, pals, photo, relationships, second",30
conv-48_session_24_D24:6,conv-48,"Entities: jolene, start
Relations: start
Keywords: 10, games, got, jolene, loved, ones, parents, passion, start, supportive, sure, video",18
conv-48_session_24_D24:7,conv-48,,0
conv-48_session_24_D24:8,conv-48,,0
conv-48_session_24_D24:9,conv-48,,0
conv-48_session_24_D24:10,conv-48,"Entities: jolene, mom
Relations: play
Keywords: amazing, favorites, gaming, hunter, immersive, jolene, mom, monster, one, open, story, world",18
conv-48_session_24_D24:11,conv-48,,0
conv-48_session_24_D24:12,conv-48,,0
conv-48_session_24_D24:13,conv-48,,0
conv-48_session_24_D24:14,conv-48,"Entities: afterward, finals, jolene, plans, recharge, relax, take, trip, upcoming
Relations: study
Keywords: afterward, coming, end, finals, got, hard, jolene, lot, month, plans, quite, real, recharge, relax, somewhere, stressful, studying, take, taking, thinking",33
conv-48_session_24_D24:15,conv-48,,0
conv-48_session_25_D25:1,conv-48,"Entities: course, jolene, meditation
Relations: sign
Keywords: course, excited, experience, jolene, lake, learn, meditation, near, new, partner, retreat, share, signed, sooo, techniques, wait, woohoo",24
conv-48_session_25_D25:2,conv-48,,0
conv-48_session_25_D25:3,conv-48,"Entities: find, jolene
Relations: find
Keywords: amazing, big, difference, easy, find, health, jolene, make, something",15
conv-48_session_25_D25:4,conv-48,"Entities: deborah, meditation
Relations: incorporate
Keywords: become, deborah, imagine, life, meditation, part, routine, without, yep",15
conv-48_session_25_D25:5,conv-48,"Entities: jolene, stay
Relations: stay
Keywords: balanced, helps, jolene, stay, studies, yeah",12
conv-48_session_25_D25:6,conv-48,,0
conv-48_session_25_D25:7,conv-48,"Entities: continue, jolene
Relations: continue
Keywords: along, chugging, continue, jolene, thanks, tough",12
conv-48_session_25_D25:8,conv-48,,0
conv-48_session_25_D25:9,conv-48,,0
conv-48_session_25_D25:10,conv-48,,0
conv-48_session_25_D25:11,conv-48,,0
conv-48_session_25_D25:12,conv-48,"Entities: calmed, deborah, sunrise, wonderful
Relations: see
Keywords: calmed, deborah, recently, saw, sunrise, wonderful",14
conv-48_session_25_D25:13,conv-48,"Entities: beach, deborah, walks
Relations: enjoy
Keywords: beach, calms, deborah, glimpsing, relaxes, taking, walks",14
conv-48_session_25_D25:14,conv-48,"Entities: deborah, good, jolene, memories
Relations: remind
Keywords: deborah, good, jolene, memories, photo, remind, something",15
conv-48_session_25_D25:15,conv-48,,0
conv-48_session_25_D25:16,conv-48,,0
conv-48_session_25_D25:17,conv-48,,0
conv-48_session_25_D25:18,conv-48,,0
conv-48_session_25_D25:19,conv-48,,0
conv-48_session_25_D25:20,conv-48,,0
conv-48_session_26_D26:1,conv-48,"Entities: deborah, getaway, yoga
Relations: cancel
Keywords: cancel, deborah, forced, getaway, hey, jolene, storm, tough, us, week, yoga",18
conv-48_session_26_D26:2,conv-48,,0
conv-48_session_26_D26:3,conv-48,"Entities: comfort, deborah
Relations: find
Keywords: better, bummed, comfort, deborah, found, going, grateful, home, little, reminds, setback, spending, things, time, work",21
conv-48_session_26_D26:4,conv-48,"Entities: camping, jolene, trip
Relations: plan
Keywords: camping, connect, jolene, nature, partner, plan, practice, trip, yoga",16
conv-48_session_26_D26:5,conv-48,,0
conv-48_session_26_D26:6,conv-48,"Entities: jolene, mention
Relations: mention
Keywords: activities, balanced, care, classes, everything, help, helps, jolene, like, meditation, mention, need, personal, relax, routine, schedule, self, stay, studying, time",26
conv-48_session_26_D26:7,conv-48,,0
conv-48_session_26_D26:8,conv-48,,0
conv-48_session_26_D26:9,conv-48,"Entities: deborah, suggest
Relations: suggest
Keywords: coffee, date, deborah, great, let, set, sounds, suggest, talk",15
conv-48_session_26_D26:10,conv-48,"Entities: jolene, suggest
Relations: suggest
Keywords: cafe, fresh, jolene, let, meet, monday, next, pastries, suggest, try, wanna",17
conv-48_session_26_D26:11,conv-48,,0
conv-48_session_26_D26:12,conv-48,"Entities: jolene, propose
Relations: propose
Keywords: catch, coffee, jolene, propose, wait, wednesday",12
