qa_id,cell,scope_id,full_candidate_parity,full_top10_parity,probe_relation,relation_candidate_count,relation_candidate_parity,relation_top10_parity
conv-49_qa_93,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_94,cassandra-base,conv-49,1,1,suggest,10,1,1
conv-49_qa_94,cassandra-materialized,conv-49,1,1,suggest,10,1,1
conv-49_qa_94,neo4j-native,conv-49,1,1,suggest,10,1,1
conv-49_qa_94,neo4j-materialized,conv-49,1,1,suggest,10,1,1
conv-49_qa_95,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_95,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_95,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_95,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_96,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_96,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_96,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_96,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_97,cassandra-base,conv-49,1,1,get,1,1,1
conv-49_qa_97,cassandra-materialized,conv-49,1,1,get,1,1,1
conv-49_qa_97,neo4j-native,conv-49,1,1,get,1,1,1
conv-49_qa_97,neo4j-materialized,conv-49,1,1,get,1,1,1
conv-49_qa_98,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_98,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_98,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_98,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_99,cassandra-base,conv-49,1,1,suggest,10,1,1
conv-49_qa_99,cassandra-materialized,conv-49,1,1,suggest,10,1,1
conv-49_qa_99,neo4j-native,conv-49,1,1,suggest,10,1,1
conv-49_qa_99,neo4j-materialized,conv-49,1,1,suggest,10,1,1
conv-49_qa_100,cassandra-base,conv-49,1,1,mention,8,1,1
conv-49_qa_100,cassandra-materialized,conv-49,1,1,mention,8,1,1
conv-49_qa_100,neo4j-native,conv-49,1,1,mention,8,1,1
conv-49_qa_100,neo4j-materialized,conv-49,1,1,mention,8,1,1
conv-49_qa_101,cassandra-base,conv-49,1,1,learn,1,1,1
conv-49_qa_101,cassandra-materialized,conv-49,1,1,learn,1,1,1
conv-49_qa_101,neo4j-native,conv-49,1,1,learn,1,1,1
conv-49_qa_101,neo4j-materialized,conv-49,1,1,learn,1,1,1
conv-49_qa_102,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_102,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_102,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_102,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_103,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_103,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_103,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_103,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_104,cassandra-base,conv-49,1,1,share,2,1,1
conv-49_qa_104,cassandra-materialized,conv-49,1,1,share,2,1,1
conv-49_qa_104,neo4j-native,conv-49,1,1,share,2,1,1
conv-49_qa_104,neo4j-materialized,conv-49,1,1,share,2,1,1
conv-49_qa_105,cassandra-base,conv-49,1,1,start,9,1,1
conv-49_qa_105,cassandra-materialized,conv-49,1,1,start,9,1,1
conv-49_qa_105,neo4j-native,conv-49,1,1,start,9,1,1
conv-49_qa_105,neo4j-materialized,conv-49,1,1,start,9,1,1
conv-49_qa_106,cassandra-base,conv-49,1,1,gift,1,1,1
conv-49_qa_106,cassandra-materialized,conv-49,1,1,gift,1,1,1
conv-49_qa_106,neo4j-native,conv-49,1,1,gift,1,1,1
conv-49_qa_106,neo4j-materialized,conv-49,1,1,gift,1,1,1
conv-49_qa_107,cassandra-base,conv-49,1,1,emphasize,4,1,1
conv-49_qa_107,cassandra-materialized,conv-49,1,1,emphasize,4,1,1
conv-49_qa_107,neo4j-native,conv-49,1,1,emphasize,4,1,1
conv-49_qa_107,neo4j-materialized,conv-49,1,1,emphasize,4,1,1
conv-49_qa_108,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_108,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_108,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_108,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_109,cassandra-base,conv-49,1,1,mention,8,1,1
conv-49_qa_109,cassandra-materialized,conv-49,1,1,mention,8,1,1
conv-49_qa_109,neo4j-native,conv-49,1,1,mention,8,1,1
conv-49_qa_109,neo4j-materialized,conv-49,1,1,mention,8,1,1
conv-49_qa_110,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_110,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_110,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_110,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_111,cassandra-base,conv-49,1,1,stay,2,1,1
conv-49_qa_111,cassandra-materialized,conv-49,1,1,stay,2,1,1
conv-49_qa_111,neo4j-native,conv-49,1,1,stay,2,1,1
conv-49_qa_111,neo4j-materialized,conv-49,1,1,stay,2,1,1
conv-49_qa_112,cassandra-base,conv-49,1,1,give,1,1,1
conv-49_qa_112,cassandra-materialized,conv-49,1,1,give,1,1,1
conv-49_qa_112,neo4j-native,conv-49,1,1,give,1,1,1
conv-49_qa_112,neo4j-materialized,conv-49,1,1,give,1,1,1
conv-49_qa_113,cassandra-base,conv-49,1,1,suggest,10,1,1
conv-49_qa_113,cassandra-materialized,conv-49,1,1,suggest,10,1,1
conv-49_qa_113,neo4j-native,conv-49,1,1,suggest,10,1,1
conv-49_qa_113,neo4j-materialized,conv-49,1,1,suggest,10,1,1
conv-49_qa_114,cassandra-base,conv-49,1,1,get,1,1,1
conv-49_qa_114,cassandra-materialized,conv-49,1,1,get,1,1,1
conv-49_qa_114,neo4j-native,conv-49,1,1,get,1,1,1
conv-49_qa_114,neo4j-materialized,conv-49,1,1,get,1,1,1
conv-49_qa_115,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_115,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_115,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_115,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_116,cassandra-base,conv-49,1,1,share,2,1,1
conv-49_qa_116,cassandra-materialized,conv-49,1,1,share,2,1,1
conv-49_qa_116,neo4j-native,conv-49,1,1,share,2,1,1
conv-49_qa_116,neo4j-materialized,conv-49,1,1,share,2,1,1
conv-49_qa_117,cassandra-base,conv-49,1,1,enjoy,14,1,1
conv-49_qa_117,cassandra-materialized,conv-49,1,1,enjoy,14,1,1
conv-49_qa_117,neo4j-native,conv-49,1,1,enjoy,14,1,1
conv-49_qa_117,neo4j-materialized,conv-49,1,1,enjoy,14,1,1
conv-49_qa_118,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_118,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_118,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_118,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_119,cassandra-base,conv-49,1,1,start,9,1,1
conv-49_qa_119,cassandra-materialized,conv-49,1,1,start,9,1,1
conv-49_qa_119,neo4j-native,conv-49,1,1,start,9,1,1
conv-49_qa_119,neo4j-materialized,conv-49,1,1,start,9,1,1
conv-49_qa_120,cassandra-base,conv-49,1,1,give,1,1,1
conv-49_qa_120,cassandra-materialized,conv-49,1,1,give,1,1,1
conv-49_qa_120,neo4j-native,conv-49,1,1,give,1,1,1
conv-49_qa_120,neo4j-materialized,conv-49,1,1,give,1,1,1
conv-49_qa_121,cassandra-base,conv-49,1,1,plan,10,1,1
conv-49_qa_121,cassandra-materialized,conv-49,1,1,plan,10,1,1
conv-49_qa_121,neo4j-native,conv-49,1,1,plan,10,1,1
conv-49_qa_121,neo4j-materialized,conv-49,1,1,plan,10,1,1
conv-49_qa_122,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_122,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_122,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_122,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_123,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_123,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_123,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_123,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_124,cassandra-base,conv-49,1,1,mention,8,1,1
conv-49_qa_124,cassandra-materialized,conv-49,1,1,mention,8,1,1
conv-49_qa_124,neo4j-native,conv-49,1,1,mention,8,1,1
conv-49_qa_124,neo4j-materialized,conv-49,1,1,mention,8,1,1
conv-49_qa_125,cassandra-base,conv-49,1,1,start,9,1,1
conv-49_qa_125,cassandra-materialized,conv-49,1,1,start,9,1,1
conv-49_qa_125,neo4j-native,conv-49,1,1,start,9,1,1
conv-49_qa_125,neo4j-materialized,conv-49,1,1,start,9,1,1
conv-49_qa_126,cassandra-base,conv-49,1,1,gift,1,1,1
conv-49_qa_126,cassandra-materialized,conv-49,1,1,gift,1,1,1
conv-49_qa_126,neo4j-native,conv-49,1,1,gift,1,1,1
conv-49_qa_126,neo4j-materialized,conv-49,1,1,gift,1,1,1
conv-49_qa_127,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_127,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_127,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_127,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_128,cassandra-base,conv-49,1,1,describe,1,1,1
conv-49_qa_128,cassandra-materialized,conv-49,1,1,describe,1,1,1
conv-49_qa_128,neo4j-native,conv-49,1,1,describe,1,1,1
conv-49_qa_128,neo4j-materialized,conv-49,1,1,describe,1,1,1
conv-49_qa_129,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_129,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_129,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_129,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_130,cassandra-base,conv-49,1,1,suggest,10,1,1
conv-49_qa_130,cassandra-materialized,conv-49,1,1,suggest,10,1,1
conv-49_qa_130,neo4j-native,conv-49,1,1,suggest,10,1,1
conv-49_qa_130,neo4j-materialized,conv-49,1,1,suggest,10,1,1
conv-49_qa_131,cassandra-base,conv-49,1,1,stress,1,1,1
conv-49_qa_131,cassandra-materialized,conv-49,1,1,stress,1,1,1
conv-49_qa_131,neo4j-native,conv-49,1,1,stress,1,1,1
conv-49_qa_131,neo4j-materialized,conv-49,1,1,stress,1,1,1
conv-49_qa_132,cassandra-base,conv-49,1,1,offer,6,1,1
conv-49_qa_132,cassandra-materialized,conv-49,1,1,offer,6,1,1
conv-49_qa_132,neo4j-native,conv-49,1,1,offer,6,1,1
conv-49_qa_132,neo4j-materialized,conv-49,1,1,offer,6,1,1
conv-49_qa_133,cassandra-base,conv-49,1,1,share,2,1,1
conv-49_qa_133,cassandra-materialized,conv-49,1,1,share,2,1,1
conv-49_qa_133,neo4j-native,conv-49,1,1,share,2,1,1
conv-49_qa_133,neo4j-materialized,conv-49,1,1,share,2,1,1
conv-49_qa_134,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_134,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_134,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_134,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_135,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_135,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_135,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_135,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_136,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_136,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_136,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_136,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_137,cassandra-base,conv-49,1,1,get,1,1,1
conv-49_qa_137,cassandra-materialized,conv-49,1,1,get,1,1,1
conv-49_qa_137,neo4j-native,conv-49,1,1,get,1,1,1
conv-49_qa_137,neo4j-materialized,conv-49,1,1,get,1,1,1
conv-49_qa_138,cassandra-base,conv-49,1,1,start,9,1,1
conv-49_qa_138,cassandra-materialized,conv-49,1,1,start,9,1,1
conv-49_qa_138,neo4j-native,conv-49,1,1,start,9,1,1
conv-49_qa_138,neo4j-materialized,conv-49,1,1,start,9,1,1
conv-49_qa_139,cassandra-base,conv-49,1,1,suggest,10,1,1
conv-49_qa_139,cassandra-materialized,conv-49,1,1,suggest,10,1,1
conv-49_qa_139,neo4j-native,conv-49,1,1,suggest,10,1,1
conv-49_qa_139,neo4j-materialized,conv-49,1,1,suggest,10,1,1
conv-49_qa_140,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_140,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_140,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_140,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_141,cassandra-base,conv-49,1,1,find,2,1,1
conv-49_qa_141,cassandra-materialized,conv-49,1,1,find,2,1,1
conv-49_qa_141,neo4j-native,conv-49,1,1,find,2,1,1
conv-49_qa_141,neo4j-materialized,conv-49,1,1,find,2,1,1
conv-49_qa_142,cassandra-base,conv-49,1,1,describe,1,1,1
conv-49_qa_142,cassandra-materialized,conv-49,1,1,describe,1,1,1
conv-49_qa_142,neo4j-native,conv-49,1,1,describe,1,1,1
conv-49_qa_142,neo4j-materialized,conv-49,1,1,describe,1,1,1
conv-49_qa_143,cassandra-base,conv-49,1,1,share,2,1,1
conv-49_qa_143,cassandra-materialized,conv-49,1,1,share,2,1,1
conv-49_qa_143,neo4j-native,conv-49,1,1,share,2,1,1
conv-49_qa_143,neo4j-materialized,conv-49,1,1,share,2,1,1
conv-49_qa_144,cassandra-base,conv-49,1,1,share,2,1,1
conv-49_qa_144,cassandra-materialized,conv-49,1,1,share,2,1,1
conv-49_qa_144,neo4j-native,conv-49,1,1,share,2,1,1
conv-49_qa_144,neo4j-materialized,conv-49,1,1,share,2,1,1
conv-49_qa_145,cassandra-base,conv-49,1,1,offer,6,1,1
conv-49_qa_145,cassandra-materialized,conv-49,1,1,offer,6,1,1
conv-49_qa_145,neo4j-native,conv-49,1,1,offer,6,1,1
conv-49_qa_145,neo4j-materialized,conv-49,1,1,offer,6,1,1
conv-49_qa_146,cassandra-base,conv-49,1,1,share,2,1,1
conv-49_qa_146,cassandra-materialized,conv-49,1,1,share,2,1,1
conv-49_qa_146,neo4j-native,conv-49,1,1,share,2,1,1
conv-49_qa_146,neo4j-materialized,conv-49,1,1,share,2,1,1
conv-49_qa_147,cassandra-base,conv-49,1,1,,0,,
conv-49_qa_147,cassandra-materialized,conv-49,1,1,,0,,
conv-49_qa_147,neo4j-native,conv-49,1,1,,0,,
conv-49_qa_147,neo4j-materialized,conv-49,1,1,,0,,
conv-49_qa_148,cassandra-base,conv-49,1,1,try,9,1,1
conv-49_qa_148,cassandra-materialized,conv-49,1,1,try,9,1,1
conv-49_qa_148,neo4j-native,conv-49,1,1,try,9,1,1
conv-49_qa_148,neo4j-materialized,conv-49,1,1,try,9,1,1
conv-49_qa_149,cassandra-base,conv-49,1,1,seek,2,1,1
conv-49_qa_149,cassandra-materialized,conv-49,1,1,seek,2,1,1
conv-49_qa_149,neo4j-native,conv-49,1,1,seek,2,1,1
conv-49_qa_149,neo4j-materialized,conv-49,1,1,seek,2,1,1
conv-49_qa_150,cassandra-base,conv-49,1,1,give,1,1,1
conv-49_qa_150,cassandra-materialized,conv-49,1,1,give,1,1,1
conv-49_qa_150,neo4j-native,conv-49,1,1,give,1,1,1
conv-49_qa_150,neo4j-materialized,conv-49,1,1,give,1,1,1
conv-49_qa_151,cassandra-base,conv-49,1,1,watch,2,1,1
conv-49_qa_151,cassandra-materialized,conv-49,1,1,watch,2,1,1
conv-49_qa_151,neo4j-native,conv-49,1,1,watch,2,1,1
conv-49_qa_151,neo4j-materialized,conv-49,1,1,watch,2,1,1
conv-49_qa_152,cassandra-base,conv-49,1,1,stress,1,1,1
conv-49_qa_152,cassandra-materialized,conv-49,1,1,stress,1,1,1
conv-49_qa_152,neo4j-native,conv-49,1,1,stress,1,1,1
conv-49_qa_152,neo4j-materialized,conv-49,1,1,stress,1,1,1
conv-49_qa_153,cassandra-base,conv-49,1,1,share,2,1,1
conv-49_qa_153,cassandra-materialized,conv-49,1,1,share,2,1,1
conv-49_qa_153,neo4j-native,conv-49,1,1,share,2,1,1
conv-49_qa_153,neo4j-materialized,conv-49,1,1,share,2,1,1
conv-49_qa_154,cassandra-base,conv-49,1,1,apologize,1,1,1
conv-49_qa_154,cassandra-materialized,conv-49,1,1,apologize,1,1,1
conv-49_qa_154,neo4j-native,conv-49,1,1,apologize,1,1,1
conv-49_qa_154,neo4j-materialized,conv-49,1,1,apologize,1,1,1
conv-49_qa_155,cassandra-base,conv-49,1,1,describe,1,1,1
conv-49_qa_155,cassandra-materialized,conv-49,1,1,describe,1,1,1
conv-49_qa_155,neo4j-native,conv-49,1,1,describe,1,1,1
conv-49_qa_155,neo4j-materialized,conv-49,1,1,describe,1,1,1
conv-50_qa_0,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_0,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_0,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_0,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_1,cassandra-base,conv-50,1,1,buy,1,1,1
conv-50_qa_1,cassandra-materialized,conv-50,1,1,buy,1,1,1
conv-50_qa_1,neo4j-native,conv-50,1,1,buy,1,1,1
conv-50_qa_1,neo4j-materialized,conv-50,1,1,buy,1,1,1
conv-50_qa_2,cassandra-base,conv-50,1,1,perform,6,1,1
conv-50_qa_2,cassandra-materialized,conv-50,1,1,perform,6,1,1
conv-50_qa_2,neo4j-native,conv-50,1,1,perform,6,1,1
conv-50_qa_2,neo4j-materialized,conv-50,1,1,perform,6,1,1
conv-50_qa_3,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_3,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_3,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_3,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_4,cassandra-base,conv-50,1,1,do,1,1,1
conv-50_qa_4,cassandra-materialized,conv-50,1,1,do,1,1,1
conv-50_qa_4,neo4j-native,conv-50,1,1,do,1,1,1
conv-50_qa_4,neo4j-materialized,conv-50,1,1,do,1,1,1
conv-50_qa_5,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_5,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_5,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_5,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_6,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_6,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_6,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_6,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_7,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_7,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_7,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_7,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_8,cassandra-base,conv-50,1,1,start,4,1,1
conv-50_qa_8,cassandra-materialized,conv-50,1,1,start,4,1,1
conv-50_qa_8,neo4j-native,conv-50,1,1,start,4,1,1
conv-50_qa_8,neo4j-materialized,conv-50,1,1,start,4,1,1
conv-50_qa_9,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_9,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_9,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_9,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_10,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_10,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_10,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_10,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_11,cassandra-base,conv-50,1,1,run,1,1,1
conv-50_qa_11,cassandra-materialized,conv-50,1,1,run,1,1,1
conv-50_qa_11,neo4j-native,conv-50,1,1,run,1,1,1
conv-50_qa_11,neo4j-materialized,conv-50,1,1,run,1,1,1
conv-50_qa_12,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_12,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_12,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_12,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_13,cassandra-base,conv-50,1,1,enjoy,12,1,1
conv-50_qa_13,cassandra-materialized,conv-50,1,1,enjoy,12,1,1
conv-50_qa_13,neo4j-native,conv-50,1,1,enjoy,12,1,1
conv-50_qa_13,neo4j-materialized,conv-50,1,1,enjoy,12,1,1
conv-50_qa_14,cassandra-base,conv-50,1,1,meet,3,1,1
conv-50_qa_14,cassandra-materialized,conv-50,1,1,meet,3,1,1
conv-50_qa_14,neo4j-native,conv-50,1,1,meet,3,1,1
conv-50_qa_14,neo4j-materialized,conv-50,1,1,meet,3,1,1
conv-50_qa_15,cassandra-base,conv-50,1,1,visit,2,1,1
conv-50_qa_15,cassandra-materialized,conv-50,1,1,visit,2,1,1
conv-50_qa_15,neo4j-native,conv-50,1,1,visit,2,1,1
conv-50_qa_15,neo4j-materialized,conv-50,1,1,visit,2,1,1
conv-50_qa_16,cassandra-base,conv-50,1,1,take,4,1,1
conv-50_qa_16,cassandra-materialized,conv-50,1,1,take,4,1,1
conv-50_qa_16,neo4j-native,conv-50,1,1,take,4,1,1
conv-50_qa_16,neo4j-materialized,conv-50,1,1,take,4,1,1
conv-50_qa_17,cassandra-base,conv-50,1,1,have,4,1,1
conv-50_qa_17,cassandra-materialized,conv-50,1,1,have,4,1,1
conv-50_qa_17,neo4j-native,conv-50,1,1,have,4,1,1
conv-50_qa_17,neo4j-materialized,conv-50,1,1,have,4,1,1
conv-50_qa_18,cassandra-base,conv-50,1,1,deal,1,1,1
conv-50_qa_18,cassandra-materialized,conv-50,1,1,deal,1,1,1
conv-50_qa_18,neo4j-native,conv-50,1,1,deal,1,1,1
conv-50_qa_18,neo4j-materialized,conv-50,1,1,deal,1,1,1
conv-50_qa_19,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_19,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_19,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_19,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_20,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_20,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_20,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_20,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_21,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_21,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_21,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_21,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_22,cassandra-base,conv-50,1,1,expand,1,1,1
conv-50_qa_22,cassandra-materialized,conv-50,1,1,expand,1,1,1
conv-50_qa_22,neo4j-native,conv-50,1,1,expand,1,1,1
conv-50_qa_22,neo4j-materialized,conv-50,1,1,expand,1,1,1
conv-50_qa_23,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_23,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_23,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_23,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_24,cassandra-base,conv-50,1,1,work,17,1,1
conv-50_qa_24,cassandra-materialized,conv-50,1,1,work,17,1,1
conv-50_qa_24,neo4j-native,conv-50,1,1,work,17,1,1
conv-50_qa_24,neo4j-materialized,conv-50,1,1,work,17,1,1
conv-50_qa_25,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_25,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_25,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_25,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_26,cassandra-base,conv-50,1,1,record,1,1,1
conv-50_qa_26,cassandra-materialized,conv-50,1,1,record,1,1,1
conv-50_qa_26,neo4j-native,conv-50,1,1,record,1,1,1
conv-50_qa_26,neo4j-materialized,conv-50,1,1,record,1,1,1
conv-50_qa_27,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_27,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_27,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_27,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_28,cassandra-base,conv-50,1,1,do,1,1,1
conv-50_qa_28,cassandra-materialized,conv-50,1,1,do,1,1,1
conv-50_qa_28,neo4j-native,conv-50,1,1,do,1,1,1
conv-50_qa_28,neo4j-materialized,conv-50,1,1,do,1,1,1
conv-50_qa_29,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_29,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_29,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_29,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_30,cassandra-base,conv-50,1,1,listen,2,1,1
conv-50_qa_30,cassandra-materialized,conv-50,1,1,listen,2,1,1
conv-50_qa_30,neo4j-native,conv-50,1,1,listen,2,1,1
conv-50_qa_30,neo4j-materialized,conv-50,1,1,listen,2,1,1
conv-50_qa_31,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_31,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_31,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_31,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_32,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_32,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_32,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_32,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_33,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_33,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_33,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_33,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_34,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_34,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_34,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_34,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_35,cassandra-base,conv-50,1,1,book,2,1,1
conv-50_qa_35,cassandra-materialized,conv-50,1,1,book,2,1,1
conv-50_qa_35,neo4j-native,conv-50,1,1,book,2,1,1
conv-50_qa_35,neo4j-materialized,conv-50,1,1,book,2,1,1
conv-50_qa_36,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_36,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_36,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_36,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_37,cassandra-base,conv-50,1,1,,0,,
conv-50_qa_37,cassandra-materialized,conv-50,1,1,,0,,
conv-50_qa_37,neo4j-native,conv-50,1,1,,0,,
conv-50_qa_37,neo4j-materialized,conv-50,1,1,,0,,
conv-50_qa_38,cassandra-base,conv-50,1,1,have,4,1,1
conv-50_qa_38,cassandra-materialized,conv-50,1,1,have,4,1,1
conv-50_qa_38,neo4j-native,conv-50,1,1,have,4,1,1
conv-50_qa_38,neo4j-materialized,conv-50,1,1,have,4,1,1
conv-50_qa_40,cassandra-base,conv-50,1,1,listen,2,1,1
